fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id,feature0,feature1
7,0.25,0.32,9,0.046,56,245,0.9955,3.25,0.5,10.4,6,4161,372,174
6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,7,4162,178,72
6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94,7,4163,319,124
6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,6,4164,211,126
6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7,4165,53,428
7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,6,4166,228,478
6.8,0.26,0.34,15.1,0.06,42,162,0.99705,3.24,0.52,10.5,3,4167,321,463
6.9,0.3,0.29,1.3,0.053,24,189,0.99362,3.29,0.54,9.9,4,4168,223,143
5.9,0.26,0.25,12.5,0.034,38,152,0.9977,3.33,0.43,9.4,5,4169,494,190
6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7,4170,44,95
6.2,0.21,0.28,5.7,0.028,45,121,0.99168,3.21,1.08,12.15,7,4171,451,417
6.1,0.17,0.28,2.5,0.028,22,98,0.99072,3.16,0.37,11.1,7,4172,176,251
6.8,0.35,0.32,2.4,0.048,35,103,0.9911,3.28,0.46,12,8,4173,63,318
5.6,0.34,0.25,2.5,0.046,47,182,0.99093,3.21,0.4,11.3,5,4174,221,491
7.8,0.25,0.28,7.2,0.04,46,179,0.99541,3.14,0.6,10.1,6,4175,450,277
7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,5,4176,385,453
7.2,0.27,0.74,12.5,0.037,47,156,0.9981,3.04,0.44,8.7,5,4177,363,27
7.9,0.25,0.35,6.7,0.039,22,64,0.99362,2.93,0.49,10.7,5,4178,45,39
7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,7,4179,395,262
7.9,0.3,0.27,8.5,0.036,20,112,0.9939,2.96,0.46,11.7,6,4180,81,67
6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,6,4181,38,293
5.8,0.17,0.3,1.4,0.037,55,130,0.9909,3.29,0.38,11.3,6,4182,395,201
7.1,0.23,0.39,13.7,0.058,26,172,0.99755,2.9,0.46,9,6,4183,180,346
8.8,0.23,0.74,3.2,0.042,15,126,0.9934,3.02,0.51,11.2,6,4184,101,273
6.5,0.27,0.4,10,0.039,74,227,0.99582,3.18,0.5,9.4,5,4185,399,357
8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,7,4186,495,49
6.2,0.26,0.37,7.1,0.047,54,201,0.99523,3.19,0.48,9.5,6,4187,397,396
9.4,0.26,0.53,1.2,0.047,25,109,0.9921,3.23,0.28,12.5,6,4188,223,74
5.8,0.23,0.2,2,0.043,39,154,0.99226,3.21,0.39,10.2,6,4189,48,442
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,4190,291,26
7.4,0.28,0.5,12.1,0.049,48,122,0.9973,3.01,0.44,9,5,4191,446,35
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,4192,41,491
7.7,0.42,0.38,8.1,0.061,49,144,0.9966,3.4,0.58,11,6,4193,276,431
7,0.14,0.4,1.7,0.035,16,85,0.9911,3.19,0.42,11.8,6,4194,165,23
6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6,4195,157,389
6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6,4196,140,465
6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,5,4197,147,341
6.2,0.28,0.41,5,0.043,50,188,0.99318,3.23,0.64,10.8,6,4198,424,95
6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,7,4199,340,113
6.6,0.17,0.3,1.1,0.031,13,73,0.99095,3.17,0.58,11,6,4200,94,269
7.4,0.2,0.29,1.7,0.047,16,100,0.99243,3.28,0.45,10.6,6,4201,82,71
7,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2,6,4202,94,43
6.3,0.27,0.38,0.9,0.051,7,140,0.9926,3.45,0.5,10.5,7,4203,104,293
6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6,4204,162,227
5.4,0.27,0.22,4.6,0.022,29,107,0.98889,3.33,0.54,13.8,6,4205,392,402
6.6,0.19,0.25,1.2,0.052,34,181,0.99352,3.3,0.42,9.4,7,4206,345,55
7.8,0.4,0.49,7.8,0.06,34,162,0.9966,3.26,0.58,11.3,6,4207,144,430
7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7,4208,25,130
7.7,0.31,0.36,4.3,0.026,15,87,0.99152,3.11,0.48,12,5,4209,239,435
7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,5,4210,437,474
7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,6,4211,238,491
8.2,0.24,0.3,2.3,0.05,23,106,0.99397,2.98,0.5,10,5,4212,420,305
6.7,0.3,0.35,1.4,0.18,36,160,0.9937,3.11,0.54,9.4,6,4213,300,14
5.7,0.28,0.24,17.5,0.044,60,167,0.9989,3.31,0.44,9.4,5,4214,261,95
6.6,0.19,0.28,1.1,0.044,38,100,0.9904,3.22,0.69,11.2,6,4215,100,424
5.9,0.18,0.28,1,0.037,24,88,0.99094,3.29,0.55,10.65,7,4216,241,349
6.3,0.36,0.2,2,0.048,48,191,0.9929,3.17,0.51,9.6,5,4217,44,490
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7,4218,140,452
7.3,0.13,0.31,2.3,0.054,22,104,0.9924,3.24,0.92,11.5,7,4219,341,464
5.7,0.43,0.3,5.7,0.039,24,98,0.992,3.54,0.61,12.3,7,4220,497,82
6.9,0.28,0.27,2.1,0.036,42,121,0.9926,3.42,0.49,10.8,7,4221,461,106
5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,6,4222,327,82
6.2,0.1,0.41,1,0.04,17,76,0.98988,3.14,0.56,11.4,7,4223,216,160
6.4,0.33,0.31,5.5,0.048,42,173,0.9951,3.19,0.66,9.3,6,4224,80,462
5.7,0.135,0.3,4.6,0.042,19,101,0.9946,3.31,0.42,9.3,6,4225,494,467
7.8,0.28,0.22,1.4,0.056,24,130,0.9944,3.28,0.48,9.5,5,4226,465,49
5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,6,4227,313,363
5.9,0.14,0.2,1.6,0.04,26,114,0.99105,3.25,0.45,11.4,6,4228,281,17
8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,8,4229,401,94
6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,7,4230,191,125
6.4,0.42,0.74,12.8,0.076,48,209,0.9978,3.12,0.58,9,6,4231,299,187
6.7,0.27,0.12,1.3,0.041,62,138,0.9921,3.21,0.42,10,6,4232,65,425
6.8,0.24,0.49,19.3,0.057,55,247,1.00055,3,0.56,8.7,5,4233,469,413
6.6,0.3,0.45,8,0.038,54,200,0.9956,3.18,0.48,9.5,5,4234,222,270
6.9,0.21,0.28,2.4,0.056,49,159,0.9944,3.02,0.47,8.8,8,4235,433,56
5.7,0.41,0.21,1.9,0.048,30,112,0.99138,3.29,0.55,11.2,6,4236,141,225
5.9,0.29,0.25,12,0.057,48,224,0.9981,3.23,0.41,9,6,4237,137,274
6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,6,4238,463,210
6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.89333333,7,4239,166,492
7,0.29,0.49,3.8,0.047,37,136,0.9938,2.95,0.4,9.4,6,4240,265,90
8,0.44,0.49,9.1,0.031,46,151,0.9926,3.16,0.27,12.7,8,4241,58,182
8,0.26,0.36,2,0.054,30,121,0.992,3.09,0.72,11.6,7,4242,400,299
8.2,0.26,0.44,1.3,0.046,7,69,0.9944,3.14,0.62,10.2,4,4243,182,314
7.7,0.49,1,19.6,0.03,28,135,0.9973,3.24,0.4,12,6,4244,88,129
6.5,0.25,0.27,15.2,0.049,75,217,0.9972,3.19,0.39,9.9,5,4245,317,28
5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6,4246,112,18
7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2,7,4247,100,312
7.6,0.2,0.31,1.4,0.047,41,142,0.9934,3.43,0.53,10.1,6,4248,317,488
5,0.24,0.21,2.2,0.039,31,100,0.99098,3.69,0.62,11.7,6,4249,417,158
7.5,0.19,0.49,1.6,0.047,42,140,0.9932,3.4,0.47,10.7,6,4250,3,354
6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,5,4251,223,395
6.8,0.27,0.22,8.1,0.034,55,203,0.9961,3.19,0.52,8.9,5,4252,221,39
7.6,0.22,0.34,9.7,0.035,26,143,0.9965,3.08,0.49,9.8,6,4253,433,398
7.1,0.28,0.19,7.8,0.04,48,184,0.99579,3.16,0.5,9.4,5,4254,418,100
6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,6,4255,283,324
6,0.27,0.26,1.3,0.038,32,138,0.99125,3.46,0.43,11.1,6,4256,192,411
7.8,0.32,0.33,10.4,0.031,47,194,0.99692,3.07,0.58,9.6,6,4257,115,110
6.7,0.34,0.26,1.9,0.038,58,138,0.9893,3,0.47,12.2,7,4258,496,336
6.9,0.39,0.22,4.3,0.03,10,102,0.993,3,0.87,11.6,4,4259,371,429
6.1,0.22,0.28,16.55,0.059,54,135,0.99665,3.2,0.38,10.5,5,4260,491,401
6.1,0.38,0.2,6.6,0.033,25,137,0.9938,3.3,0.69,10.4,6,4261,61,54
6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6,4262,276,125
7.1,0.26,0.19,8.2,0.051,53,187,0.996,3.16,0.52,9.7,5,4263,329,136
7.2,0.26,0.3,2.1,0.033,50,158,0.9909,3.33,0.43,12.1,7,4264,22,275
6.7,0.61,0.21,1.65,0.117,40,240,0.9938,3.11,0.57,9.3,5,4265,109,246
8.5,0.23,0.34,1.3,0.035,54,110,0.99176,3.07,0.55,11,7,4266,367,56
6,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1,5,4267,58,192
7.4,0.19,0.3,1.4,0.057,33,135,0.993,3.12,0.5,9.6,6,4268,222,313
6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,4269,323,212
6.3,0.16,0.22,1.3,0.046,18,66,0.99307,3.61,0.55,10.3,6,4270,191,478
5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,7,4271,492,152
7.5,0.38,0.56,9.7,0.055,15,170,0.99605,3.13,0.65,9.9,6,4272,167,450
7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,6,4273,291,139
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,4274,35,350
5.9,0.27,0.27,5,0.035,14,97,0.99058,3.1,0.33,11.8,7,4275,409,343
5.8,0.26,0.24,9.2,0.044,55,152,0.9961,3.31,0.38,9.4,5,4276,208,378
7,0.23,0.36,13,0.051,72,177,0.9972,3.16,0.49,9.8,5,4277,487,9
7.5,0.17,0.71,11.8,0.038,52,148,0.99801,3.03,0.46,8.9,5,4278,16,196
7.2,0.3,0.26,1.5,0.041,46,178,0.99154,3.19,0.56,11.3,6,4279,291,160
6.4,0.32,0.25,5,0.055,28,138,0.99171,3.27,0.5,12.4,8,4280,231,200
6.6,0.27,0.31,5.3,0.137,35,163,0.9951,3.2,0.38,9.3,5,4281,329,194
6.9,0.32,0.16,1.4,0.051,15,96,0.994,3.22,0.38,9.5,4,4282,293,96
8.9,0.27,0.34,10.7,0.029,19.5,166,0.99669,3.13,0.48,10.6,5,4283,107,215
8.1,0.24,0.33,10.2,0.048,46,141,0.9972,3.16,0.48,10.3,6,4284,7,345
6.6,0.36,0.28,6.1,0.029,12,93,0.99054,3.19,0.27,12.8,7,4285,51,86
5.6,0.41,0.24,1.9,0.034,10,53,0.98815,3.32,0.5,13.5,7,4286,313,486
6.9,0.32,0.13,7.8,0.042,11,117,0.996,3.23,0.37,9.2,5,4287,238,487
7.6,0.48,0.37,1.2,0.034,5,57,0.99256,3.05,0.54,10.4,3,4288,145,138
5.9,0.13,0.28,1.9,0.05,20,78,0.9918,3.43,0.64,10.8,6,4289,416,244
6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7,4290,395,50
7.4,0.18,0.27,1.3,0.048,26,105,0.994,3.52,0.66,10.6,6,4291,160,101
8,0.27,0.25,19.1,0.045,50,208,1.00051,3.05,0.5,9.2,6,4292,19,138
7.2,0.25,0.32,1.5,0.047,27,132,0.9933,3.26,0.44,10.5,5,4293,441,189
6.7,0.16,0.28,2.5,0.046,40,153,0.9921,3.38,0.51,11.4,7,4294,272,199
6.9,0.44,0.42,8.5,0.048,10,147,0.9974,3.32,0.46,9.5,6,4295,471,87
6,0.27,0.4,1.7,0.021,18,82,0.9891,3.24,0.95,13.13333333,6,4296,45,450
7.4,0.18,0.31,1.4,0.058,38,167,0.9931,3.16,0.53,10,7,4297,435,38
6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,7,4298,250,208
6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,6,4299,308,186
7.2,0.27,0.28,15.2,0.046,6,41,0.99665,3.17,0.39,10.9,6,4300,432,292
6,0.29,0.2,12.6,0.045,45,187,0.9972,3.33,0.42,9.5,5,4301,37,174
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,4302,144,163
6.9,0.24,0.33,1.7,0.035,47,136,0.99,3.26,0.4,12.6,7,4303,19,195
6.9,0.21,0.62,6.3,0.042,7,109,0.99358,2.96,0.59,10.2,6,4304,194,262
9.4,0.42,0.32,6.5,0.027,20,167,0.99479,3.08,0.43,10.6,5,4305,441,470
6.7,0.36,0.26,7.9,0.034,39,123,0.99119,2.99,0.3,12.2,7,4306,405,129
6.8,0.28,0.36,8,0.045,28,123,0.9928,3.02,0.37,11.4,6,4307,134,491
9.2,0.19,0.42,2,0.047,16,104,0.99517,3.09,0.66,10,4,4308,408,284
7.1,0.47,0.24,6,0.044,11,77,0.9956,3.21,0.56,9.7,5,4309,5,187
5.8,0.26,0.29,1,0.042,35,101,0.99044,3.36,0.48,11.4,7,4310,144,41
8.5,0.18,0.3,1.1,0.028,34,95,0.99272,2.83,0.36,10,4,4311,373,217
7.7,0.26,0.31,1.3,0.043,47,155,0.9937,3.42,0.5,10.1,6,4312,200,363
7,0.15,0.38,2.2,0.047,33,96,0.9928,3.13,0.39,10.4,8,4313,352,213
9.4,0.28,0.3,1.6,0.045,36,139,0.99534,3.11,0.49,9.3,5,4314,80,142
7.5,0.34,0.24,3.85,0.031,5,34,0.99098,3.01,0.36,11.8,4,4315,323,43
8.2,0.36,0.29,7.6,0.035,37,122,0.9939,3.16,0.34,12,5,4316,283,139
6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5,4317,125,211
7.2,0.37,0.15,2,0.029,27,87,0.9903,3.3,0.59,12.6,7,4318,243,1
6.4,0.18,0.35,1,0.045,39,108,0.9911,3.31,0.35,10.9,6,4319,407,346
7.2,0.4,0.49,1.1,0.048,11,138,0.9929,3.01,0.42,9.3,5,4320,139,290
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,4321,139,284
7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7,5,4322,244,227
6,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1,5,4323,378,467
6.2,0.35,0.29,7.3,0.044,56,244,0.9956,3.36,0.55,10,6,4324,64,200
5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5,4325,133,433
6.2,0.26,0.19,3.4,0.049,47,172,0.9924,3.14,0.43,10.4,6,4326,303,40
6.1,0.22,0.31,1.4,0.039,40,129,0.99193,3.45,0.59,10.9,5,4327,93,282
6.3,0.41,0.33,4.7,0.023,28,110,0.991,3.3,0.38,12.5,7,4328,16,481
5.2,0.36,0.02,1.6,0.031,24,104,0.9896,3.44,0.35,12.2,6,4329,405,377
6.4,0.28,0.45,8.6,0.057,47,223,0.99654,3.16,0.51,9.1,5,4330,363,309
8.5,0.23,0.28,11.1,0.033,30,97,0.99507,3.03,0.39,10.5,7,4331,128,452
7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4,5,4332,195,141
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,4333,78,53
5.7,0.1,0.27,1.3,0.047,21,100,0.9928,3.27,0.46,9.5,5,4334,22,197
7.2,0.24,0.27,1.4,0.038,31,122,0.9927,3.15,0.46,10.3,6,4335,97,269
6.4,0.16,0.25,1.4,0.057,21,125,0.99091,3.23,0.44,11.1,7,4336,228,316
7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10,7,4337,62,472
6.5,0.23,0.45,2.1,0.027,43,104,0.99054,3.02,0.52,11.3,6,4338,244,262
8.3,0.14,0.26,1.5,0.049,56,189,0.9946,3.21,0.62,9.5,6,4339,458,418
8,0.2,0.3,8.1,0.037,42,130,0.99379,3.1,0.67,11.8,6,4340,58,282
6.9,0.25,0.29,2.4,0.038,28,76,0.99088,3.01,0.36,11.7,7,4341,133,418
6.5,0.2,0.33,1.5,0.039,36,110,0.99008,3.22,0.65,12,6,4342,291,499
7.3,0.205,0.31,1.7,0.06,34,110,0.9963,3.72,0.69,10.5,6,4343,359,183
6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,6,4344,261,307
6.6,0.4,0.46,6.2,0.056,42,241,0.9968,3.5,0.6,9.9,5,4345,52,2
7.5,0.29,0.26,14.95,0.067,47,178,0.99838,3.04,0.49,9.2,4,4346,227,277
6.2,0.3,0.49,11.2,0.058,68,215,0.99656,3.19,0.6,9.4,6,4347,498,339
7,0.2,0.31,8,0.05,29,213,0.99596,3.28,0.57,10.4,6,4348,11,211
7.8,0.2,0.2,1.4,0.036,25,83,0.99088,3.03,0.46,11.7,6,4349,45,226
7.8,0.18,0.46,12.6,0.042,41,143,1,3.24,0.76,8.5,8,4350,498,191
5.5,0.16,0.31,1.2,0.026,31,68,0.9898,3.33,0.44,11.63333333,6,4351,65,42
8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,6,4352,452,11
7.1,0.32,0.24,13.1,0.05,52,204,0.998,3.1,0.49,8.8,5,4353,407,146
7.5,0.26,0.52,13.2,0.047,64,179,0.9982,3.1,0.46,9,5,4354,330,395
7.5,0.26,0.38,5.7,0.021,23,125,0.99338,3.13,0.62,11.1,6,4355,60,277
5.8,0.3,0.09,6.3,0.042,36,138,0.99382,3.15,0.48,9.7,5,4356,83,401
7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,5,4357,26,255
6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,6,4358,147,44
8.2,0.4,0.48,13.7,0.042,59,169,0.9986,3.1,0.52,9.4,5,4359,11,249
5.7,0.245,0.33,1.1,0.049,28,150,0.9927,3.13,0.42,9.3,5,4360,72,156
6.8,0.19,0.23,5.1,0.034,71,204,0.9942,3.23,0.69,10.1,5,4361,118,378
7.3,0.26,0.53,12.7,0.047,60.5,156,0.9984,3.06,0.45,9.1,6,4362,200,495
6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,6,4363,324,199
6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,6,4364,370,211
6.1,0.21,0.3,6.3,0.039,47,136,0.99068,3.27,0.31,12.7,6,4365,201,268
10.2,0.44,0.88,6.2,0.049,20,124,0.9968,2.99,0.51,9.9,4,4366,36,221
6.5,0.3,0.28,11.45,0.041,29,109,0.99418,2.98,0.3,10.9,6,4367,363,55
5.8,0.38,0.26,1.1,0.058,20,140,0.99271,3.27,0.43,9.7,6,4368,211,356
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6,4369,303,55
7,0.35,0.17,1.1,0.049,7,119,0.99297,3.13,0.36,9.7,6,4370,440,79
5.7,0.24,0.3,1.3,0.03,25,98,0.98968,3.37,0.43,12.4,7,4371,392,51
8.2,0.18,0.38,1.1,0.04,41,92,0.99062,2.88,0.6,12,6,4372,155,270
7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,5,4373,333,181
6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,5,4374,107,5
9.2,0.34,0.27,1.2,0.026,17,73,0.9921,3.08,0.39,10.8,5,4375,35,32
6.5,0.28,0.34,3.6,0.04,29,121,0.99111,3.28,0.48,12.1,7,4376,242,157
8.1,0.34,0.28,7.5,0.04,70,230,0.99558,3.14,0.55,9.8,6,4377,69,306
6.5,0.22,0.29,7.4,0.028,16,87,0.99311,3.15,0.56,10.9,7,4378,80,0
6.7,0.46,0.27,5.2,0.039,35,96,0.99129,3.16,0.44,12.4,7,4379,448,181
5.6,0.3,0.1,6.4,0.043,34,142,0.99382,3.14,0.48,9.8,5,4380,32,14
7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4,7,4381,240,405
6.8,0.23,0.33,1.9,0.047,20,101,0.9914,3.1,0.46,11.1,6,4382,30,35
7.1,0.21,0.37,2.4,0.026,23,100,0.9903,3.15,0.38,11.4,7,4383,121,304
6.8,0.26,0.34,13.9,0.034,39,134,0.9949,3.33,0.53,12,6,4384,90,1
8.2,0.34,0.29,5.2,0.076,19,92,0.99138,2.95,0.39,12.5,6,4385,42,174
5.9,0.415,0.02,0.8,0.038,22,63,0.9932,3.36,0.36,9.3,5,4386,478,112
7,0.15,0.38,15.3,0.045,54,120,0.9975,3.18,0.42,9.8,6,4387,309,84
7.6,0.27,0.32,1.2,0.043,23,72,0.99236,3.06,0.68,10.5,5,4388,318,316
6.3,0.2,0.19,12.3,0.048,54,145,0.99668,3.16,0.42,9.3,6,4389,237,365
6.4,0.31,0.5,5.8,0.038,42,111,0.99189,3.18,0.53,11.9,7,4390,316,197
6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6,5,4391,235,347
7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,6,4392,138,69
6.5,0.22,0.34,12,0.053,55,177,0.9983,3.52,0.44,9.9,6,4393,347,60
7.3,0.18,0.29,1,0.036,26,101,0.99,3.09,0.37,11.7,6,4394,480,12
5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,4395,15,164
6.6,0.19,0.41,8.9,0.046,51,169,0.9954,3.14,0.57,9.8,6,4396,371,230
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,4397,209,477
6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5,7,4398,117,358
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,4399,84,140
6.6,0.25,0.33,8.5,0.042,29,141,0.99546,3.28,0.6,10.4,5,4400,484,378
6.8,0.32,0.34,1.2,0.044,14,67,0.9919,3.05,0.47,10.6,4,4401,145,117
6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,6,4402,186,3
6,0.21,0.29,13.1,0.042,28,125,0.99936,3.39,0.45,8.6,5,4403,354,336
6.1,0.2,0.25,1.2,0.038,34,128,0.9921,3.24,0.44,10.1,5,4404,177,98
6.8,0.3,0.22,6.2,0.06,41,190,0.99858,3.18,0.51,9.2,5,4405,130,1
5.2,0.185,0.22,1,0.03,47,123,0.99218,3.55,0.44,10.15,6,4406,8,303
7.2,0.3,0.3,8.1,0.05,40,188,0.99652,3.15,0.49,9.1,6,4407,107,132
7,0.22,0.39,2.1,0.055,39,198,0.9951,3.52,0.54,10.2,6,4408,261,440
6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.15,7,4409,401,207
6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9,5,4410,333,100
5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,4411,367,439
9,0.24,0.5,1.2,0.048,26,107,0.9918,3.21,0.34,12.4,6,4412,193,289
7.6,0.26,0.47,1.6,0.068,5,55,0.9944,3.1,0.45,9.6,5,4413,487,386
6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,5,4414,165,240
6.8,0.21,0.26,11.7,0.038,61,152,0.99523,3.02,0.56,10.5,7,4415,148,103
7.4,0.27,0.52,15.7,0.054,36,139,0.99788,3.04,0.62,10.03333333,6,4416,217,489
7.4,0.3,0.22,5.25,0.053,33,180,0.9926,3.13,0.45,11.6,6,4417,136,124
8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1,5,4418,318,286
6.8,0.26,0.24,1.9,0.043,70,154,0.99273,3.18,0.52,10.5,5,4419,11,323
6.7,0.3,0.44,18.75,0.057,65,224,0.99956,3.11,0.53,9.1,5,4420,492,44
7.1,0.28,0.31,1.5,0.053,20,98,0.99069,3.15,0.5,11.4,5,4421,496,255
5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,6,4422,172,428
7.2,0.26,0.26,12.7,0.036,49,214,0.9986,3.41,0.5,10,6,4423,368,295
6.4,0.29,0.3,6.5,0.209,62,156,0.99478,3.1,0.4,9.4,5,4424,101,203
6.9,0.49,0.24,1.2,0.049,13,125,0.9932,3.17,0.51,9.4,5,4425,197,170
6.7,0.24,0.36,8.4,0.042,42,123,0.99473,3.34,0.52,10.9,6,4426,496,397
7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5,6,4427,67,116
7.9,0.14,0.74,1.2,0.028,30,165,0.991,3.08,0.82,12.3,6,4428,113,295
7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5,7,4429,296,26
6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,5,4430,217,182
6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,5,4431,18,422
6.1,0.22,0.46,1.8,0.16,34,74,0.9884,3.19,0.33,13.4,6,4432,254,100
7.6,0.27,0.33,2,0.059,19,175,0.9944,3.22,0.56,9.9,5,4433,190,396
7.1,0.4,0.52,1.3,0.148,45,149,0.99468,3.08,0.56,8.7,5,4434,197,274
6.9,0.19,0.33,1.6,0.043,63,149,0.9925,3.44,0.52,10.8,5,4435,144,376
7.3,0.32,0.25,7.2,0.056,47,180,0.9961,3.08,0.47,8.8,5,4436,348,216
6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,6,4437,157,227
7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,5,4438,120,129
6.6,0.18,0.35,1.5,0.049,49,141,0.9934,3.43,0.85,10.2,7,4439,212,324
6.6,0.4,0.3,5.3,0.038,20,125,0.99204,3.36,0.73,12.6,6,4440,32,81
7.3,0.21,0.3,10.9,0.037,18,112,0.997,3.4,0.5,9.6,6,4441,104,221
7,0.24,0.26,1.7,0.041,31,110,0.99142,3.2,0.53,11,6,4442,236,274
