instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature1,feature2,feature3
16571,4,1,11,4,0.26,0.2576,0.7,0.194,0,4,89,530,242
16572,4,1,11,5,0.26,0.2727,0.7,0.1343,0,39,49,962,124
16573,4,1,11,6,0.26,0.2576,0.65,0.2239,4,136,29,574,79
16574,4,1,11,7,0.26,0.2576,0.56,0.194,6,409,76,634,241
16575,4,1,11,8,0.24,0.2121,0.6,0.2836,9,692,81,626,116
16576,4,1,11,9,0.28,0.2727,0.52,0.194,13,322,42,715,162
16577,4,1,11,10,0.3,0.3182,0.49,0.1045,17,161,35,574,141
16578,4,1,11,11,0.32,0.3182,0.45,0.1642,19,146,52,601,147
16579,4,1,11,12,0.34,0.303,0.42,0.3881,19,208,64,628,156
16580,4,1,11,13,0.34,0.3333,0.42,0.194,21,214,2,591,241
16581,4,1,11,14,0.36,0.3333,0.4,0.2985,15,176,80,704,10
16582,4,1,11,15,0.36,0.3333,0.32,0.3284,7,179,39,741,42
16583,4,1,11,16,0.36,0.3333,0.29,0.2537,9,325,52,915,49
16584,4,1,11,17,0.34,0.3333,0.31,0.1343,17,563,50,815,135
16585,4,1,11,18,0.32,0.303,0.33,0.2836,12,542,29,584,126
16586,4,1,11,19,0.32,0.3182,0.36,0.1642,9,387,82,781,39
16587,4,1,11,20,0.32,0.3333,0.36,0.1343,5,263,81,896,200
16588,4,1,11,21,0.3,0.303,0.39,0.1642,4,223,93,735,137
16589,4,1,11,22,0.28,0.2727,0.45,0.1642,6,154,8,777,64
16590,4,1,11,23,0.26,0.2727,0.48,0.1343,5,78,2,719,152
16591,4,1,11,0,0.24,0.2576,0.56,0.0896,4,29,99,701,119
16592,4,1,11,1,0.22,0.2576,0.64,0.0896,1,16,36,938,201
16593,4,1,11,2,0.22,0.2727,0.64,0,1,7,88,716,220
16594,4,1,11,4,0.2,0.2273,0.75,0.0896,0,7,92,919,241
16595,4,1,11,5,0.2,0.2576,0.69,0,0,42,84,900,135
16596,4,1,11,6,0.22,0.2727,0.69,0,1,121,97,901,217
16597,4,1,11,7,0.2,0.2576,0.64,0,8,362,43,913,59
16598,4,1,11,8,0.2,0.2273,0.69,0.1045,15,679,13,715,196
16599,4,1,11,9,0.24,0.2879,0.6,0,13,299,35,537,48
16600,4,1,11,10,0.28,0.303,0.65,0.0896,25,178,7,900,22
16601,4,1,11,11,0.36,0.3485,0.37,0.2239,13,163,21,518,233
16602,4,1,11,12,0.36,0.3485,0.4,0.1642,11,236,56,817,16
16603,4,1,11,13,0.38,0.3939,0.32,0.1343,15,224,70,695,15
16604,4,1,11,14,0.36,0.3485,0.43,0.2239,13,187,5,729,40
16605,4,1,11,15,0.36,0.3333,0.43,0.2836,19,220,62,737,240
16606,4,1,11,16,0.36,0.3485,0.4,0.2239,24,370,88,522,214
16607,4,1,11,17,0.34,0.3333,0.39,0.194,17,561,97,998,163
16608,4,1,11,18,0.32,0.3182,0.49,0.1642,17,537,0,736,147
16609,4,1,11,19,0.3,0.2879,0.52,0.194,18,344,11,638,201
16610,4,1,11,20,0.3,0.303,0.52,0.1642,11,252,73,963,177
16611,4,1,11,21,0.26,0.2727,0.65,0.1343,7,208,90,535,122
16612,4,1,11,22,0.26,0.2879,0.7,0.0896,4,151,28,874,87
16613,4,1,11,23,0.28,0.3182,0.61,0,6,130,62,566,237
16614,4,1,11,0,0.26,0.2576,0.7,0.1642,4,52,41,577,29
16615,4,1,11,1,0.24,0.2576,0.7,0.0896,2,19,43,756,1
16616,4,1,11,2,0.24,0.2879,0.75,0,2,12,3,894,15
16617,4,1,11,3,0.24,0.2879,0.75,0,0,4,75,925,49
16618,4,1,11,4,0.22,0.2727,0.75,0,0,3,56,826,166
16619,4,1,11,5,0.2,0.2576,0.8,0,1,40,55,703,45
16620,4,1,11,6,0.2,0.2576,0.86,0,2,106,63,849,51
16621,4,1,11,7,0.22,0.2727,0.8,0,6,352,75,826,114
16622,4,1,11,8,0.22,0.2576,0.8,0.0896,20,729,33,657,233
16623,4,1,11,9,0.24,0.2576,0.75,0.0896,17,330,58,826,174
16624,4,1,11,10,0.3,0.3333,0.65,0,10,169,68,994,178
16625,4,1,11,11,0.34,0.3485,0.53,0.0896,31,201,55,734,4
16626,4,1,11,12,0.38,0.3939,0.46,0,25,268,72,514,149
16627,4,1,11,13,0.4,0.4091,0.4,0.1642,21,262,57,717,135
16628,4,1,11,14,0.4,0.4091,0.4,0.1045,26,251,20,788,104
16629,4,1,11,15,0.42,0.4242,0.38,0.1045,34,296,8,717,141
16630,4,1,11,16,0.4,0.4091,0.43,0.1343,37,405,21,664,146
16631,4,1,11,17,0.36,0.3485,0.5,0.194,31,582,19,806,150
16632,4,1,11,18,0.34,0.3636,0.61,0,20,509,8,963,133
16633,4,1,11,19,0.32,0.3485,0.66,0,18,377,47,896,25
16634,4,1,11,20,0.32,0.3485,0.66,0,12,245,56,845,59
16635,4,1,11,21,0.3,0.3182,0.75,0.0896,14,183,16,812,129
16636,4,1,11,22,0.3,0.3333,0.75,0,18,163,83,524,31
16637,4,1,11,23,0.3,0.3182,0.75,0.0896,11,110,52,541,212
16638,4,1,12,0,0.26,0.303,0.81,0,9,108,46,736,197
16639,4,1,12,1,0.26,0.303,0.81,0,5,69,76,808,5
16640,4,1,12,2,0.26,0.303,0.81,0,3,50,44,816,12
16641,4,1,12,3,0.26,0.2727,0.81,0.1343,1,15,70,709,183
16642,4,1,12,4,0.26,0.2879,0.81,0.0896,0,5,69,803,57
16643,4,1,12,5,0.24,0.2576,0.87,0.0896,1,13,26,881,62
16644,4,1,12,6,0.24,0.2424,0.87,0.1343,7,27,10,546,201
16645,4,1,12,7,0.24,0.2424,0.87,0.1343,7,63,24,929,102
16646,4,1,12,8,0.24,0.2424,0.87,0.1343,11,144,13,732,15
16647,4,1,12,9,0.26,0.2424,0.93,0.2537,34,193,0,999,227
16648,4,1,12,10,0.28,0.2727,0.89,0.1642,45,256,96,520,226
16649,4,1,12,11,0.32,0.3333,0.76,0.1045,74,392,98,612,98
16650,4,1,12,12,0.32,0.3333,0.81,0.0896,119,446,79,927,149
16651,4,1,12,13,0.34,0.3636,0.76,0,123,509,56,711,3
16652,4,1,12,14,0.36,0.3788,0.71,0,110,479,85,621,61
16653,4,1,12,15,0.4,0.4091,0.62,0,113,484,58,637,180
16654,4,1,12,16,0.38,0.3939,0.66,0,89,443,95,537,67
16655,4,1,12,17,0.34,0.3485,0.76,0.1045,50,320,81,766,160
16656,4,1,12,18,0.34,0.3636,0.76,0,42,297,57,867,38
16657,4,1,12,19,0.32,0.3485,0.81,0,30,249,55,798,78
16658,4,1,12,20,0.32,0.3485,0.81,0,28,198,60,885,154
16659,4,1,12,21,0.3,0.3333,0.87,0,23,158,9,991,177
16660,4,1,12,22,0.3,0.3333,0.87,0,17,147,32,551,10
16661,4,1,12,23,0.32,0.3485,0.81,0,10,126,82,557,100
16662,4,1,12,0,0.3,0.3182,0.87,0.0896,9,117,43,845,226
16663,4,1,12,1,0.3,0.3182,0.87,0.0896,10,94,52,501,15
16664,4,1,12,2,0.3,0.3333,0.87,0,2,74,71,887,197
16665,4,1,12,3,0.26,0.303,0.93,0,4,25,12,723,118
16666,4,1,12,4,0.26,0.303,0.93,0,1,7,20,565,97
16667,4,1,12,5,0.26,0.303,0.93,0,1,8,99,715,99
16668,4,1,12,6,0.24,0.2424,0.93,0.1343,1,16,58,977,98
16669,4,1,12,7,0.24,0.2424,0.93,0.1343,5,31,0,926,41
16670,4,1,12,8,0.26,0.2879,0.93,0.0896,12,93,74,753,161
16671,4,1,12,9,0.28,0.2727,0.93,0.1642,37,172,67,900,152
16672,4,1,12,10,0.3,0.3333,0.87,0,63,293,44,977,116
16673,4,1,12,11,0.32,0.3182,0.81,0.1642,81,355,5,705,178
16674,4,1,12,12,0.34,0.3333,0.81,0.1642,111,520,7,655,13
16675,4,1,12,13,0.4,0.4091,0.71,0.2239,84,431,77,587,133
16676,4,1,12,14,0.44,0.4394,0.62,0.2537,142,473,75,931,77
16677,4,1,12,15,0.44,0.4394,0.67,0.1343,106,417,34,573,39
16678,4,1,12,16,0.44,0.4394,0.67,0.1045,85,443,92,934,135
16679,4,1,12,17,0.4,0.4091,0.76,0.194,59,303,4,590,140
16680,4,1,12,18,0.44,0.4394,0.72,0.1045,25,203,78,781,126
16681,4,1,12,19,0.4,0.4091,0.82,0.194,16,174,5,913,71
16682,4,1,12,20,0.42,0.4242,0.82,0.194,12,154,43,771,232
16683,4,1,12,21,0.44,0.4394,0.77,0.2239,8,99,7,565,50
16684,4,1,12,22,0.44,0.4394,0.77,0.194,11,96,90,705,117
16685,4,1,12,23,0.42,0.4242,0.82,0.1343,7,51,66,648,207
16686,4,1,12,0,0.42,0.4242,0.82,0.1642,3,21,51,614,210
16687,4,1,12,1,0.4,0.4091,0.82,0.1343,2,13,9,612,77
16688,4,1,12,2,0.42,0.4242,0.77,0.1642,1,10,52,508,87
16689,4,1,12,3,0.38,0.3939,0.87,0,2,8,89,637,21
16690,4,1,12,4,0.36,0.3788,0.93,0,1,5,28,852,93
16691,4,1,12,5,0.34,0.3485,0.93,0.0896,0,38,75,958,44
16692,4,1,12,6,0.36,0.3788,0.93,0,2,138,15,691,98
16693,4,1,12,7,0.34,0.3636,0.93,0,9,396,23,516,149
16694,4,1,12,8,0.36,0.3788,0.93,0,19,731,30,770,98
16695,4,1,12,9,0.4,0.4091,0.87,0.0896,19,308,77,554,65
16696,4,1,12,10,0.44,0.4394,0.77,0.1343,31,136,9,986,148
16697,4,1,12,11,0.48,0.4697,0.77,0.1343,51,233,6,700,161
16698,4,1,12,12,0.52,0.5,0.68,0.1642,40,268,30,663,9
16699,4,1,12,13,0.58,0.5455,0.56,0.0896,81,321,36,936,160
16700,4,1,12,14,0.6,0.6212,0.53,0,51,260,37,813,119
16701,4,1,12,15,0.6,0.6212,0.56,0,58,268,93,636,109
16702,4,1,12,16,0.6,0.6212,0.53,0.1343,45,442,76,653,30
16703,4,1,12,17,0.52,0.5,0.63,0.1045,43,708,40,645,57
16704,4,1,12,18,0.5,0.4848,0.68,0.0896,26,692,4,915,50
16705,4,1,12,19,0.5,0.4848,0.68,0.0896,27,471,9,636,153
16706,4,1,12,20,0.46,0.4545,0.77,0,16,300,80,761,176
16707,4,1,12,21,0.44,0.4394,0.82,0.194,14,221,34,855,39
16708,4,1,12,22,0.42,0.4242,0.82,0.1045,5,144,65,833,223
16709,4,1,12,23,0.42,0.4242,0.82,0.1045,9,102,5,627,117
16710,4,1,12,0,0.42,0.4242,0.88,0.1045,6,55,20,583,181
16711,4,1,12,1,0.42,0.4242,0.82,0.1045,3,25,23,668,66
16712,4,1,12,2,0.42,0.4242,0.88,0.0896,3,8,93,667,230
16713,4,1,12,3,0.4,0.4091,0.87,0.1343,1,4,99,508,148
16714,4,1,12,4,0.4,0.4091,0.87,0.1343,0,7,83,769,190
16715,4,1,12,5,0.44,0.4394,0.88,0,1,46,35,842,184
16716,4,1,12,6,0.36,0.3788,0.93,0,3,153,52,667,17
16717,4,1,12,7,0.42,0.4242,0.88,0.1343,7,502,81,575,177
16718,4,1,12,8,0.44,0.4394,0.88,0.1642,21,721,80,677,162
16719,4,1,12,9,0.46,0.4545,0.82,0.1045,19,336,91,633,73
16720,4,1,12,10,0.46,0.4545,0.82,0.194,26,156,2,784,8
16721,4,1,12,11,0.48,0.4697,0.77,0.194,24,207,58,664,228
16722,4,1,12,12,0.52,0.5,0.68,0.194,39,312,33,805,62
16723,4,1,12,13,0.54,0.5152,0.64,0.1642,39,272,77,748,26
16724,4,1,12,14,0.58,0.5455,0.56,0.2239,39,270,45,516,17
16725,4,1,12,15,0.6,0.6212,0.49,0.2537,56,300,24,833,232
16726,4,1,12,16,0.58,0.5455,0.49,0.2836,44,435,36,763,45
16727,4,1,12,17,0.52,0.5,0.59,0.2239,43,743,37,524,226
16728,4,1,12,18,0.5,0.4848,0.63,0.2239,38,731,90,722,201
16729,4,1,12,19,0.48,0.4697,0.67,0.2239,46,460,58,757,10
16730,4,1,12,20,0.5,0.4848,0.63,0.2239,34,306,14,773,191
16731,4,1,12,21,0.5,0.4848,0.63,0.2537,28,280,33,656,162
16732,4,1,12,22,0.5,0.4848,0.63,0.2985,26,181,94,990,151
16733,4,1,12,23,0.48,0.4697,0.67,0.2537,5,96,4,574,10
16734,4,1,12,0,0.5,0.4848,0.59,0.2836,6,37,83,559,133
16735,4,1,12,1,0.52,0.5,0.55,0.3284,0,11,36,513,133
16736,4,1,12,2,0.46,0.4545,0.67,0.1642,2,9,23,795,79
16737,4,1,12,3,0.48,0.4697,0.67,0.1343,0,7,96,845,132
16738,4,1,12,4,0.5,0.4848,0.63,0.4478,1,10,96,719,191
16739,4,1,12,5,0.5,0.4848,0.59,0.2836,1,49,26,897,35
16740,4,1,12,6,0.48,0.4697,0.55,0.3881,5,124,8,585,158
16741,4,1,12,7,0.46,0.4545,0.59,0.2985,9,398,68,739,96
16742,4,1,12,8,0.44,0.4394,0.58,0.2836,22,759,25,938,65
16743,4,1,12,9,0.44,0.4394,0.51,0.2239,26,388,16,712,125
16744,4,1,12,10,0.44,0.4394,0.47,0.3582,14,141,74,749,231
16745,4,1,12,11,0.44,0.4394,0.44,0.2836,11,172,11,622,122
16746,4,1,12,12,0.44,0.4394,0.41,0.2836,24,232,18,684,15
16747,4,1,12,13,0.46,0.4545,0.41,0.2836,14,214,63,704,132
16748,4,1,12,14,0.48,0.4697,0.33,0.4925,39,218,72,983,64
16749,4,1,12,15,0.48,0.4697,0.33,0.2836,20,285,68,724,208
16750,4,1,12,16,0.46,0.4545,0.33,0.2836,23,377,26,984,88
16751,4,1,12,17,0.44,0.4394,0.35,0.2836,29,605,91,848,139
16752,4,1,12,18,0.42,0.4242,0.35,0.4478,29,609,26,751,51
16753,4,1,12,19,0.38,0.3939,0.43,0.3582,14,414,66,914,13
16754,4,1,12,20,0.34,0.303,0.46,0.3881,19,293,9,793,250
16755,4,1,12,21,0.34,0.303,0.46,0.4179,14,198,41,877,224
16756,4,1,12,22,0.32,0.2879,0.45,0.3881,4,105,56,712,151
16757,4,1,12,23,0.3,0.2727,0.49,0.3881,5,74,89,533,43
16758,4,1,12,0,0.26,0.2424,0.48,0.2836,1,44,9,552,201
16759,4,1,12,1,0.26,0.2424,0.48,0.2836,0,16,93,708,190
16760,4,1,12,2,0.24,0.2121,0.52,0.2836,0,9,79,894,105
16761,4,1,12,3,0.22,0.2273,0.55,0.194,0,2,18,748,204
16762,4,1,12,4,0.22,0.2121,0.55,0.2985,1,9,37,957,95
16763,4,1,12,5,0.22,0.2121,0.55,0.2836,0,32,78,698,4
16764,4,1,12,6,0.22,0.2121,0.55,0.2985,2,124,72,745,83
16765,4,1,12,7,0.22,0.2121,0.51,0.2985,8,389,76,968,215
16766,4,1,12,8,0.22,0.2121,0.51,0.2985,13,659,52,608,156
16767,4,1,12,9,0.24,0.2273,0.48,0.194,19,276,34,519,121
16768,4,1,12,10,0.24,0.2273,0.52,0.194,23,145,43,655,52
16769,4,1,12,11,0.26,0.2576,0.48,0.1642,16,178,95,680,42
16770,4,1,12,12,0.28,0.3182,0.41,0,29,235,67,941,3
16771,4,1,12,13,0.3,0.3333,0.39,0,33,245,7,634,123
16772,4,1,12,14,0.3,0.3182,0.42,0.0896,37,212,67,766,115
16773,4,1,12,15,0.32,0.3485,0.39,0,38,270,88,861,203
16774,4,1,12,16,0.32,0.3485,0.42,0,39,331,19,918,6
16775,4,1,12,17,0.3,0.3182,0.45,0.1045,31,617,44,846,173
16776,4,1,12,18,0.28,0.2727,0.45,0.1642,23,565,8,723,117
16777,4,1,12,19,0.26,0.2576,0.6,0.194,13,373,79,697,67
16778,4,1,12,20,0.24,0.2576,0.6,0.1045,5,227,68,917,205
16779,4,1,12,21,0.24,0.2424,0.6,0.1343,7,191,0,916,4
16780,4,1,12,22,0.24,0.2424,0.65,0.1642,2,133,91,570,207
16781,4,1,12,23,0.24,0.2424,0.65,0.1642,0,93,63,834,85
16782,4,1,12,0,0.24,0.2576,0.7,0.1045,3,48,76,525,163
16783,4,1,12,1,0.24,0.2273,0.7,0.194,2,28,0,927,7
16784,4,1,12,2,0.26,0.2727,0.7,0.1343,0,11,91,909,103
16785,4,1,12,3,0.26,0.2576,0.81,0.194,0,5,11,855,128
16786,4,1,12,4,0.26,0.2727,0.75,0.1045,0,10,1,595,80
16787,4,1,12,5,0.26,0.2727,0.81,0.1045,1,26,89,894,183
16788,4,1,12,6,0.28,0.2727,0.75,0.1642,0,84,15,910,239
16789,4,1,12,7,0.28,0.2727,0.81,0.1642,3,215,40,998,108
16790,4,1,12,8,0.3,0.2879,0.75,0.194,11,441,74,881,148
16791,4,1,12,9,0.3,0.303,0.81,0.1343,10,301,90,768,80
16792,4,1,12,10,0.32,0.3182,0.76,0.1642,16,166,32,993,194
16793,4,1,12,11,0.32,0.3182,0.76,0.194,20,203,27,603,106
16794,4,1,12,12,0.34,0.3333,0.71,0.194,36,240,34,993,64
16795,4,1,12,13,0.36,0.3485,0.66,0.1343,23,220,5,895,48
16796,4,1,12,14,0.36,0.3485,0.71,0.1642,40,215,39,663,19
16797,4,1,12,15,0.36,0.3485,0.71,0.1642,34,303,28,814,189
16798,4,1,12,16,0.36,0.3485,0.76,0.1343,39,375,18,910,115
16799,4,1,12,17,0.38,0.3939,0.66,0,29,568,34,735,219
16800,4,1,12,18,0.38,0.3939,0.71,0.1045,25,498,97,913,182
16801,4,1,12,19,0.38,0.3939,0.76,0,15,352,91,576,198
16802,4,1,12,20,0.38,0.3939,0.76,0.1045,12,241,12,673,225
16803,4,1,12,21,0.36,0.3636,0.93,0.1045,9,171,66,709,194
16804,4,1,12,22,0.36,0.3636,0.93,0.0896,15,165,65,548,32
16805,4,1,12,23,0.36,0.3636,0.93,0.0896,6,122,3,668,90
16806,4,1,12,0,0.36,0.3636,0.93,0.0896,5,103,9,793,214
16807,4,1,12,1,0.36,0.3485,0.93,0.1343,16,100,13,596,13
16808,4,1,12,2,0.36,0.3485,0.93,0.1343,3,70,12,943,246
16809,4,1,12,3,0.36,0.3636,0.93,0.1045,6,29,95,505,36
16810,4,1,12,4,0.36,0.3788,0.93,0,3,12,27,958,105
16811,4,1,12,5,0.36,0.3636,0.93,0.1045,2,6,28,557,140
16812,4,1,12,6,0.36,0.3636,0.93,0.1045,1,20,83,569,247
16813,4,1,12,7,0.36,0.3636,1,0.0896,3,39,5,625,173
16814,4,1,12,8,0.38,0.3939,0.94,0.0896,5,111,70,964,142
16815,4,1,12,9,0.38,0.3939,0.94,0,17,170,16,868,174
16816,4,1,12,10,0.4,0.4091,0.87,0.1343,43,287,84,892,215
16817,4,1,12,11,0.4,0.4091,0.87,0.1045,63,404,30,861,155
16818,4,1,12,12,0.4,0.4091,0.87,0.2239,122,486,40,807,50
16819,4,1,12,13,0.4,0.4091,0.87,0.1642,148,547,55,857,218
16820,4,1,12,14,0.4,0.4091,0.87,0.2836,164,542,36,831,166
16821,4,1,12,15,0.42,0.4242,0.82,0.1642,167,541,65,503,19
16822,4,1,12,16,0.42,0.4242,0.82,0.1642,139,507,92,841,75
16823,4,1,12,17,0.38,0.3939,0.87,0.1343,77,345,83,820,114
16824,4,1,12,18,0.4,0.4091,0.87,0.1045,40,304,24,842,63
16825,4,1,12,19,0.4,0.4091,0.87,0,34,246,45,756,54
16826,4,1,12,20,0.36,0.3788,1,0,20,182,10,989,136
16827,4,1,12,21,0.36,0.3788,1,0,34,209,22,677,194
16828,4,1,12,22,0.38,0.3939,0.94,0.1045,23,160,56,698,180
16829,4,1,12,23,0.4,0.4091,0.94,0,18,162,45,994,145
16830,4,1,12,0,0.4,0.4091,0.87,0.1343,15,118,84,595,130
16831,4,1,12,1,0.4,0.4091,0.87,0.1045,17,102,5,594,97
16832,4,1,12,2,0.4,0.4091,0.87,0.1045,8,78,10,648,42
16833,4,1,12,3,0.4,0.4091,0.87,0.1045,14,48,11,548,58
16834,4,1,12,4,0.4,0.4091,0.94,0.1045,1,12,39,937,29
16835,4,1,12,5,0.4,0.4091,0.87,0.1045,0,8,51,853,78
16836,4,1,12,6,0.4,0.4091,0.94,0.1045,0,6,3,648,239
16837,4,1,12,7,0.4,0.4091,0.87,0.2239,1,23,25,978,23
16838,4,1,12,8,0.4,0.4091,0.87,0.1642,1,69,86,940,86
16839,4,1,12,9,0.4,0.4091,0.87,0.2537,9,103,29,694,86
16840,4,1,12,10,0.4,0.4091,0.87,0.2836,39,219,40,983,135
16841,4,1,12,11,0.4,0.4091,0.87,0.2985,40,250,85,579,1
16842,4,1,12,12,0.4,0.4091,0.82,0.2985,60,315,92,786,176
16843,4,1,12,13,0.38,0.3939,0.87,0.2836,65,285,10,778,75
16844,4,1,12,14,0.38,0.3939,0.87,0.194,42,232,95,704,0
16845,4,1,12,15,0.36,0.3485,0.93,0.1642,25,225,40,934,226
16846,4,1,12,16,0.36,0.3485,0.93,0.1642,33,253,40,840,169
16847,4,1,12,17,0.36,0.3485,0.93,0.1343,20,229,60,720,40
16848,4,1,12,18,0.36,0.3636,0.93,0.0896,17,198,0,996,138
16849,4,1,12,19,0.38,0.3939,0.94,0.0896,12,122,84,788,199
16850,4,1,12,20,0.36,0.3636,1,0.0896,6,108,73,650,237
16851,4,1,12,21,0.36,0.3636,1,0.1045,10,96,43,781,220
16852,4,1,12,22,0.36,0.3636,0.93,0.1045,3,78,0,815,19
16853,4,1,12,23,0.36,0.3636,1,0.0896,3,51,54,658,204
16854,4,1,12,0,0.36,0.3636,1,0.0896,0,20,25,723,131
16855,4,1,12,1,0.36,0.3788,1,0,0,4,12,627,133
16856,4,1,12,2,0.38,0.3939,0.94,0.1045,2,5,61,813,6
16857,4,1,12,3,0.38,0.3939,0.94,0.1045,0,4,46,526,70
16858,4,1,12,4,0.38,0.3939,0.94,0.1045,3,12,25,973,214
16859,4,1,12,5,0.38,0.3939,0.94,0.1045,0,27,0,672,220
16860,4,1,12,6,0.38,0.3939,0.94,0.1642,2,123,58,520,1
16861,4,1,12,7,0.38,0.3939,0.94,0.2537,3,294,93,679,58
16862,4,1,12,8,0.42,0.4242,1,0.2537,9,584,40,645,36
16863,4,1,12,9,0.42,0.4242,1,0.2239,11,284,87,858,162
16864,4,1,12,10,0.44,0.4394,0.94,0.2239,12,133,17,608,50
16865,4,1,12,11,0.46,0.4545,0.94,0.2239,8,134,14,690,122
16866,4,1,12,12,0.44,0.4394,1,0.2239,23,173,44,756,201
16867,4,1,12,13,0.44,0.4394,1,0.2239,30,220,99,722,216
16868,4,1,12,14,0.5,0.4848,0.94,0.2239,31,210,98,787,213
16869,4,1,12,15,0.5,0.4848,0.87,0.1642,29,236,61,967,143
16870,4,1,12,16,0.5,0.4848,0.88,0.1045,37,345,66,954,122
16871,4,1,12,17,0.48,0.4697,0.82,0.2836,38,616,30,772,102
16872,4,1,12,18,0.46,0.4545,0.88,0.2836,20,564,8,748,39
16873,4,1,12,19,0.52,0.5,0.77,0.2836,18,427,64,844,92
16874,4,1,12,20,0.46,0.4545,0.88,0.2537,13,300,88,833,146
16875,4,1,12,21,0.46,0.4545,0.94,0.194,21,245,71,722,15
16876,4,1,12,22,0.5,0.4848,0.82,0.2239,11,126,27,996,227
16877,4,1,12,23,0.46,0.4545,0.88,0.2537,8,84,97,658,74
16878,4,1,12,0,0.46,0.4545,0.77,0.4627,2,31,1,551,17
16879,4,1,12,1,0.42,0.4242,0.71,0.4478,1,8,61,848,187
16880,4,1,12,2,0.4,0.4091,0.66,0.3284,0,1,79,617,224
16881,4,1,12,3,0.36,0.3333,0.76,0.2836,0,3,51,609,59
16882,4,1,12,4,0.34,0.3182,0.76,0.2836,0,8,5,676,105
16883,4,1,12,5,0.34,0.303,0.71,0.3284,1,41,96,767,85
16884,4,1,12,6,0.34,0.303,0.71,0.2985,0,118,18,622,101
16885,4,1,12,7,0.34,0.303,0.66,0.4179,8,380,62,531,12
16886,4,1,12,8,0.34,0.303,0.61,0.2985,16,724,82,789,128
16887,4,1,12,9,0.34,0.303,0.61,0.3881,12,334,47,717,218
16888,4,1,12,10,0.36,0.3333,0.57,0.3284,12,154,38,816,19
16889,4,1,12,11,0.36,0.3333,0.53,0.3582,28,173,28,816,146
16890,4,1,12,12,0.36,0.3182,0.53,0.4478,13,226,19,946,96
16891,4,1,12,13,0.38,0.3939,0.5,0.2239,28,254,7,966,153
16892,4,1,12,14,0.38,0.3939,0.5,0.2239,19,204,13,867,209
16893,4,1,12,15,0.38,0.3939,0.5,0.2239,20,270,87,676,83
16894,4,1,12,16,0.38,0.3939,0.5,0.2239,24,358,6,777,144
16895,4,1,12,17,0.32,0.303,0.53,0.2239,21,601,98,867,64
16896,4,1,12,18,0.32,0.303,0.53,0.2239,23,546,85,676,69
16897,4,1,12,19,0.32,0.303,0.53,0.2239,21,433,76,964,127
16898,4,1,12,20,0.32,0.303,0.53,0.2239,9,257,95,514,125
16899,4,1,12,21,0.32,0.3182,0.53,0.194,14,207,93,746,171
16900,4,1,12,22,0.3,0.2879,0.56,0.2239,6,106,89,1000,65
16901,4,1,12,23,0.3,0.2879,0.52,0.2239,4,64,8,711,84
16902,4,1,12,0,0.3,0.303,0.52,0.1642,1,34,43,806,233
16903,4,1,12,1,0.28,0.2727,0.61,0.2239,3,21,100,962,136
16904,4,1,12,2,0.28,0.2727,0.56,0.1642,5,9,53,614,195
16905,4,1,12,3,0.26,0.2727,0.6,0.1343,3,10,9,660,15
16906,4,1,12,4,0.26,0.303,0.6,0,0,4,68,809,151
16907,4,1,12,5,0.26,0.2576,0.6,0.194,0,37,80,896,71
16908,4,1,12,6,0.26,0.2424,0.6,0.2537,2,128,62,554,153
16909,4,1,12,7,0.26,0.2576,0.6,0.194,3,369,67,881,103
16910,4,1,12,8,0.26,0.2576,0.65,0.1642,18,688,19,629,40
16911,4,1,12,9,0.28,0.2879,0.61,0.1343,13,285,65,567,204
16912,4,1,12,10,0.3,0.303,0.56,0.1642,20,136,0,567,60
16913,4,1,12,11,0.32,0.303,0.49,0.2239,24,172,11,755,220
16914,4,1,12,12,0.34,0.3636,0.42,0,14,232,17,828,101
16915,4,1,12,13,0.34,0.3636,0.42,0,18,238,77,974,205
16916,4,1,12,14,0.34,0.3636,0.46,0,34,225,22,888,249
16917,4,1,12,15,0.34,0.3485,0.46,0.1045,21,228,5,671,153
16918,4,1,12,16,0.34,0.3333,0.46,0.1343,19,329,76,832,90
16919,4,1,12,17,0.32,0.303,0.53,0.2239,21,561,78,809,98
16920,4,1,12,18,0.32,0.303,0.49,0.2239,25,540,28,715,30
16921,4,1,12,19,0.3,0.2879,0.56,0.2239,18,402,35,793,86
16922,4,1,12,20,0.3,0.2879,0.52,0.2836,25,268,74,820,108
16923,4,1,12,21,0.3,0.2879,0.52,0.2537,16,202,65,515,9
16924,4,1,12,22,0.3,0.2879,0.52,0.2239,4,122,87,771,34
16925,4,1,12,23,0.28,0.2727,0.56,0.2239,3,79,0,946,12
16926,4,1,12,0,0.28,0.2727,0.52,0.2239,1,32,43,971,161
16927,4,1,12,1,0.28,0.2576,0.52,0.2836,4,23,98,872,133
16928,4,1,12,2,0.26,0.2424,0.56,0.2537,3,8,65,808,41
16929,4,1,12,3,0.26,0.2424,0.56,0.2836,0,2,80,948,71
16930,4,1,12,4,0.26,0.2576,0.56,0.194,0,8,40,766,85
16931,4,1,12,5,0.26,0.2576,0.56,0.1642,2,33,3,798,194
16932,4,1,12,6,0.26,0.2424,0.56,0.2537,2,114,15,821,214
16933,4,1,12,7,0.24,0.2273,0.6,0.2239,5,385,12,804,18
16934,4,1,12,8,0.24,0.2273,0.6,0.194,24,679,81,584,181
