instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature_y_2,feature_y_2
13127,3,1,7,3,0.74,0.697,0.7,0.194,1,7,98,343.0
13128,3,1,7,4,0.74,0.697,0.66,0.2239,2,6,61,216.0
13129,3,1,7,5,0.74,0.697,0.66,0.194,4,35,17,42875.0
13130,3,1,7,6,0.74,0.697,0.66,0.194,4,131,2,2248091.0
13131,3,1,7,7,0.78,0.697,0.46,0.1343,20,353,75,43986977.0
13132,3,1,7,8,0.8,0.7121,0.41,0.1642,28,585,11,200201625.0
13133,3,1,7,9,0.82,0.7273,0.36,0.1343,55,304,36,28094464.0
13134,3,1,7,10,0.86,0.7424,0.3,0,80,210,74,9261000.0
13135,3,1,7,11,0.84,0.7273,0.32,0.0896,92,233,26,12649337.0
13136,3,1,7,12,0.88,0.7576,0.28,0.1045,111,331,31,36264691.0
13137,3,1,7,13,0.9,0.7879,0.27,0.1045,99,293,16,25153757.0
13138,3,1,7,14,0.9,0.803,0.31,0.1642,91,275,50,20796875.0
13139,3,1,7,15,0.92,0.8182,0.29,0.194,79,285,66,23149125.0
13140,3,1,7,16,0.92,0.8182,0.29,0.1045,69,369,39,50243409.0
13141,3,1,7,17,0.92,0.8182,0.29,0,90,576,16,191102976.0
13142,3,1,7,18,0.9,0.803,0.33,0.2537,106,560,67,175616000.0
13143,3,1,7,19,0.88,0.7879,0.35,0.2239,112,418,87,73034632.0
13144,3,1,7,20,0.86,0.7727,0.39,0.1045,91,336,13,37933056.0
13145,3,1,7,21,0.82,0.7727,0.52,0.1343,77,300,65,27000000.0
13146,3,1,7,22,0.8,0.7576,0.55,0.194,78,288,27,23887872.0
13147,3,1,7,23,0.8,0.7879,0.63,0.1045,27,164,95,4410944.0
13148,3,1,7,0,0.78,0.7576,0.66,0.1343,35,150,67,3375000.0
13149,3,1,7,1,0.76,0.7273,0.7,0.1642,16,71,92,357911.0
13150,3,1,7,2,0.76,0.7424,0.72,0.1642,11,58,77,195112.0
13151,3,1,7,3,0.74,0.7121,0.74,0.1343,12,31,71,29791.0
13152,3,1,7,4,0.74,0.7121,0.74,0.1642,3,16,22,4096.0
13153,3,1,7,5,0.74,0.7121,0.74,0.194,2,14,75,2744.0
13154,3,1,7,6,0.74,0.7121,0.74,0.1045,4,31,59,29791.0
13155,3,1,7,7,0.78,0.7576,0.66,0.1045,8,71,95,357911.0
13156,3,1,7,8,0.82,0.8333,0.63,0.194,32,152,99,3511808.0
13157,3,1,7,9,0.84,0.8333,0.59,0.1642,69,256,0,16777216.0
13158,3,1,7,10,0.92,0.8636,0.37,0.2239,100,325,3,34328125.0
13159,3,1,7,11,0.94,0.8788,0.38,0.194,122,367,32,49430863.0
13160,3,1,7,12,0.96,0.8636,0.31,0.3582,124,342,57,40001688.0
13161,3,1,7,13,0.96,0.8636,0.31,0.2537,116,360,88,46656000.0
13162,3,1,7,14,0.96,0.8636,0.3,0.1343,105,308,40,29218112.0
13163,3,1,7,15,0.96,0.8485,0.26,0,113,306,9,28652616.0
13164,3,1,7,16,1,0.8636,0.19,0.1642,102,294,7,25412184.0
13165,3,1,7,17,0.96,0.8485,0.26,0.1343,103,279,61,21717639.0
13166,3,1,7,18,0.94,0.8333,0.29,0.0896,83,277,0,21253933.0
13167,3,1,7,19,0.92,0.8333,0.33,0.1343,68,287,21,23639903.0
13168,3,1,7,20,0.9,0.8182,0.37,0.1642,79,276,49,21024576.0
13169,3,1,7,21,0.88,0.7879,0.37,0.194,51,201,41,8120601.0
13170,3,1,7,22,0.84,0.8333,0.59,0.194,56,220,88,10648000.0
13171,3,1,7,23,0.84,0.8182,0.56,0.1642,34,148,62,3241792.0
13172,3,1,7,0,0.82,0.7879,0.56,0.1343,22,147,81,3176523.0
13173,3,1,7,1,0.82,0.7879,0.56,0.1045,25,124,49,1906624.0
13174,3,1,7,2,0.82,0.7727,0.52,0.1045,11,70,94,343000.0
13175,3,1,7,3,0.8,0.7727,0.59,0.1045,1,35,22,42875.0
13176,3,1,7,4,0.78,0.7576,0.66,0.1045,2,13,3,2197.0
13177,3,1,7,5,0.78,0.7424,0.62,0,1,6,72,216.0
13178,3,1,7,6,0.78,0.7727,0.7,0.1343,5,21,37,9261.0
13179,3,1,7,7,0.8,0.803,0.66,0,19,52,14,140608.0
13180,3,1,7,8,0.84,0.803,0.53,0.1343,35,130,50,2197000.0
13181,3,1,7,9,0.86,0.8182,0.5,0.1045,70,242,63,14172488.0
13182,3,1,7,10,0.9,0.8636,0.45,0,85,319,23,32461759.0
13183,3,1,7,11,0.92,0.8939,0.42,0.2985,120,389,45,58863869.0
13184,3,1,7,12,0.92,0.8939,0.42,0.194,105,376,60,53157376.0
13185,3,1,7,13,0.94,0.8788,0.38,0.2537,118,337,13,38272753.0
13186,3,1,7,14,0.96,0.9091,0.36,0.1642,77,312,48,30371328.0
13187,3,1,7,15,0.92,0.8939,0.42,0.2836,80,298,87,26463592.0
13188,3,1,7,16,0.8,0.803,0.66,0.2239,65,291,77,24642171.0
13189,3,1,7,17,0.78,0.7424,0.59,0,68,270,59,19683000.0
13190,3,1,7,18,0.78,0.7424,0.62,0.1045,54,253,47,16194277.0
13191,3,1,7,19,0.78,0.7424,0.62,0.1642,66,250,71,15625000.0
13192,3,1,7,20,0.76,0.7273,0.7,0.0896,79,285,5,23149125.0
13193,3,1,7,21,0.76,0.7273,0.7,0.1343,58,207,62,8869743.0
13194,3,1,7,22,0.74,0.697,0.7,0.0896,12,122,25,1815848.0
13195,3,1,7,23,0.68,0.6364,0.83,0.0896,25,123,33,1860867.0
13196,3,1,7,0,0.68,0.6364,0.89,0.0896,6,39,17,59319.0
13197,3,1,7,1,0.7,0.6667,0.89,0.1045,5,18,0,5832.0
13198,3,1,7,2,0.7,0.6667,0.89,0.194,1,5,27,125.0
13199,3,1,7,3,0.7,0.6667,0.89,0.194,0,5,58,125.0
13200,3,1,7,4,0.66,0.5909,0.89,0.3881,1,2,79,8.0
13201,3,1,7,5,0.66,0.6061,0.83,0.2239,1,28,90,21952.0
13202,3,1,7,6,0.64,0.5758,0.89,0.2537,6,92,19,778688.0
13203,3,1,7,7,0.66,0.6061,0.83,0.2239,7,230,88,12167000.0
13204,3,1,7,8,0.66,0.6061,0.83,0.1642,26,455,55,94196375.0
13205,3,1,7,9,0.66,0.6061,0.83,0.1642,38,363,98,47832147.0
13206,3,1,7,10,0.66,0.6061,0.83,0.194,58,175,91,5359375.0
13207,3,1,7,11,0.72,0.6818,0.62,0.1343,72,216,89,10077696.0
13208,3,1,7,12,0.74,0.6818,0.58,0.1343,61,266,31,18821096.0
13209,3,1,7,13,0.76,0.697,0.55,0.2537,67,255,98,16581375.0
13210,3,1,7,14,0.74,0.6818,0.55,0.2537,58,242,45,14172488.0
13211,3,1,7,15,0.76,0.6818,0.45,0.2239,66,280,34,21952000.0
13212,3,1,7,16,0.78,0.697,0.4,0.2836,88,413,17,70444997.0
13213,3,1,7,17,0.78,0.697,0.4,0.1642,108,849,34,611960049.0
13214,3,1,7,18,0.76,0.6818,0.48,0.1343,82,872,35,663054848.0
13215,3,1,7,19,0.74,0.6818,0.55,0.1642,88,631,33,251239591.0
13216,3,1,7,20,0.74,0.6818,0.55,0.1045,69,447,42,89314623.0
13217,3,1,7,21,0.74,0.6818,0.55,0.0896,33,331,48,36264691.0
13218,3,1,7,22,0.72,0.6667,0.58,0.1045,35,224,24,11239424.0
13219,3,1,7,23,0.7,0.6515,0.65,0.1045,22,131,79,2248091.0
13220,3,1,7,0,0.7,0.6515,0.7,0.0896,16,69,22,328509.0
13221,3,1,7,1,0.7,0.6667,0.74,0.1343,0,15,9,3375.0
13222,3,1,7,2,0.7,0.6667,0.74,0.1343,1,16,58,4096.0
13223,3,1,7,3,0.68,0.6364,0.79,0,0,3,16,27.0
13224,3,1,7,4,0.68,0.6364,0.79,0.1343,0,4,61,64.0
13225,3,1,7,5,0.66,0.6061,0.83,0.1343,3,42,75,74088.0
13226,3,1,7,6,0.68,0.6364,0.79,0.1045,4,187,89,6539203.0
13227,3,1,7,7,0.7,0.6667,0.74,0.1045,31,520,49,140608000.0
13228,3,1,7,8,0.72,0.697,0.74,0.1343,34,649,61,273359449.0
13229,3,1,7,9,0.74,0.697,0.66,0.1343,47,331,82,36264691.0
13230,3,1,7,10,0.76,0.7121,0.62,0.194,56,190,73,6859000.0
13231,3,1,7,11,0.8,0.7273,0.46,0.194,92,249,7,15438249.0
13232,3,1,7,12,0.8,0.7121,0.41,0.1343,69,272,13,20123648.0
13233,3,1,7,13,0.82,0.7273,0.38,0.194,77,280,25,21952000.0
13234,3,1,7,14,0.82,0.7273,0.38,0.1642,71,242,88,14172488.0
13235,3,1,7,15,0.8,0.7121,0.41,0.2239,77,265,60,18609625.0
13236,3,1,7,16,0.8,0.7273,0.43,0.2239,89,435,74,82312875.0
13237,3,1,7,17,0.78,0.7121,0.49,0.194,103,872,100,663054848.0
13238,3,1,7,18,0.7,0.6667,0.74,0.2239,70,819,24,549353259.0
13239,3,1,7,19,0.7,0.6667,0.74,0.2239,55,414,11,70957944.0
13240,3,1,7,20,0.64,0.5758,0.83,0.2239,9,84,74,592704.0
13241,3,1,7,21,0.64,0.5758,0.89,0.1045,7,90,20,729000.0
13242,3,1,7,22,0.64,0.5758,0.83,0.1343,14,139,74,2685619.0
13243,3,1,7,23,0.64,0.5758,0.89,0.1045,29,103,55,1092727.0
13244,3,1,7,0,0.66,0.6061,0.83,0.1343,6,44,45,85184.0
13245,3,1,7,1,0.64,0.5758,0.89,0,3,14,28,2744.0
13246,3,1,7,2,0.64,0.5758,0.89,0,0,5,94,125.0
13247,3,1,7,3,0.64,0.5758,0.89,0.1343,0,5,42,125.0
13248,3,1,7,4,0.64,0.5758,0.89,0.1343,1,7,84,343.0
13249,3,1,7,5,0.64,0.5758,0.89,0,5,41,17,68921.0
13250,3,1,7,6,0.64,0.5758,0.89,0.1343,17,185,94,6331625.0
13251,3,1,7,7,0.66,0.6061,0.83,0.1045,26,497,25,122763473.0
13252,3,1,7,8,0.68,0.6364,0.79,0.1642,30,674,63,306182024.0
13253,3,1,7,9,0.7,0.6667,0.74,0.1343,30,328,89,35287552.0
13254,3,1,7,10,0.72,0.6818,0.62,0.1343,47,195,54,7414875.0
13255,3,1,7,11,0.76,0.7121,0.58,0.1343,56,229,35,12008989.0
13256,3,1,7,12,0.78,0.697,0.43,0,69,292,44,24897088.0
13257,3,1,7,13,0.8,0.7121,0.42,0.1642,65,273,26,20346417.0
13258,3,1,7,14,0.8,0.7121,0.41,0.2239,66,241,100,13997521.0
13259,3,1,7,15,0.8,0.7121,0.41,0.2537,56,276,68,21024576.0
13260,3,1,7,16,0.8,0.7121,0.38,0.194,53,411,37,69426531.0
13261,3,1,7,17,0.8,0.697,0.31,0.2239,90,830,62,571787000.0
13262,3,1,7,18,0.78,0.6818,0.38,0.2537,79,814,26,539353144.0
13263,3,1,7,19,0.74,0.6667,0.48,0.2239,73,633,42,253636137.0
13264,3,1,7,20,0.74,0.6667,0.51,0.1642,73,483,15,112678587.0
13265,3,1,7,21,0.72,0.6667,0.58,0.2239,69,391,66,59776471.0
13266,3,1,7,22,0.72,0.6667,0.58,0.2537,41,244,99,14526784.0
13267,3,1,7,23,0.7,0.6515,0.58,0.2537,20,152,48,3511808.0
13268,3,1,7,0,0.68,0.6364,0.61,0,1,56,3,175616.0
13269,3,1,7,1,0.66,0.6212,0.61,0,0,21,13,9261.0
13270,3,1,7,2,0.66,0.6212,0.65,0.0896,0,9,15,729.0
13271,3,1,7,3,0.64,0.6061,0.69,0.1045,0,10,32,1000.0
13272,3,1,7,4,0.64,0.6061,0.73,0.1045,0,5,59,125.0
13273,3,1,7,5,0.62,0.5909,0.73,0.1045,4,44,50,85184.0
13274,3,1,7,6,0.64,0.6061,0.73,0.0896,7,178,21,5639752.0
13275,3,1,7,7,0.64,0.6061,0.73,0.1343,32,512,49,134217728.0
13276,3,1,7,8,0.68,0.6364,0.65,0.1343,49,702,48,345948408.0
13277,3,1,7,9,0.72,0.6667,0.58,0.1045,42,327,27,34965783.0
13278,3,1,7,10,0.74,0.6667,0.48,0.1642,69,214,29,9800344.0
13279,3,1,7,11,0.76,0.6818,0.45,0.1045,49,215,100,9938375.0
13280,3,1,7,12,0.78,0.6818,0.35,0.1343,71,292,92,24897088.0
13281,3,1,7,13,0.8,0.697,0.33,0.2239,52,277,87,21253933.0
13282,3,1,7,14,0.78,0.6818,0.33,0.2239,42,209,95,9129329.0
13283,3,1,7,15,0.8,0.7121,0.36,0.194,63,271,89,19902511.0
13284,3,1,7,16,0.8,0.7121,0.36,0.194,69,439,89,84604519.0
13285,3,1,7,17,0.76,0.6818,0.43,0.2239,91,795,18,502459875.0
13286,3,1,7,18,0.76,0.6818,0.45,0.1343,86,825,69,561515625.0
13287,3,1,7,19,0.74,0.6667,0.48,0.2239,97,629,15,248858189.0
13288,3,1,7,20,0.74,0.6667,0.48,0.2239,75,514,50,135796744.0
13289,3,1,7,21,0.72,0.6667,0.48,0.2239,44,373,73,51895117.0
13290,3,1,7,22,0.72,0.6667,0.51,0.1642,56,318,35,32157432.0
13291,3,1,7,23,0.7,0.6515,0.51,0.2239,33,211,30,9393931.0
13292,3,1,7,0,0.7,0.6515,0.54,0.1642,19,95,96,857375.0
13293,3,1,7,1,0.68,0.6364,0.54,0.1045,17,59,80,205379.0
13294,3,1,7,2,0.66,0.6212,0.61,0.0896,2,17,87,4913.0
13295,3,1,7,3,0.68,0.6364,0.61,0,2,9,93,729.0
13296,3,1,7,4,0.66,0.6212,0.61,0,0,11,80,1331.0
13297,3,1,7,5,0.66,0.6364,0.56,0.0896,4,34,15,39304.0
13298,3,1,7,6,0.7,0.6515,0.54,0,7,127,2,2048383.0
13299,3,1,7,7,0.7,0.6515,0.54,0,27,380,84,54872000.0
13300,3,1,7,8,0.7,0.6515,0.54,0,53,713,52,362467097.0
13301,3,1,7,9,0.72,0.6667,0.51,0,70,414,66,70957944.0
13302,3,1,7,10,0.74,0.6667,0.48,0,78,268,54,19248832.0
13303,3,1,7,11,0.76,0.6818,0.45,0.1343,68,288,63,23887872.0
13304,3,1,7,12,0.76,0.6818,0.4,0.1045,125,379,74,54439939.0
13305,3,1,7,13,0.8,0.7121,0.38,0.1343,100,374,46,52313624.0
13306,3,1,7,14,0.8,0.7121,0.38,0,120,369,9,50243409.0
13307,3,1,7,15,0.8,0.7121,0.36,0.1045,92,353,52,43986977.0
13308,3,1,7,16,0.8,0.7121,0.36,0.2239,111,492,51,119095488.0
13309,3,1,7,17,0.8,0.7121,0.36,0.1642,138,835,49,582182875.0
13310,3,1,7,18,0.78,0.697,0.46,0.194,108,631,64,251239591.0
13311,3,1,7,19,0.74,0.6667,0.51,0.1642,103,488,15,116214272.0
13312,3,1,7,20,0.74,0.6667,0.48,0.1343,95,389,98,58863869.0
13313,3,1,7,21,0.72,0.6667,0.54,0,76,299,10,26730899.0
13314,3,1,7,22,0.74,0.6667,0.45,0,59,263,71,18191447.0
13315,3,1,7,23,0.72,0.6515,0.45,0.1343,37,212,88,9528128.0
13316,3,1,7,0,0.72,0.6667,0.48,0.0896,35,191,45,6967871.0
13317,3,1,7,1,0.7,0.6515,0.51,0.1045,13,118,100,1643032.0
13318,3,1,7,2,0.7,0.6515,0.54,0.1045,10,101,98,1030301.0
13319,3,1,7,3,0.7,0.6515,0.54,0.1045,9,40,57,64000.0
13320,3,1,7,4,0.66,0.6212,0.61,0.1045,3,9,22,729.0
13321,3,1,7,5,0.64,0.6061,0.73,0.1045,0,5,23,125.0
13322,3,1,7,6,0.64,0.5909,0.78,0.0896,6,35,63,42875.0
13323,3,1,7,7,0.64,0.5909,0.78,0.2836,7,48,91,110592.0
13324,3,1,7,8,0.62,0.5909,0.78,0.2836,33,151,25,3442951.0
13325,3,1,7,9,0.66,0.6212,0.74,0.194,82,282,13,22425768.0
13326,3,1,7,10,0.72,0.6818,0.7,0.0896,123,401,98,64481201.0
13327,3,1,7,11,0.72,0.6818,0.7,0.1045,143,439,1,84604519.0
13328,3,1,7,12,0.74,0.697,0.66,0.0896,181,499,34,124251499.0
13329,3,1,7,13,0.76,0.7121,0.62,0.0896,219,591,28,206425071.0
13330,3,1,7,14,0.8,0.7576,0.55,0.1045,269,632,35,252435968.0
13331,3,1,7,15,0.8,0.7576,0.55,0.1642,243,560,38,175616000.0
13332,3,1,7,16,0.72,0.697,0.79,0.3582,226,566,71,181321496.0
13333,3,1,7,17,0.7,0.6667,0.79,0.1642,199,458,90,96071912.0
13334,3,1,7,18,0.72,0.697,0.79,0.1343,108,351,76,43243551.0
13335,3,1,7,19,0.72,0.7121,0.84,0.0896,156,431,89,80062991.0
13336,3,1,7,20,0.72,0.7121,0.84,0.0896,101,356,95,45118016.0
13337,3,1,7,21,0.7,0.6667,0.84,0.2239,69,269,6,19465109.0
13338,3,1,7,22,0.7,0.6667,0.79,0.194,65,225,86,11390625.0
13339,3,1,7,23,0.68,0.6364,0.83,0.0896,55,211,62,9393931.0
13340,3,1,7,0,0.68,0.6364,0.89,0.1642,40,187,18,6539203.0
13341,3,1,7,1,0.68,0.6364,0.89,0.1343,49,168,49,4741632.0
13342,3,1,7,2,0.68,0.6364,0.89,0.1642,29,115,63,1520875.0
13343,3,1,7,3,0.68,0.6364,0.89,0.1642,15,57,89,185193.0
13344,3,1,7,4,0.68,0.6364,0.89,0.1045,8,19,49,6859.0
13345,3,1,7,5,0.68,0.6364,0.89,0.1343,2,9,62,729.0
13346,3,1,7,6,0.68,0.6364,0.83,0.1343,6,15,29,3375.0
13347,3,1,7,7,0.7,0.6667,0.79,0.0896,17,47,92,103823.0
13348,3,1,7,8,0.7,0.6667,0.84,0.1343,37,133,23,2352637.0
13349,3,1,7,9,0.72,0.697,0.79,0,58,221,4,10793861.0
13350,3,1,7,10,0.76,0.7273,0.66,0.1343,141,382,44,55742968.0
13351,3,1,7,11,0.82,0.7727,0.52,0.1642,170,451,82,91733851.0
13352,3,1,7,12,0.84,0.7727,0.47,0.1045,153,489,84,116930169.0
13353,3,1,7,13,0.86,0.7879,0.41,0.1045,171,480,53,110592000.0
13354,3,1,7,14,0.9,0.8182,0.37,0.2537,162,476,1,107850176.0
13355,3,1,7,15,0.86,0.803,0.47,0.1343,182,489,39,116930169.0
13356,3,1,7,16,0.86,0.7879,0.41,0.2239,152,495,3,121287375.0
13357,3,1,7,17,0.8,0.7727,0.59,0.4925,122,436,75,82881856.0
13358,3,1,7,18,0.72,0.697,0.79,0.3582,84,312,66,30371328.0
13359,3,1,7,19,0.72,0.7121,0.84,0.2239,109,312,62,30371328.0
13360,3,1,7,20,0.72,0.697,0.79,0.2537,95,294,88,25412184.0
13361,3,1,7,21,0.72,0.697,0.79,0.0896,59,223,38,11089567.0
13362,3,1,7,22,0.72,0.697,0.74,0.1045,34,130,12,2197000.0
13363,3,1,7,23,0.72,0.697,0.79,0.1343,25,91,81,753571.0
13364,3,1,7,0,0.72,0.697,0.79,0.1045,11,43,17,79507.0
13365,3,1,7,1,0.7,0.6667,0.74,0.194,1,11,67,1331.0
13366,3,1,7,2,0.7,0.6667,0.74,0.1045,4,15,64,3375.0
13367,3,1,7,3,0.68,0.6364,0.79,0.0896,2,6,7,216.0
13368,3,1,7,4,0.68,0.6364,0.79,0.1045,1,12,75,1728.0
13369,3,1,7,5,0.66,0.6061,0.78,0.1045,10,50,78,125000.0
13370,3,1,7,6,0.68,0.6364,0.79,0.1343,8,140,91,2744000.0
13371,3,1,7,7,0.72,0.6818,0.7,0.0896,24,483,73,112678587.0
13372,3,1,7,8,0.74,0.697,0.66,0.1045,48,667,72,296740963.0
13373,3,1,7,9,0.76,0.7121,0.62,0.1642,51,348,46,42144192.0
13374,3,1,7,10,0.8,0.7727,0.59,0,69,186,92,6434856.0
13375,3,1,7,11,0.84,0.803,0.53,0.2239,57,182,5,6028568.0
13376,3,1,7,12,0.84,0.7879,0.49,0.1343,79,237,85,13312053.0
13377,3,1,7,13,0.84,0.7879,0.49,0.2836,63,239,25,13651919.0
13378,3,1,7,14,0.88,0.8182,0.42,0.1045,53,212,77,9528128.0
13379,3,1,7,15,0.86,0.803,0.47,0.2537,61,237,93,13312053.0
13380,3,1,7,16,0.76,0.7273,0.66,0.5821,77,386,91,57512456.0
13381,3,1,7,17,0.76,0.7273,0.66,0.5821,86,755,20,430368875.0
13382,3,1,7,18,0.84,0.803,0.53,0,97,794,25,500566184.0
13383,3,1,7,19,0.8,0.7879,0.63,0.1343,92,595,7,210644875.0
13384,3,1,7,20,0.8,0.7727,0.59,0.1343,66,454,31,93576664.0
13385,3,1,7,21,0.76,0.7273,0.66,0.1343,45,328,7,35287552.0
13386,3,1,7,22,0.76,0.7121,0.62,0.0896,56,284,90,22906304.0
13387,3,1,7,23,0.74,0.7121,0.74,0.0896,27,166,8,4574296.0
13388,3,1,7,0,0.72,0.7121,0.84,0.1045,10,53,83,148877.0
13389,3,1,7,1,0.74,0.697,0.7,0,4,25,21,15625.0
13390,3,1,7,2,0.72,0.6818,0.7,0.0896,1,7,89,343.0
13391,3,1,7,3,0.72,0.6818,0.66,0,0,3,89,27.0
13392,3,1,7,4,0.72,0.6818,0.62,0,0,7,55,343.0
13393,3,1,7,5,0.68,0.6364,0.74,0.0896,7,38,100,54872.0
13394,3,1,7,6,0.72,0.6818,0.66,0.1045,16,213,61,9663597.0
13395,3,1,7,7,0.74,0.697,0.7,0,26,526,71,145531576.0
13396,3,1,7,8,0.8,0.7576,0.55,0,43,661,13,288804781.0
13397,3,1,7,9,0.82,0.7727,0.49,0.2239,32,320,33,32768000.0
13398,3,1,7,10,0.84,0.7879,0.49,0.194,37,159,29,4019679.0
13399,3,1,7,11,0.86,0.803,0.47,0,60,206,22,8741816.0
13400,3,1,7,12,0.9,0.8182,0.35,0,80,254,56,16387064.0
13401,3,1,7,13,0.92,0.8182,0.31,0.194,53,221,97,10793861.0
13402,3,1,7,14,0.94,0.8333,0.29,0.2537,54,214,24,9800344.0
13403,3,1,7,15,0.92,0.8182,0.31,0.1642,57,244,42,14526784.0
13404,3,1,7,16,0.92,0.8182,0.29,0.1642,64,381,52,55306341.0
13405,3,1,7,17,0.92,0.8182,0.29,0,95,770,85,456533000.0
13406,3,1,7,18,0.9,0.803,0.33,0.194,60,772,1,460099648.0
13407,3,1,7,19,0.88,0.7879,0.35,0.2537,69,547,26,163667323.0
13408,3,1,7,20,0.86,0.7576,0.34,0.1642,52,427,71,77854483.0
13409,3,1,7,21,0.82,0.7727,0.52,0.1343,50,333,28,36926037.0
13410,3,1,7,22,0.8,0.7576,0.55,0.2239,29,244,0,14526784.0
13411,3,1,7,23,0.78,0.7424,0.59,0.194,22,161,83,4173281.0
13412,3,1,7,0,0.76,0.7273,0.66,0.1642,8,53,75,148877.0
13413,3,1,7,1,0.76,0.7273,0.66,0.1045,2,16,24,4096.0
13414,3,1,7,2,0.74,0.697,0.66,0.1343,3,8,84,512.0
13415,3,1,7,3,0.74,0.697,0.66,0.1343,2,4,60,64.0
13416,3,1,7,4,0.72,0.6818,0.7,0.1343,0,6,98,216.0
13417,3,1,7,5,0.72,0.6818,0.7,0.1642,5,46,77,97336.0
13418,3,1,7,6,0.72,0.6818,0.7,0.1642,10,162,64,4251528.0
13419,3,1,7,7,0.74,0.697,0.66,0.1642,23,495,45,121287375.0
13420,3,1,7,8,0.78,0.7424,0.62,0.1045,55,679,29,313046839.0
13421,3,1,7,9,0.82,0.7879,0.56,0,44,297,94,26198073.0
13422,3,1,7,10,0.9,0.8485,0.42,0.194,39,138,19,2628072.0
13423,3,1,7,11,0.9,0.8485,0.42,0,47,183,49,6128487.0
13424,3,1,7,12,0.92,0.8636,0.37,0.1343,36,202,73,8242408.0
13425,3,1,7,13,0.94,0.8485,0.33,0,49,203,6,8365427.0
13426,3,1,7,14,0.94,0.8788,0.38,0.3284,54,170,38,4913000.0
13427,3,1,7,15,0.92,0.8485,0.35,0.3582,42,194,65,7301384.0
13428,3,1,7,16,0.74,0.697,0.66,0.2537,34,224,25,11239424.0
13429,3,1,7,17,0.74,0.697,0.7,0.2537,35,370,65,50653000.0
13430,3,1,7,18,0.76,0.7121,0.62,0.1343,63,643,87,265847707.0
13431,3,1,7,19,0.76,0.7121,0.62,0.1045,78,516,71,137388096.0
13432,3,1,7,20,0.74,0.6818,0.62,0.0896,56,366,98,49027896.0
13433,3,1,7,21,0.76,0.7121,0.62,0,53,319,46,32461759.0
13434,3,1,7,22,0.76,0.7121,0.58,0.0896,42,288,69,23887872.0
13435,3,1,7,23,0.76,0.7121,0.58,0.0896,19,131,95,2248091.0
13436,3,1,7,0,0.74,0.697,0.66,0.0896,16,66,64,287496.0
13437,3,1,7,1,0.74,0.697,0.66,0.0896,6,25,91,15625.0
13438,3,1,7,2,0.72,0.6818,0.7,0.194,0,7,14,343.0
13439,3,1,7,3,0.72,0.6818,0.7,0.1045,1,5,6,125.0
13440,3,1,7,4,0.72,0.6818,0.7,0.1045,0,8,15,512.0
13441,3,1,7,5,0.72,0.6818,0.7,0.1045,5,40,85,64000.0
13442,3,1,7,6,0.72,0.6818,0.66,0.1343,8,152,26,3511808.0
13443,3,1,7,7,0.74,0.6818,0.58,0.2836,23,473,89,105823817.0
13444,3,1,7,8,0.76,0.7121,0.58,0.2537,32,657,94,283593393.0
13445,3,1,7,9,0.76,0.7121,0.58,0.2836,36,318,77,32157432.0
13446,3,1,7,10,0.76,0.7121,0.58,0.194,41,198,62,7762392.0
13447,3,1,7,11,0.8,0.7576,0.55,0.1045,54,216,17,10077696.0
13448,3,1,7,12,0.84,0.7879,0.49,0.2836,59,274,85,20570824.0
13449,3,1,7,13,0.84,0.7727,0.47,0.1343,74,254,51,16387064.0
13450,3,1,7,14,0.86,0.7879,0.44,0.0896,46,197,87,7645373.0
13451,3,1,7,15,0.84,0.7727,0.47,0.0896,66,292,33,24897088.0
13452,3,1,7,16,0.84,0.7727,0.47,0.0896,70,358,30,45882712.0
13453,3,1,7,17,0.86,0.7879,0.41,0,93,771,59,458314011.0
13454,3,1,7,18,0.86,0.7879,0.41,0.194,93,777,96,469097433.0
13455,3,1,7,19,0.84,0.7576,0.44,0.2537,53,533,64,151419437.0
13456,3,1,7,20,0.82,0.7727,0.49,0.1642,65,505,37,128787625.0
13457,3,1,7,21,0.66,0.5909,0.89,0.2537,38,332,32,36594368.0
13458,3,1,7,22,0.66,0.5909,0.89,0.2537,6,68,70,314432.0
13459,3,1,7,23,0.66,0.5909,0.89,0.2239,3,65,9,274625.0
13460,3,1,7,0,0.66,0.5909,0.89,0.0896,2,34,41,39304.0
13461,3,1,7,1,0.66,0.5909,0.89,0.1343,2,11,23,1331.0
13462,3,1,7,2,0.66,0.5909,0.89,0.0896,5,19,85,6859.0
13463,3,1,7,3,0.66,0.5909,0.89,0.1045,7,36,16,46656.0
13464,3,1,7,4,0.66,0.5909,0.89,0.1642,3,9,17,729.0
13465,3,1,7,5,0.66,0.5909,0.89,0.1343,2,42,80,74088.0
13466,3,1,7,6,0.66,0.5909,0.89,0.1642,3,126,13,2000376.0
13467,3,1,7,7,0.66,0.5909,0.89,0.194,14,360,11,46656000.0
13468,3,1,7,8,0.68,0.6364,0.83,0.1642,39,691,90,329939371.0
13469,3,1,7,9,0.7,0.6667,0.79,0.1343,45,373,1,51895117.0
13470,3,1,7,10,0.7,0.6667,0.79,0.1642,51,233,73,12649337.0
13471,3,1,7,11,0.72,0.697,0.74,0.194,51,212,77,9528128.0
13472,3,1,7,12,0.68,0.6364,0.83,0.1642,41,274,93,20570824.0
13473,3,1,7,13,0.68,0.6364,0.83,0.1045,20,156,25,3796416.0
13474,3,1,7,14,0.7,0.6667,0.84,0.1642,53,229,1,12008989.0
