instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature1
13643,3,1,7,15,0.86,0.7879,0.41,0.2239,81,323,87
13644,3,1,7,16,0.84,0.7727,0.47,0.2239,80,499,3
13645,3,1,7,17,0.86,0.7879,0.41,0.2836,101,699,37
13646,3,1,7,18,0.82,0.7576,0.46,0.1642,100,622,53
13647,3,1,7,19,0.82,0.7727,0.52,0.194,93,516,4
13648,3,1,7,20,0.78,0.7424,0.59,0.1045,85,354,0
13649,3,1,7,21,0.78,0.7424,0.59,0.1045,71,260,12
13650,3,1,7,22,0.78,0.7424,0.59,0.1343,48,199,38
13651,3,1,7,23,0.76,0.7273,0.66,0,34,189,33
13652,3,1,7,0,0.74,0.6818,0.62,0.1343,21,191,14
13653,3,1,7,1,0.72,0.6818,0.7,0.0896,11,80,42
13654,3,1,7,2,0.72,0.6818,0.7,0,14,90,47
13655,3,1,7,3,0.72,0.6818,0.7,0,10,43,26
13656,3,1,7,4,0.7,0.6667,0.79,0.194,1,11,11
13657,3,1,7,5,0.68,0.6364,0.79,0.1642,4,14,47
13658,3,1,7,6,0.7,0.6515,0.7,0.1045,10,50,14
13659,3,1,7,7,0.72,0.6818,0.7,0.1343,18,76,19
13660,3,1,7,8,0.74,0.697,0.66,0.1642,36,163,93
13661,3,1,7,9,0.78,0.7424,0.59,0.1045,110,337,69
13662,3,1,7,10,0.82,0.7727,0.52,0.2239,129,395,2
13663,3,1,7,11,0.84,0.7424,0.39,0.2239,162,457,14
13664,3,1,7,12,0.84,0.7576,0.41,0.2239,157,487,89
13665,3,1,7,13,0.86,0.7879,0.41,0.2836,173,498,37
13666,3,1,7,14,0.86,0.7727,0.39,0.2537,186,494,50
13667,3,1,7,15,0.88,0.7727,0.32,0.2836,206,497,64
13668,3,1,7,16,0.86,0.7727,0.39,0.2239,208,487,69
13669,3,1,7,17,0.82,0.7576,0.46,0.194,199,479,66
13670,3,1,7,18,0.82,0.7424,0.43,0.2836,151,481,9
13671,3,1,7,19,0.68,0.6364,0.83,0,115,338,75
13672,3,1,7,20,0.66,0.6061,0.83,0.2239,79,233,76
13673,3,1,7,21,0.66,0.6061,0.78,0.0896,94,300,36
13674,3,1,7,22,0.66,0.6061,0.78,0.0896,88,276,67
13675,3,1,7,23,0.66,0.6061,0.83,0.0896,52,208,23
13676,3,1,7,0,0.66,0.5909,0.89,0.1343,59,188,65
13677,3,1,7,1,0.66,0.6061,0.83,0.1045,49,158,28
13678,3,1,7,2,0.66,0.6212,0.74,0.1343,33,112,98
13679,3,1,7,3,0.66,0.6212,0.69,0.2239,18,55,30
13680,3,1,7,4,0.64,0.6061,0.69,0.194,2,13,69
13681,3,1,7,5,0.62,0.5909,0.78,0.194,3,17,30
13682,3,1,7,6,0.64,0.6061,0.73,0.1642,6,18,67
13683,3,1,7,7,0.66,0.6212,0.69,0.2537,4,40,79
13684,3,1,7,8,0.7,0.6515,0.65,0.2239,37,127,85
13685,3,1,7,9,0.72,0.6818,0.62,0.2537,64,226,47
13686,3,1,7,10,0.74,0.6818,0.62,0,123,381,57
13687,3,1,7,11,0.76,0.697,0.55,0.2239,183,509,92
13688,3,1,7,12,0.76,0.697,0.55,0.3284,154,511,70
13689,3,1,7,13,0.8,0.7424,0.49,0.2239,181,483,27
13690,3,1,7,14,0.8,0.7273,0.46,0.194,231,522,64
13691,3,1,7,15,0.8,0.7273,0.43,0.1343,195,501,71
13692,3,1,7,16,0.8,0.7273,0.43,0.1343,191,521,57
13693,3,1,7,17,0.82,0.7424,0.41,0.1642,164,531,62
13694,3,1,7,18,0.8,0.7121,0.41,0.2985,117,419,51
13695,3,1,7,19,0.76,0.697,0.55,0.1642,143,443,20
13696,3,1,7,20,0.74,0.697,0.66,0.1045,75,303,21
13697,3,1,7,21,0.72,0.6818,0.7,0.1343,72,271,64
13698,3,1,7,22,0.7,0.6515,0.7,0.1045,31,148,19
13699,3,1,7,23,0.7,0.6515,0.7,0,18,100,82
13700,3,1,7,0,0.7,0.6667,0.74,0.0896,12,58,100
13701,3,1,7,1,0.7,0.6667,0.74,0,4,19,54
13702,3,1,7,2,0.68,0.6364,0.74,0,2,8,99
13703,3,1,7,3,0.66,0.6061,0.83,0,0,3,32
13704,3,1,7,4,0.66,0.6061,0.83,0,0,5,15
13705,3,1,7,5,0.66,0.6061,0.83,0.1045,4,47,31
13706,3,1,7,6,0.66,0.6061,0.83,0.1642,6,161,47
13707,3,1,7,7,0.7,0.6667,0.79,0.0896,14,469,36
13708,3,1,7,8,0.72,0.697,0.74,0.1045,31,751,57
13709,3,1,7,9,0.74,0.697,0.7,0,34,293,68
13710,3,1,7,10,0.74,0.697,0.66,0.2239,54,189,98
13711,3,1,7,11,0.78,0.7273,0.55,0.1343,69,215,67
13712,3,1,7,12,0.76,0.7121,0.58,0.1045,77,278,41
13713,3,1,7,13,0.8,0.7424,0.49,0.1642,57,226,67
13714,3,1,7,14,0.8,0.7424,0.49,0.2239,87,254,64
13715,3,1,7,15,0.8,0.7424,0.49,0.2537,51,236,4
13716,3,1,7,16,0.8,0.7424,0.49,0.2836,88,425,37
13717,3,1,7,17,0.76,0.697,0.55,0.3284,62,827,76
13718,3,1,7,18,0.76,0.7121,0.58,0.4179,77,812,37
13719,3,1,7,19,0.82,0.7727,0.52,0.1642,81,665,52
13720,3,1,7,20,0.72,0.6818,0.7,0.2239,78,462,48
13721,3,1,7,21,0.72,0.6818,0.7,0.194,71,322,82
13722,3,1,7,22,0.7,0.6667,0.74,0.2239,47,230,70
13723,3,1,7,23,0.7,0.6667,0.74,0.194,34,150,93
13724,3,1,7,0,0.68,0.6364,0.79,0.1343,11,38,26
13725,3,1,7,1,0.66,0.6061,0.83,0.1343,3,21,39
13726,3,1,7,2,0.66,0.6061,0.83,0.1343,0,8,63
13727,3,1,7,3,0.66,0.6061,0.83,0.0896,1,6,7
13728,3,1,7,4,0.66,0.6061,0.83,0.0896,0,6,98
13729,3,1,7,5,0.66,0.6061,0.83,0.1642,5,45,7
13730,3,1,7,6,0.64,0.5758,0.89,0.1642,2,194,93
13731,3,1,7,7,0.68,0.6364,0.83,0.2239,21,513,54
13732,3,1,7,8,0.7,0.6667,0.79,0.1343,30,760,33
13733,3,1,7,9,0.72,0.6818,0.7,0.1045,31,333,94
13734,3,1,7,10,0.72,0.6818,0.66,0,73,227,18
13735,3,1,7,11,0.76,0.7121,0.58,0,54,224,42
13736,3,1,7,12,0.8,0.7273,0.46,0,50,248,81
13737,3,1,7,13,0.8,0.7576,0.55,0.2836,69,288,58
13738,3,1,7,14,0.8,0.7576,0.55,0.2836,72,260,83
13739,3,1,7,15,0.76,0.7121,0.62,0.1343,29,144,51
13740,3,1,7,16,0.76,0.7121,0.58,0.2239,66,402,27
13741,3,1,7,17,0.78,0.7121,0.52,0.2239,94,820,44
13742,3,1,7,18,0.76,0.697,0.55,0.2836,99,857,33
13743,3,1,7,19,0.74,0.6818,0.62,0.3582,90,614,47
13744,3,1,7,20,0.7,0.6515,0.7,0.194,55,452,82
13745,3,1,7,21,0.68,0.6364,0.79,0.194,60,352,77
13746,3,1,7,22,0.68,0.6364,0.74,0.2537,33,257,30
13747,3,1,7,23,0.66,0.6061,0.83,0.1642,20,147,65
13748,3,1,8,0,0.68,0.6364,0.79,0.1642,3,47,2
13749,3,1,8,1,0.66,0.6061,0.83,0.0896,5,33,38
13750,3,1,8,2,0.64,0.5758,0.83,0.1045,0,13,80
13751,3,1,8,3,0.64,0.5758,0.83,0.1045,0,7,51
13752,3,1,8,4,0.64,0.5909,0.78,0.1343,1,4,13
13753,3,1,8,5,0.64,0.5909,0.78,0.1343,3,49,16
13754,3,1,8,6,0.64,0.5909,0.78,0.1343,6,185,16
13755,3,1,8,7,0.64,0.5758,0.83,0.1343,19,487,52
13756,3,1,8,8,0.66,0.6061,0.78,0.194,32,681,7
13757,3,1,8,9,0.68,0.6364,0.74,0.0896,34,350,3
13758,3,1,8,10,0.72,0.6818,0.66,0.0896,61,236,71
13759,3,1,8,11,0.76,0.7121,0.58,0.0896,54,234,6
13760,3,1,8,12,0.8,0.7424,0.49,0.1045,75,284,60
13761,3,1,8,13,0.8,0.7424,0.52,0.1642,59,280,27
13762,3,1,8,14,0.82,0.7576,0.46,0.1642,88,263,3
13763,3,1,8,15,0.82,0.7576,0.46,0.1642,89,295,64
13764,3,1,8,16,0.8,0.7576,0.55,0.2836,93,479,90
13765,3,1,8,17,0.8,0.7424,0.49,0.1642,103,837,72
13766,3,1,8,18,0.76,0.7121,0.62,0.2239,105,891,16
13767,3,1,8,19,0.74,0.697,0.66,0.2537,88,652,33
13768,3,1,8,20,0.74,0.697,0.66,0.1642,65,513,43
13769,3,1,8,21,0.72,0.6818,0.7,0.1343,36,320,65
13770,3,1,8,22,0.72,0.6818,0.7,0.1045,37,288,3
13771,3,1,8,23,0.7,0.6667,0.74,0,18,152,71
13772,3,1,8,0,0.7,0.6667,0.74,0,8,63,43
13773,3,1,8,1,0.68,0.6364,0.79,0.1045,6,42,18
13774,3,1,8,2,0.66,0.6061,0.83,0.0896,3,11,48
13775,3,1,8,3,0.66,0.6061,0.83,0,0,6,4
13776,3,1,8,4,0.66,0.6061,0.83,0,0,9,43
13777,3,1,8,5,0.66,0.5909,0.89,0.1343,4,41,41
13778,3,1,8,6,0.66,0.6061,0.83,0,6,183,6
13779,3,1,8,7,0.7,0.6667,0.79,0,21,473,65
13780,3,1,8,8,0.72,0.697,0.74,0.1045,21,739,81
13781,3,1,8,9,0.76,0.7273,0.66,0.1045,31,343,38
13782,3,1,8,10,0.8,0.7576,0.55,0,51,181,57
13783,3,1,8,11,0.82,0.7727,0.52,0.1045,59,226,85
13784,3,1,8,12,0.84,0.7576,0.44,0.1343,56,286,43
13785,3,1,8,13,0.86,0.7879,0.44,0.2239,98,310,58
13786,3,1,8,14,0.86,0.7879,0.41,0.1343,54,225,50
13787,3,1,8,15,0.78,0.7424,0.62,0.4627,68,270,51
13788,3,1,8,16,0.82,0.7576,0.46,0.194,71,406,88
13789,3,1,8,17,0.82,0.7727,0.52,0.2537,90,865,99
13790,3,1,8,18,0.8,0.7727,0.59,0.2239,86,767,59
13791,3,1,8,19,0.8,0.7879,0.63,0.1642,98,607,6
13792,3,1,8,20,0.78,0.7576,0.66,0,51,427,90
13793,3,1,8,21,0.76,0.7273,0.66,0.2239,41,342,8
13794,3,1,8,22,0.74,0.697,0.7,0.194,35,262,27
13795,3,1,8,23,0.72,0.6818,0.7,0.2537,25,177,74
13796,3,1,8,0,0.72,0.6818,0.7,0.194,15,71,93
13797,3,1,8,1,0.7,0.6667,0.74,0.194,11,43,40
13798,3,1,8,2,0.68,0.6364,0.79,0.2239,0,14,45
13799,3,1,8,3,0.68,0.6364,0.79,0.2239,1,6,18
13800,3,1,8,4,0.66,0.6061,0.83,0.2537,1,12,22
13801,3,1,8,5,0.66,0.6061,0.83,0.1642,2,37,64
13802,3,1,8,6,0.66,0.6061,0.83,0.2239,5,163,76
13803,3,1,8,7,0.7,0.6667,0.74,0.1045,25,421,86
13804,3,1,8,8,0.72,0.6818,0.7,0.1343,32,668,89
13805,3,1,8,9,0.74,0.697,0.66,0.1045,69,396,86
13806,3,1,8,10,0.8,0.7424,0.52,0.194,82,249,9
13807,3,1,8,11,0.84,0.7879,0.49,0.2836,77,263,77
13808,3,1,8,12,0.86,0.8182,0.5,0.2985,95,338,71
13809,3,1,8,13,0.86,0.803,0.47,0.2836,98,345,29
13810,3,1,8,14,0.86,0.7879,0.44,0.2537,102,331,61
13811,3,1,8,15,0.88,0.8182,0.42,0.2537,112,380,71
13812,3,1,8,16,0.86,0.7879,0.41,0.2239,112,492,49
13813,3,1,8,17,0.84,0.803,0.53,0.2836,95,741,93
13814,3,1,8,18,0.82,0.803,0.59,0.2537,98,671,29
13815,3,1,8,19,0.8,0.7879,0.63,0.2239,81,469,27
13816,3,1,8,20,0.78,0.7576,0.66,0.2239,89,389,93
13817,3,1,8,21,0.76,0.7273,0.66,0.194,54,278,73
13818,3,1,8,22,0.76,0.7273,0.7,0.2537,46,202,78
13819,3,1,8,23,0.74,0.7121,0.79,0.1343,26,196,51
13820,3,1,8,0,0.74,0.7121,0.79,0.1642,24,161,40
13821,3,1,8,1,0.72,0.7121,0.84,0.194,23,122,5
13822,3,1,8,2,0.72,0.7121,0.84,0.1343,20,84,28
13823,3,1,8,3,0.72,0.7121,0.84,0.1343,11,30,3
13824,3,1,8,4,0.72,0.697,0.79,0.194,2,13,71
13825,3,1,8,5,0.7,0.6667,0.84,0.2239,1,17,19
13826,3,1,8,6,0.7,0.6667,0.84,0.2239,12,49,19
13827,3,1,8,7,0.72,0.697,0.77,0.1642,18,67,8
13828,3,1,8,8,0.74,0.7273,0.72,0.194,49,181,51
13829,3,1,8,9,0.78,0.7576,0.65,0.2239,61,278,27
13830,3,1,8,10,0.82,0.7727,0.57,0.194,108,396,38
13831,3,1,8,11,0.86,0.803,0.47,0.2537,155,470,34
13832,3,1,8,12,0.86,0.7879,0.4,0.3582,222,547,49
13833,3,1,8,13,0.88,0.8182,0.42,0.2985,195,527,16
13834,3,1,8,14,0.88,0.803,0.4,0.3881,183,472,98
13835,3,1,8,15,0.88,0.8182,0.42,0.4179,205,489,32
13836,3,1,8,16,0.9,0.8182,0.39,0.2985,197,450,12
13837,3,1,8,17,0.88,0.7879,0.37,0.2985,179,492,52
13838,3,1,8,18,0.86,0.7879,0.41,0.3284,169,490,38
13839,3,1,8,19,0.82,0.7727,0.52,0.3582,133,397,34
13840,3,1,8,20,0.82,0.7727,0.52,0.2985,117,312,65
13841,3,1,8,21,0.8,0.7727,0.59,0.2537,96,289,35
13842,3,1,8,22,0.76,0.7273,0.66,0.2836,104,269,49
13843,3,1,8,23,0.76,0.7273,0.66,0.2985,61,222,1
13844,3,1,8,0,0.74,0.697,0.7,0.2836,32,153,70
13845,3,1,8,1,0.74,0.697,0.7,0.2537,8,87,11
13846,3,1,8,2,0.74,0.697,0.7,0.2985,5,73,60
13847,3,1,8,3,0.72,0.697,0.74,0.2537,9,41,46
13848,3,1,8,4,0.72,0.697,0.74,0.2537,3,14,52
13849,3,1,8,5,0.72,0.697,0.74,0.2537,1,19,33
13850,3,1,8,6,0.72,0.697,0.79,0.2537,7,19,57
13851,3,1,8,7,0.74,0.7121,0.74,0.2985,18,68,37
13852,3,1,8,8,0.76,0.7273,0.66,0.3284,27,108,10
13853,3,1,8,9,0.8,0.7727,0.59,0.3582,61,229,27
13854,3,1,8,10,0.8,0.7727,0.59,0.4179,111,364,57
13855,3,1,8,11,0.82,0.7879,0.56,0.4179,155,437,99
13856,3,1,8,12,0.86,0.803,0.47,0.5224,161,491,99
13857,3,1,8,13,0.88,0.8182,0.44,0.4627,208,523,3
13858,3,1,8,14,0.9,0.8485,0.42,0.4627,161,526,21
13859,3,1,8,15,0.9,0.8182,0.37,0.5224,164,450,3
13860,3,1,8,16,0.82,0.7576,0.46,0.2537,143,421,2
13861,3,1,8,17,0.82,0.7576,0.46,0.2537,122,382,56
13862,3,1,8,18,0.7,0.6667,0.74,0.1343,75,229,48
13863,3,1,8,19,0.7,0.6667,0.84,0.2239,46,185,95
13864,3,1,8,20,0.7,0.6667,0.84,0.1045,53,193,45
13865,3,1,8,21,0.72,0.697,0.79,0.1045,51,208,23
13866,3,1,8,22,0.72,0.697,0.79,0.0896,57,157,59
13867,3,1,8,23,0.72,0.697,0.79,0.1642,29,87,60
13868,3,1,8,0,0.72,0.697,0.79,0,9,33,71
13869,3,1,8,1,0.72,0.697,0.79,0.0896,1,11,41
13870,3,1,8,2,0.72,0.697,0.79,0.1343,0,5,89
13871,3,1,8,3,0.72,0.697,0.79,0.0896,0,5,90
13872,3,1,8,4,0.72,0.697,0.74,0.1343,3,11,29
13873,3,1,8,5,0.7,0.6667,0.79,0.194,2,25,52
13874,3,1,8,6,0.7,0.6667,0.79,0.2239,4,141,35
13875,3,1,8,7,0.72,0.6818,0.7,0.194,14,407,3
13876,3,1,8,8,0.7,0.6667,0.79,0,27,605,59
13877,3,1,8,9,0.7,0.6667,0.79,0.1642,28,276,48
13878,3,1,8,10,0.74,0.697,0.7,0.2239,54,213,99
13879,3,1,8,11,0.76,0.7273,0.66,0.1343,108,260,85
13880,3,1,8,12,0.78,0.7273,0.55,0.0896,72,285,55
13881,3,1,8,13,0.8,0.7424,0.49,0.2239,85,289,93
13882,3,1,8,14,0.82,0.7576,0.46,0,99,287,91
13883,3,1,8,15,0.82,0.7576,0.46,0.1343,91,274,86
13884,3,1,8,16,0.84,0.7576,0.41,0.1045,88,451,62
13885,3,1,8,17,0.82,0.7424,0.41,0,112,858,58
13886,3,1,8,18,0.82,0.7424,0.41,0.1343,100,843,20
13887,3,1,8,19,0.78,0.7424,0.59,0.194,109,640,35
13888,3,1,8,20,0.76,0.7273,0.66,0.1642,89,457,99
13889,3,1,8,21,0.74,0.697,0.7,0.194,72,317,69
13890,3,1,8,22,0.74,0.697,0.7,0.0896,50,207,42
13891,3,1,8,23,0.72,0.697,0.74,0.194,16,113,28
13892,3,1,8,0,0.7,0.6667,0.84,0.194,15,47,22
13893,3,1,8,1,0.7,0.6667,0.84,0.1343,2,18,30
13894,3,1,8,2,0.7,0.6667,0.84,0.1343,6,13,21
13895,3,1,8,3,0.7,0.6667,0.84,0,0,6,98
13896,3,1,8,4,0.68,0.6364,0.83,0.1343,2,9,60
13897,3,1,8,5,0.7,0.6667,0.79,0.1045,3,36,76
13898,3,1,8,6,0.7,0.6667,0.79,0.194,3,179,44
13899,3,1,8,7,0.7,0.6667,0.74,0.1343,21,502,61
13900,3,1,8,8,0.7,0.6515,0.7,0.1642,41,705,75
13901,3,1,8,9,0.7,0.6667,0.74,0.1343,44,327,38
13902,3,1,8,10,0.74,0.697,0.7,0.1343,89,250,55
13903,3,1,8,11,0.76,0.7273,0.66,0.0896,84,214,42
13904,3,1,8,12,0.8,0.7576,0.55,0.1343,86,283,85
13905,3,1,8,13,0.8,0.7424,0.52,0.194,68,253,61
13906,3,1,8,14,0.82,0.7576,0.46,0,76,261,96
13907,3,1,8,15,0.8,0.7424,0.52,0,100,306,82
13908,3,1,8,16,0.76,0.7273,0.66,0.2836,101,445,51
13909,3,1,8,17,0.78,0.7424,0.62,0.1343,125,868,95
13910,3,1,8,18,0.76,0.7121,0.62,0.1642,103,814,52
13911,3,1,8,19,0.76,0.7273,0.66,0.1045,104,610,22
13912,3,1,8,20,0.74,0.697,0.7,0.1343,74,448,8
13913,3,1,8,21,0.72,0.697,0.74,0,70,317,42
13914,3,1,8,22,0.72,0.697,0.74,0.1045,43,224,76
13915,3,1,8,23,0.72,0.697,0.79,0,18,138,41
13916,3,1,8,0,0.7,0.6667,0.84,0,12,58,93
13917,3,1,8,1,0.72,0.697,0.79,0,3,23,0
13918,3,1,8,2,0.7,0.6667,0.84,0,1,6,63
13919,3,1,8,3,0.7,0.6667,0.84,0,1,7,66
13920,3,1,8,4,0.7,0.6667,0.84,0,1,7,87
13921,3,1,8,5,0.68,0.6364,0.89,0.1642,3,43,22
13922,3,1,8,6,0.7,0.6667,0.84,0.1642,4,173,86
13923,3,1,8,7,0.7,0.6667,0.84,0.1642,24,482,29
13924,3,1,8,8,0.74,0.7273,0.72,0.0896,48,737,16
13925,3,1,8,9,0.76,0.7273,0.66,0,33,341,38
13926,3,1,8,10,0.8,0.7424,0.52,0.1343,63,214,94
13927,3,1,8,11,0.8,0.7424,0.52,0,80,239,23
13928,3,1,8,12,0.8,0.7424,0.52,0,63,280,18
13929,3,1,8,13,0.8,0.7424,0.52,0,101,313,3
13930,3,1,8,14,0.8,0.7424,0.52,0.2537,63,236,67
13931,3,1,8,15,0.84,0.7576,0.44,0.194,110,278,49
13932,3,1,8,16,0.8,0.7424,0.49,0.2836,113,441,27
13933,3,1,8,17,0.8,0.7576,0.55,0.2836,107,858,58
13934,3,1,8,18,0.78,0.7273,0.55,0.1642,117,862,92
13935,3,1,8,19,0.76,0.7273,0.66,0.2239,119,686,56
13936,3,1,8,20,0.74,0.697,0.66,0.194,76,500,84
13937,3,1,8,21,0.74,0.697,0.66,0.1045,70,381,28
13938,3,1,8,22,0.72,0.697,0.74,0.1045,35,233,73
13939,3,1,8,23,0.72,0.6818,0.7,0.1343,16,136,98
13940,3,1,8,0,0.72,0.697,0.74,0.194,16,67,41
13941,3,1,8,1,0.7,0.6667,0.79,0.1343,5,28,0
13942,3,1,8,2,0.7,0.6667,0.84,0.0896,2,14,12
13943,3,1,8,3,0.68,0.6364,0.83,0.0896,1,6,50
13944,3,1,8,4,0.68,0.6364,0.89,0.1343,0,10,66
13945,3,1,8,5,0.66,0.5909,0.94,0,4,41,77
13946,3,1,8,6,0.66,0.6061,0.83,0.1642,5,167,51
13947,3,1,8,7,0.7,0.6667,0.84,0.1642,24,475,80
13948,3,1,8,8,0.72,0.697,0.74,0.1045,28,698,74
13949,3,1,8,9,0.76,0.7273,0.66,0.1642,54,353,0
13950,3,1,8,10,0.8,0.7576,0.55,0.2239,72,205,27
13951,3,1,8,11,0.84,0.7576,0.44,0,94,260,39
13952,3,1,8,12,0.84,0.7576,0.44,0.1045,85,277,99
13953,3,1,8,13,0.86,0.7879,0.41,0.1045,80,281,69
13954,3,1,8,14,0.88,0.7727,0.32,0.2239,86,247,23
13955,3,1,8,15,0.88,0.7727,0.32,0.2239,63,267,89
13956,3,1,8,16,0.86,0.7727,0.39,0.2537,97,417,28
13957,3,1,8,17,0.86,0.7576,0.36,0.2537,111,810,18
13958,3,1,8,18,0.82,0.7576,0.46,0.2537,78,811,29
13959,3,1,8,19,0.8,0.7576,0.55,0.194,90,623,70
13960,3,1,8,20,0.7,0.6515,0.54,0.2836,91,478,21
13961,3,1,8,21,0.7,0.6515,0.58,0.1642,50,336,70
13962,3,1,8,22,0.66,0.6212,0.69,0.2239,41,259,72
13963,3,1,8,23,0.66,0.6212,0.74,0,19,156,74
13964,3,1,8,0,0.7,0.6515,0.65,0.0896,17,85,21
13965,3,1,8,1,0.7,0.6515,0.65,0.1045,6,41,1
13966,3,1,8,2,0.7,0.6667,0.74,0.1642,6,20,50
13967,3,1,8,3,0.72,0.697,0.79,0.194,3,9,52
13968,3,1,8,4,0.7,0.6667,0.84,0.2836,0,7,20
13969,3,1,8,5,0.7,0.6667,0.84,0.2836,4,33,73
13970,3,1,8,6,0.64,0.5758,0.89,0.2985,3,44,5
13971,3,1,8,7,0.64,0.5758,0.89,0.1045,5,133,34
13972,3,1,8,8,0.62,0.5455,0.91,0.1642,7,119,77
13973,3,1,8,9,0.64,0.5758,0.89,0,21,220,77
13974,3,1,8,10,0.66,0.5909,0.89,0.1045,27,193,26
13975,3,1,8,11,0.68,0.6364,0.79,0.1343,73,251,6
13976,3,1,8,12,0.74,0.697,0.66,0.3582,75,315,89
13977,3,1,8,13,0.76,0.7121,0.58,0.3582,66,290,7
13978,3,1,8,14,0.76,0.7121,0.58,0.3582,71,307,51
13979,3,1,8,15,0.8,0.7424,0.52,0.4478,100,324,100
13980,3,1,8,16,0.78,0.7273,0.55,0.2985,96,467,5
13981,3,1,8,17,0.8,0.7424,0.52,0.2836,111,730,49
13982,3,1,8,18,0.76,0.7121,0.62,0.2985,88,640,72
13983,3,1,8,19,0.76,0.7121,0.62,0.2836,98,492,71
13984,3,1,8,20,0.74,0.697,0.66,0.2985,55,370,73
13985,3,1,8,21,0.74,0.697,0.66,0.2537,50,286,82
13986,3,1,8,22,0.72,0.697,0.74,0.2836,50,218,43
13987,3,1,8,23,0.72,0.6818,0.7,0.2836,33,192,34
13988,3,1,8,0,0.7,0.6515,0.7,0.2836,38,180,86
13989,3,1,8,1,0.66,0.6212,0.74,0.2239,32,116,7
13990,3,1,8,2,0.64,0.5909,0.78,0.194,19,85,22
13991,3,1,8,3,0.62,0.5758,0.83,0.1642,2,21,30
13992,3,1,8,4,0.62,0.5758,0.83,0.1045,3,10,5
13993,3,1,8,5,0.62,0.5606,0.88,0.1045,2,11,66
13994,3,1,8,6,0.62,0.5606,0.88,0.1045,5,23,59
13995,3,1,8,7,0.64,0.5758,0.83,0.0896,8,62,66
13996,3,1,8,8,0.66,0.6061,0.83,0.1045,30,162,99
13997,3,1,8,9,0.68,0.6364,0.79,0.194,54,271,33
13998,3,1,8,10,0.72,0.6818,0.62,0.0896,125,407,80
13999,3,1,8,11,0.74,0.697,0.66,0.1642,203,499,42
14000,3,1,8,12,0.76,0.7121,0.58,0.2239,214,546,15
14001,3,1,8,13,0.8,0.7424,0.49,0.3582,228,569,14
14002,3,1,8,14,0.8,0.7424,0.49,0.2985,248,538,81
14003,3,1,8,15,0.8,0.7273,0.46,0.2836,246,562,68
14004,3,1,8,16,0.8,0.7273,0.46,0.2985,227,531,54
14005,3,1,8,17,0.74,0.697,0.66,0.3582,220,512,81
14006,3,1,8,18,0.7,0.6667,0.74,0.2985,107,300,1
14007,3,1,8,19,0.66,0.5909,0.89,0.1045,97,275,57
14008,3,1,8,20,0.66,0.5909,0.89,0.4179,31,160,42
14009,3,1,8,21,0.66,0.5909,0.89,0.1642,26,128,14
14010,3,1,8,22,0.66,0.5909,0.89,0.1642,40,168,63
14011,3,1,8,23,0.66,0.6061,0.78,0.1642,42,163,23
14012,3,1,8,0,0.64,0.6061,0.73,0.1343,24,120,56
14013,3,1,8,1,0.62,0.5909,0.78,0.1343,21,113,51
14014,3,1,8,2,0.64,0.6061,0.69,0.1343,19,86,43
14015,3,1,8,3,0.62,0.5909,0.73,0.0896,11,48,11
14016,3,1,8,4,0.64,0.6061,0.69,0.0896,2,10,73
14017,3,1,8,5,0.64,0.6212,0.61,0.194,1,10,21
14018,3,1,8,6,0.64,0.6061,0.65,0.1642,2,16,14
14019,3,1,8,7,0.64,0.6061,0.65,0.1343,9,39,100
14020,3,1,8,8,0.66,0.6212,0.54,0.2239,35,119,65
14021,3,1,8,9,0.7,0.6515,0.48,0.2239,64,217,34
14022,3,1,8,10,0.7,0.6515,0.51,0.1642,88,328,93
14023,3,1,8,11,0.74,0.6667,0.42,0.1642,167,449,86
14024,3,1,8,12,0.74,0.6667,0.42,0.194,163,505,77
14025,3,1,8,13,0.78,0.697,0.4,0,178,543,64
14026,3,1,8,14,0.76,0.6818,0.4,0.194,213,579,10
14027,3,1,8,15,0.76,0.6818,0.4,0.1343,235,577,2
14028,3,1,8,16,0.76,0.6818,0.4,0.1045,213,513,31
14029,3,1,8,17,0.8,0.697,0.33,0,186,505,96
14030,3,1,8,18,0.78,0.6818,0.35,0.1045,164,491,83
14031,3,1,8,19,0.74,0.6515,0.4,0.1343,148,465,84
14032,3,1,8,20,0.72,0.6515,0.45,0,96,300,56
14033,3,1,8,21,0.72,0.6667,0.51,0.0896,78,220,65
14034,3,1,8,22,0.7,0.6515,0.58,0.1343,40,181,13
14035,3,1,8,23,0.68,0.6364,0.61,0,25,110,9
14036,3,1,8,0,0.66,0.6212,0.65,0.1045,14,47,67
14037,3,1,8,1,0.66,0.6212,0.65,0.0896,3,14,1
14038,3,1,8,2,0.64,0.6061,0.69,0.1045,1,9,63
14039,3,1,8,3,0.64,0.6061,0.69,0,1,6,72
14040,3,1,8,4,0.64,0.6061,0.69,0.1045,0,11,85
14041,3,1,8,5,0.64,0.6061,0.69,0.1045,3,36,49
14042,3,1,8,6,0.62,0.5909,0.73,0.0896,4,159,86
14043,3,1,8,7,0.66,0.6212,0.65,0.1343,11,436,2
14044,3,1,8,8,0.72,0.6667,0.51,0.0896,25,673,19
14045,3,1,8,9,0.74,0.6667,0.45,0,40,305,86
14046,3,1,8,10,0.76,0.6818,0.4,0,88,199,75
14047,3,1,8,11,0.76,0.6818,0.4,0.0896,94,245,100
14048,3,1,8,12,0.78,0.697,0.4,0.194,96,276,20
