instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature1,feature2,feature3,feature4,feature5
14925,3,1,9,1,0.54,0.5152,0.68,0.2537,0,12,10,990,235,572,228
14926,3,1,9,2,0.54,0.5152,0.64,0.3284,0,3,32,620,99,712,194
14927,3,1,9,3,0.52,0.5,0.63,0.2537,1,5,19,502,194,605,244
14928,3,1,9,4,0.52,0.5,0.68,0.3582,0,10,54,974,52,660,293
14929,3,1,9,5,0.52,0.5,0.68,0.2836,2,56,26,556,66,725,414
14930,3,1,9,6,0.52,0.5,0.63,0.2537,6,172,0,607,106,613,109
14931,3,1,9,7,0.52,0.5,0.63,0.2239,16,545,40,781,154,662,104
14932,3,1,9,8,0.52,0.5,0.59,0.2239,39,797,25,834,100,721,148
14933,3,1,9,9,0.54,0.5152,0.6,0.2537,26,362,100,908,200,661,173
14934,3,1,9,10,0.56,0.5303,0.52,0.194,23,192,95,921,249,536,5
14935,3,1,9,11,0.6,0.6212,0.43,0.2537,44,247,39,972,17,718,415
14936,3,1,9,12,0.6,0.6212,0.43,0.2537,53,313,7,991,241,742,182
14937,3,1,9,13,0.6,0.6212,0.4,0.2537,55,289,27,979,136,624,375
14938,3,1,9,14,0.62,0.6212,0.38,0.2537,59,286,18,706,39,527,36
14939,3,1,9,15,0.62,0.6212,0.35,0,57,311,22,947,65,563,496
14940,3,1,9,16,0.62,0.6212,0.35,0,69,466,15,713,232,610,402
14941,3,1,9,17,0.6,0.6212,0.38,0.2239,74,886,24,693,121,600,107
14942,3,1,9,18,0.58,0.5455,0.4,0.2836,85,892,34,712,211,516,387
14943,3,1,9,19,0.56,0.5303,0.43,0.2239,72,611,74,763,10,676,51
14944,3,1,9,20,0.52,0.5,0.48,0.1642,31,409,78,698,55,741,302
14945,3,1,9,21,0.5,0.4848,0.59,0.1642,25,349,30,551,15,707,417
14946,3,1,9,22,0.5,0.4848,0.63,0.0896,31,229,93,626,70,685,243
14947,3,1,9,23,0.48,0.4697,0.67,0.0896,17,123,95,682,178,669,488
14948,3,1,9,0,0.5,0.4848,0.63,0,12,58,40,823,34,564,309
14949,3,1,9,1,0.46,0.4545,0.72,0.1045,4,18,33,672,250,595,197
14950,3,1,9,2,0.46,0.4545,0.72,0.0896,2,11,88,575,74,602,53
14951,3,1,9,3,0.44,0.4394,0.77,0,0,6,14,830,240,581,496
14952,3,1,9,4,0.44,0.4394,0.77,0.1045,0,6,32,654,92,684,331
14953,3,1,9,5,0.44,0.4394,0.77,0.1045,4,56,22,994,140,641,423
14954,3,1,9,6,0.44,0.4394,0.77,0,9,170,42,856,24,504,248
14955,3,1,9,7,0.46,0.4545,0.82,0.1045,20,534,1,780,91,526,126
14956,3,1,9,8,0.5,0.4848,0.68,0.0896,44,790,90,709,171,748,79
14957,3,1,9,9,0.56,0.5303,0.6,0.0896,25,355,80,774,235,599,466
14958,3,1,9,10,0.58,0.5455,0.53,0.0896,33,190,89,912,175,572,88
14959,3,1,9,11,0.62,0.6212,0.43,0,37,243,58,538,25,620,357
14960,3,1,9,12,0.62,0.6212,0.43,0.1343,57,290,60,793,159,567,457
14961,3,1,9,13,0.64,0.6212,0.44,0.1343,68,336,11,640,104,549,310
14962,3,1,9,14,0.64,0.6212,0.47,0.194,76,298,80,589,134,707,118
14963,3,1,9,15,0.66,0.6212,0.47,0.194,60,291,14,748,131,742,133
14964,3,1,9,16,0.64,0.6212,0.47,0.1642,72,457,60,603,221,578,120
14965,3,1,9,17,0.64,0.6212,0.5,0.2239,91,976,10,651,97,640,378
14966,3,1,9,18,0.6,0.6212,0.56,0.2537,119,900,20,860,219,642,270
14967,3,1,9,19,0.58,0.5455,0.6,0.2239,69,603,29,616,29,578,54
14968,3,1,9,20,0.56,0.5303,0.64,0.1343,57,417,23,686,46,608,109
14969,3,1,9,21,0.56,0.5303,0.64,0.194,28,274,85,963,199,608,73
14970,3,1,9,22,0.54,0.5152,0.73,0.1045,35,287,100,948,115,536,281
14971,3,1,9,23,0.54,0.5152,0.68,0.1045,17,154,38,659,83,660,33
14972,3,1,9,0,0.54,0.5152,0.68,0,13,66,49,739,170,569,146
14973,3,1,9,1,0.52,0.5,0.72,0,11,49,63,507,125,687,64
14974,3,1,9,2,0.52,0.5,0.72,0,6,14,12,854,225,523,112
14975,3,1,9,3,0.5,0.4848,0.77,0.0896,1,12,82,720,36,612,327
14976,3,1,9,4,0.5,0.4848,0.77,0,1,10,81,840,12,685,105
14977,3,1,9,5,0.5,0.4848,0.82,0,2,49,62,546,79,613,230
14978,3,1,9,6,0.5,0.4848,0.77,0.0896,19,165,24,950,7,599,377
14979,3,1,9,7,0.52,0.5,0.77,0,35,503,79,750,15,600,349
14980,3,1,9,8,0.54,0.5152,0.73,0.1343,31,757,37,880,71,635,262
14981,3,1,9,9,0.58,0.5455,0.68,0.1343,35,383,82,891,218,738,248
14982,3,1,9,10,0.62,0.6061,0.61,0.2239,44,225,16,896,189,738,38
14983,3,1,9,11,0.66,0.6212,0.57,0.2239,79,321,77,641,195,710,10
14984,3,1,9,12,0.68,0.6364,0.57,0.1642,84,389,57,524,24,515,37
14985,3,1,9,13,0.7,0.6515,0.54,0.1642,105,421,89,681,99,654,113
14986,3,1,9,14,0.7,0.6515,0.54,0.2985,113,412,29,793,223,622,86
14987,3,1,9,15,0.7,0.6515,0.54,0.2239,90,423,59,543,231,615,450
14988,3,1,9,16,0.7,0.6515,0.54,0.194,103,567,16,813,170,563,364
14989,3,1,9,17,0.68,0.6364,0.57,0.2836,107,846,68,855,46,560,201
14990,3,1,9,18,0.66,0.6212,0.61,0.2537,106,805,77,952,173,678,327
14991,3,1,9,19,0.64,0.6061,0.65,0.2537,95,588,4,891,168,598,134
14992,3,1,9,20,0.62,0.6061,0.69,0.194,54,369,63,734,81,602,312
14993,3,1,9,21,0.6,0.5909,0.73,0.2537,46,312,45,719,90,622,214
14994,3,1,9,22,0.6,0.5909,0.73,0.194,47,295,78,810,190,642,174
14995,3,1,9,23,0.6,0.5909,0.73,0.3284,23,186,68,566,180,568,99
14996,3,1,9,0,0.6,0.5909,0.73,0.2836,32,172,9,784,109,720,297
14997,3,1,9,1,0.58,0.5455,0.83,0.2985,18,124,85,814,127,735,65
14998,3,1,9,2,0.56,0.5303,0.88,0.2537,10,83,12,988,22,678,488
14999,3,1,9,3,0.56,0.5303,0.83,0.2836,6,45,49,601,241,678,384
15000,3,1,9,4,0.56,0.5303,0.83,0.2836,5,15,92,647,6,715,464
15001,3,1,9,5,0.56,0.5303,0.83,0.3284,2,17,86,882,192,643,353
15002,3,1,9,6,0.56,0.5303,0.83,0.2985,6,41,70,513,206,572,62
15003,3,1,9,7,0.58,0.5455,0.78,0.2537,7,77,47,860,30,647,163
15004,3,1,9,8,0.6,0.5909,0.73,0.2985,21,218,77,862,49,504,389
15005,3,1,9,9,0.64,0.6061,0.69,0.2537,88,377,16,628,224,648,244
15006,3,1,9,10,0.66,0.6212,0.65,0.3284,124,474,97,696,183,528,205
15007,3,1,9,11,0.7,0.6515,0.58,0.2836,189,626,43,863,219,566,439
15008,3,1,9,12,0.72,0.6667,0.54,0.2985,228,688,84,502,189,548,313
15009,3,1,9,13,0.74,0.6667,0.51,0.3582,273,707,38,683,21,508,1
15010,3,1,9,14,0.76,0.6818,0.48,0.2836,250,654,69,921,57,621,150
15011,3,1,9,15,0.74,0.6667,0.48,0.3881,307,750,33,815,86,626,157
15012,3,1,9,16,0.74,0.6667,0.51,0.3284,253,680,31,608,147,522,427
15013,3,1,9,17,0.74,0.6667,0.51,0.3284,195,646,95,500,207,715,265
15014,3,1,9,18,0.72,0.6667,0.54,0.2836,171,598,47,587,49,505,292
15015,3,1,9,19,0.7,0.6515,0.58,0.194,99,407,0,756,97,660,202
15016,3,1,9,20,0.7,0.6515,0.54,0.2537,76,325,14,578,174,750,138
15017,3,1,9,21,0.64,0.6212,0.57,0.2537,59,261,73,612,182,686,274
15018,3,1,9,22,0.62,0.6212,0.57,0.194,59,239,10,697,22,686,390
15019,3,1,9,23,0.62,0.6212,0.5,0.194,34,171,14,670,89,526,31
15020,4,1,9,0,0.62,0.6212,0.38,0.2537,34,180,64,840,27,651,275
15021,4,1,9,1,0.54,0.5152,0.52,0.3582,23,142,25,928,96,507,219
15022,4,1,9,2,0.52,0.5,0.48,0.2537,18,95,93,901,104,642,91
15023,4,1,9,3,0.48,0.4697,0.55,0.2985,13,54,14,619,58,683,159
15024,4,1,9,4,0.46,0.4545,0.55,0.2239,1,10,78,563,197,726,5
15025,4,1,9,5,0.46,0.4545,0.59,0.2537,1,6,18,762,82,588,332
15026,4,1,9,6,0.44,0.4394,0.62,0.2537,5,16,44,818,247,624,422
15027,4,1,9,7,0.46,0.4545,0.59,0.2239,9,57,63,830,249,671,460
15028,4,1,9,8,0.48,0.4697,0.55,0.3582,38,175,18,660,188,516,365
15029,4,1,9,9,0.5,0.4848,0.51,0.3284,71,276,57,551,65,691,40
15030,4,1,9,10,0.54,0.5152,0.45,0.2537,138,489,17,810,65,665,276
15031,4,1,9,11,0.56,0.5303,0.46,0.2537,186,570,39,916,21,655,125
15032,4,1,9,12,0.56,0.5303,0.43,0.1045,250,776,95,586,130,650,202
15033,4,1,9,13,0.6,0.6212,0.38,0.1642,257,702,91,709,88,656,340
15034,4,1,9,14,0.6,0.6212,0.38,0.194,266,666,16,704,210,638,244
15035,4,1,9,15,0.6,0.6212,0.33,0.2239,265,640,24,639,71,532,207
15036,4,1,9,16,0.6,0.6212,0.33,0.3284,254,691,19,761,120,669,13
15037,4,1,9,17,0.56,0.5303,0.35,0.2985,227,723,3,995,239,555,34
15038,4,1,9,18,0.54,0.5152,0.37,0.194,135,540,67,878,121,699,480
15039,4,1,9,19,0.52,0.5,0.42,0.1642,82,413,57,789,88,573,427
15040,4,1,9,20,0.52,0.5,0.42,0.1642,60,252,66,963,68,576,359
15041,4,1,9,21,0.52,0.5,0.48,0.1045,51,196,48,783,82,713,468
15042,4,1,9,22,0.52,0.5,0.48,0,40,138,71,651,179,628,310
15043,4,1,9,23,0.5,0.4848,0.59,0.1045,30,100,62,815,110,569,93
15044,4,1,9,0,0.46,0.4545,0.63,0.194,10,64,48,512,42,655,225
15045,4,1,9,1,0.46,0.4545,0.67,0.1343,6,18,1,527,41,641,51
15046,4,1,9,2,0.46,0.4545,0.63,0.1343,0,8,19,821,113,613,462
15047,4,1,9,3,0.46,0.4545,0.63,0.1642,0,5,49,817,21,530,349
15048,4,1,9,4,0.44,0.4394,0.67,0.1045,0,8,51,796,151,691,190
15049,4,1,9,5,0.46,0.4545,0.63,0,2,37,77,600,126,666,28
15050,4,1,9,6,0.46,0.4545,0.59,0,6,168,2,672,228,729,244
15051,4,1,9,7,0.46,0.4545,0.67,0.1343,17,530,88,723,55,702,457
15052,4,1,9,8,0.5,0.4848,0.55,0.194,31,750,66,979,226,602,314
15053,4,1,9,9,0.52,0.5,0.52,0.194,42,328,70,917,157,543,381
15054,4,1,9,10,0.54,0.5152,0.49,0.2239,52,198,37,858,11,524,315
15055,4,1,9,11,0.56,0.5303,0.37,0.194,71,238,29,929,196,734,383
15056,4,1,9,12,0.56,0.5303,0.35,0.2985,77,342,20,536,83,626,154
15057,4,1,9,13,0.6,0.6212,0.31,0.2985,80,328,13,935,136,735,404
15058,4,1,9,14,0.6,0.6061,0.28,0,77,303,71,601,67,687,164
15059,4,1,9,15,0.6,0.6212,0.31,0,84,300,38,692,60,563,297
15060,4,1,9,16,0.58,0.5455,0.3,0.2537,99,516,23,739,21,642,214
15061,4,1,9,17,0.58,0.5455,0.3,0,89,898,83,930,67,730,151
15062,4,1,9,18,0.54,0.5152,0.37,0.1642,95,853,93,624,250,685,206
15063,4,1,9,19,0.52,0.5,0.39,0.1343,56,590,27,850,131,561,369
15064,4,1,9,20,0.52,0.5,0.52,0.1045,52,432,88,640,148,680,441
15065,4,1,9,21,0.5,0.4848,0.51,0.1343,26,256,49,804,9,598,87
15066,4,1,9,22,0.5,0.4848,0.51,0.2239,18,172,34,592,58,601,169
15067,4,1,9,23,0.46,0.4545,0.63,0.1343,11,94,11,976,175,619,354
15068,4,1,9,0,0.46,0.4545,0.67,0.1642,8,64,62,664,206,583,135
15069,4,1,9,1,0.44,0.4394,0.72,0.1343,2,13,61,975,35,733,436
15070,4,1,9,2,0.42,0.4242,0.77,0.1343,5,14,24,912,148,610,91
15071,4,1,9,3,0.42,0.4242,0.71,0.0896,2,5,64,742,234,722,484
15072,4,1,9,4,0.42,0.4242,0.71,0.1343,2,9,98,533,231,506,222
15073,4,1,9,5,0.42,0.4242,0.77,0.0896,1,47,84,743,186,573,118
15074,4,1,9,6,0.44,0.4394,0.77,0.2239,5,194,7,903,165,613,388
15075,4,1,9,7,0.44,0.4394,0.77,0.194,17,556,4,626,27,688,447
15076,4,1,9,8,0.48,0.4697,0.67,0.194,41,805,16,870,161,735,474
15077,4,1,9,9,0.54,0.5152,0.56,0.2537,28,409,24,811,5,700,73
15078,4,1,9,10,0.56,0.5303,0.52,0.2985,45,170,0,698,62,747,34
15079,4,1,9,11,0.6,0.6212,0.46,0.2985,63,218,63,872,133,697,429
15080,4,1,9,12,0.62,0.6212,0.43,0.2836,69,302,58,814,2,596,237
15081,4,1,9,13,0.64,0.6212,0.47,0.2537,48,305,72,942,84,735,30
15082,4,1,9,14,0.66,0.6212,0.39,0.3284,80,293,59,953,215,563,42
15083,4,1,9,15,0.66,0.6212,0.36,0.3284,56,303,6,654,37,676,238
15084,4,1,9,16,0.66,0.6212,0.39,0.2985,59,495,50,970,228,651,73
15085,4,1,9,17,0.66,0.6212,0.39,0.2836,107,967,20,724,162,705,497
15086,4,1,9,18,0.64,0.6212,0.41,0.2239,64,822,95,880,153,549,113
15087,4,1,9,19,0.62,0.6212,0.5,0.2537,49,539,77,613,18,663,308
15088,4,1,9,20,0.6,0.6212,0.56,0.2985,37,425,82,784,77,550,278
15089,4,1,9,21,0.6,0.6212,0.56,0.2985,34,297,47,745,177,532,421
15090,4,1,9,22,0.6,0.6212,0.56,0.2836,14,188,61,673,31,518,411
15091,4,1,9,23,0.6,0.6212,0.56,0.3284,9,98,2,645,83,660,458
15092,4,1,9,0,0.58,0.5455,0.64,0.2985,6,40,83,580,52,726,219
15093,4,1,9,1,0.58,0.5455,0.64,0.3284,10,29,63,737,4,552,188
15094,4,1,9,2,0.58,0.5455,0.64,0.2836,2,17,26,741,50,703,82
15095,4,1,9,3,0.58,0.5455,0.64,0.2836,4,10,45,512,180,619,298
15096,4,1,9,4,0.56,0.5303,0.73,0.2537,2,14,35,511,7,515,330
15097,4,1,9,5,0.56,0.5303,0.73,0.2239,1,36,72,813,198,569,399
15098,4,1,9,6,0.54,0.5152,0.73,0.194,3,182,0,591,22,666,350
15099,4,1,9,7,0.54,0.5152,0.77,0.1343,9,532,73,536,155,659,198
15100,4,1,9,8,0.56,0.5303,0.73,0.2985,30,838,41,632,153,743,183
15101,4,1,9,9,0.6,0.6061,0.64,0.194,27,334,62,596,196,660,367
15102,4,1,9,10,0.6,0.5909,0.73,0.2836,29,185,62,535,78,613,72
15103,4,1,9,11,0.64,0.6212,0.61,0.2537,46,227,30,908,113,737,100
15104,4,1,9,12,0.68,0.6364,0.61,0.2239,56,316,5,832,84,731,225
15105,4,1,9,13,0.7,0.6515,0.58,0.2239,67,340,92,554,116,512,346
15106,4,1,9,14,0.74,0.6667,0.48,0.2836,60,277,59,877,53,671,263
15107,4,1,9,15,0.74,0.6667,0.48,0.2985,69,300,44,924,35,652,59
15108,4,1,9,16,0.74,0.6667,0.45,0.2836,71,468,59,942,83,583,65
15109,4,1,9,17,0.74,0.6667,0.48,0.2985,77,953,81,556,31,642,75
15110,4,1,9,18,0.74,0.6667,0.48,0.2239,69,884,83,673,227,640,403
15111,4,1,9,19,0.7,0.6515,0.54,0.1642,38,627,88,735,169,524,284
15112,4,1,9,20,0.66,0.6212,0.69,0.194,45,434,68,868,200,690,410
15113,4,1,9,21,0.66,0.6212,0.65,0.194,32,360,75,709,39,510,25
15114,4,1,9,22,0.62,0.6061,0.69,0.194,21,215,52,814,124,636,134
15115,4,1,9,23,0.6,0.5758,0.78,0.2537,13,115,95,832,229,634,439
15116,4,1,9,0,0.6,0.5758,0.78,0.0896,5,65,50,912,212,564,14
15117,4,1,9,1,0.6,0.5758,0.78,0.0896,5,21,8,544,171,579,239
15118,4,1,9,2,0.6,0.5758,0.78,0.0896,3,16,43,660,78,689,202
15119,4,1,9,3,0.6,0.5758,0.78,0,0,7,56,713,137,503,349
15120,4,1,9,4,0.56,0.5303,0.94,0.1343,2,8,67,528,36,596,70
15121,4,1,9,5,0.58,0.5455,0.83,0,2,66,4,948,52,622,353
15122,4,1,9,6,0.56,0.5303,0.88,0.0896,5,169,68,700,31,651,378
15123,4,1,9,7,0.6,0.5758,0.78,0,12,558,61,930,248,514,150
15124,4,1,9,8,0.62,0.6061,0.71,0.0896,20,794,56,506,176,709,157
15125,4,1,9,9,0.66,0.6212,0.65,0,30,335,72,554,106,634,48
15126,4,1,9,10,0.7,0.6515,0.51,0.2836,40,208,71,682,33,544,121
15127,4,1,9,11,0.72,0.6667,0.51,0.1642,67,294,54,911,143,701,321
15128,4,1,9,12,0.74,0.6667,0.48,0.1343,63,335,2,695,166,567,63
15129,4,1,9,13,0.74,0.6667,0.48,0,61,326,28,935,198,521,336
15130,4,1,9,14,0.76,0.6818,0.45,0.0896,44,258,1,606,200,726,414
15131,4,1,9,15,0.76,0.6818,0.45,0,41,296,19,838,4,618,242
15132,4,1,9,16,0.72,0.6667,0.58,0.3284,73,472,63,856,156,543,369
15133,4,1,9,17,0.66,0.6212,0.69,0.2985,87,905,20,941,81,727,21
15134,4,1,9,18,0.66,0.6212,0.69,0.2239,77,899,5,949,131,698,27
15135,4,1,9,19,0.66,0.6212,0.65,0.1343,48,559,2,630,63,547,53
15136,4,1,9,20,0.64,0.6061,0.69,0.2239,45,457,17,931,96,573,274
15137,4,1,9,21,0.62,0.5758,0.83,0.2985,18,253,45,691,184,737,417
15138,4,1,9,22,0.62,0.5758,0.83,0.2985,2,47,51,957,97,742,377
15139,4,1,9,23,0.62,0.5758,0.83,0.1642,1,45,75,686,115,655,289
15140,4,1,9,0,0.6,0.5455,0.88,0.1642,2,17,83,837,132,567,27
15141,4,1,9,1,0.6,0.5455,0.88,0,0,13,32,636,191,685,307
15142,4,1,9,2,0.6,0.5455,0.88,0.2985,1,10,25,552,212,728,496
15143,4,1,9,3,0.6,0.5606,0.83,0.1343,0,7,29,797,214,730,26
15144,4,1,9,4,0.56,0.5303,0.88,0.1045,2,12,73,985,65,535,247
15145,4,1,9,5,0.56,0.5303,0.88,0,1,38,50,858,15,586,287
15146,4,1,9,6,0.56,0.5303,0.94,0.0896,2,138,39,810,163,694,33
15147,4,1,9,7,0.56,0.5303,0.94,0,10,394,94,817,62,583,418
15148,4,1,9,8,0.6,0.5606,0.83,0.0896,31,705,45,923,230,595,140
15149,4,1,9,9,0.62,0.5758,0.83,0.1045,27,426,16,901,156,654,136
15150,4,1,9,10,0.64,0.5909,0.78,0.1343,51,245,87,625,175,654,219
15151,4,1,9,11,0.66,0.6212,0.69,0,109,361,45,546,195,737,9
15152,4,1,9,12,0.7,0.6515,0.54,0.2537,94,380,7,833,52,667,16
15153,4,1,9,13,0.7,0.6515,0.51,0.2537,106,410,51,516,160,642,296
15154,4,1,9,14,0.7,0.6515,0.54,0.2537,105,399,1,860,90,536,228
15155,4,1,9,15,0.68,0.6364,0.54,0.2836,104,392,73,833,203,560,396
15156,4,1,9,16,0.66,0.6212,0.5,0.2239,83,502,93,757,168,532,469
15157,4,1,9,17,0.66,0.6212,0.54,0.2985,101,808,64,781,248,647,310
15158,4,1,9,18,0.64,0.6212,0.5,0.2239,58,667,33,591,40,638,81
15159,4,1,9,19,0.62,0.6212,0.5,0.2537,38,508,63,811,116,541,465
15160,4,1,9,20,0.6,0.6212,0.53,0.1642,32,336,44,716,70,700,485
15161,4,1,9,21,0.6,0.6212,0.53,0.194,32,237,38,550,179,706,185
15162,4,1,9,22,0.58,0.5455,0.53,0.2239,30,220,91,698,155,699,26
15163,4,1,9,23,0.56,0.5303,0.56,0.194,26,190,78,653,91,663,109
15164,4,1,9,0,0.54,0.5152,0.6,0.2239,15,149,28,965,97,616,100
15165,4,1,9,1,0.54,0.5152,0.6,0.2239,12,101,1,608,151,691,170
15166,4,1,9,2,0.54,0.5152,0.56,0.2239,12,92,34,767,98,519,196
15167,4,1,9,3,0.52,0.5,0.59,0.194,4,29,89,910,76,616,61
15168,4,1,9,4,0.52,0.5,0.59,0.2537,6,14,53,994,22,626,290
15169,4,1,9,5,0.5,0.4848,0.63,0.194,2,15,49,771,234,629,72
15170,4,1,9,6,0.5,0.4848,0.63,0.2537,4,37,64,985,160,706,291
15171,4,1,9,7,0.48,0.4697,0.67,0.2836,12,73,76,923,48,516,40
15172,4,1,9,8,0.5,0.4848,0.68,0.2836,37,211,89,659,116,641,241
15173,4,1,9,9,0.5,0.4848,0.63,0.194,69,332,90,698,249,734,448
15174,4,1,9,10,0.54,0.5152,0.56,0.2537,134,472,94,949,78,667,465
15175,4,1,9,11,0.56,0.5303,0.52,0.2836,217,663,99,698,23,645,83
15176,4,1,9,12,0.62,0.6212,0.41,0.2985,191,682,21,866,186,709,147
15177,4,1,9,13,0.62,0.6212,0.41,0.2985,233,686,12,544,176,673,169
15178,4,1,9,14,0.6,0.6212,0.4,0.2537,302,750,6,978,139,731,428
15179,4,1,9,15,0.6,0.6212,0.43,0.2537,271,727,1,659,116,660,236
15180,4,1,9,16,0.62,0.6212,0.41,0.2537,275,722,32,900,226,560,169
15181,4,1,9,17,0.6,0.6212,0.38,0.3582,256,712,57,946,13,651,396
15182,4,1,9,18,0.56,0.5303,0.46,0.194,174,594,38,825,246,549,140
15183,4,1,9,19,0.52,0.5,0.55,0.1642,119,470,82,744,218,549,153
15184,4,1,9,20,0.52,0.5,0.55,0.194,88,315,53,878,141,717,491
15185,4,1,9,21,0.52,0.5,0.55,0.1343,73,292,28,624,113,748,433
15186,4,1,9,22,0.5,0.4848,0.63,0.1045,48,221,96,871,130,675,170
15187,4,1,9,23,0.5,0.4848,0.59,0.0896,35,196,87,986,206,691,105
15188,4,1,9,0,0.5,0.4848,0.59,0,35,147,82,594,81,546,393
15189,4,1,9,1,0.5,0.4848,0.59,0,31,116,53,822,81,643,237
15190,4,1,9,2,0.48,0.4697,0.63,0,21,92,21,819,104,645,278
15191,4,1,9,3,0.46,0.4545,0.67,0.0896,17,58,78,652,89,737,326
15192,4,1,9,4,0.46,0.4545,0.67,0.0896,1,7,17,506,158,659,308
15193,4,1,9,5,0.44,0.4394,0.72,0,1,10,46,857,203,532,303
15194,4,1,9,6,0.44,0.4394,0.72,0.0896,2,22,97,623,13,636,237
15195,4,1,9,7,0.44,0.4394,0.77,0,14,57,34,507,154,530,494
15196,4,1,9,8,0.48,0.4697,0.67,0.1045,18,144,30,659,14,624,225
15197,4,1,9,9,0.52,0.5,0.63,0.1045,74,285,30,719,16,673,155
15198,4,1,9,10,0.58,0.5455,0.46,0.1642,160,479,2,827,96,608,426
15199,4,1,9,11,0.6,0.6212,0.43,0.2239,222,591,93,842,17,612,412
15200,4,1,9,12,0.62,0.6212,0.41,0.2985,206,680,87,531,56,677,227
15201,4,1,9,13,0.62,0.6212,0.41,0.2537,180,594,8,632,89,685,296
15202,4,1,9,14,0.62,0.6212,0.41,0.2537,208,612,22,940,102,640,278
15203,4,1,9,15,0.64,0.6212,0.36,0.2537,230,649,33,618,173,690,308
15204,4,1,9,16,0.64,0.6212,0.36,0.2239,202,648,46,901,224,599,63
15205,4,1,9,17,0.62,0.6212,0.35,0.2836,195,575,7,817,116,537,292
15206,4,1,9,18,0.52,0.5,0.59,0.4478,91,401,81,518,205,677,463
15207,4,1,9,19,0.5,0.4848,0.72,0.1343,34,257,57,669,52,631,235
15208,4,1,9,20,0.5,0.4848,0.72,0.1343,31,194,89,541,137,522,211
15209,4,1,9,21,0.5,0.4848,0.68,0,19,123,87,513,194,501,256
15210,4,1,9,22,0.48,0.4697,0.72,0,15,91,54,803,34,727,232
15211,4,1,9,23,0.48,0.4697,0.72,0.0896,8,57,88,873,7,596,461
15212,4,1,10,0,0.46,0.4545,0.72,0.1045,6,45,58,884,47,738,316
15213,4,1,10,1,0.44,0.4394,0.77,0.0896,5,18,100,504,191,667,203
15214,4,1,10,2,0.46,0.4545,0.72,0,6,12,3,589,199,722,104
15215,4,1,10,3,0.44,0.4394,0.77,0,1,7,99,826,158,674,61
15216,4,1,10,4,0.42,0.4242,0.82,0.1045,0,10,47,808,123,516,313
15217,4,1,10,5,0.44,0.4394,0.77,0,2,36,37,556,237,561,441
15218,4,1,10,6,0.44,0.4394,0.77,0.1045,8,155,8,896,114,696,111
15219,4,1,10,7,0.44,0.4394,0.77,0.1642,13,483,75,771,72,519,192
15220,4,1,10,8,0.46,0.4545,0.77,0.1045,40,784,47,934,223,592,207
15221,4,1,10,9,0.52,0.5,0.63,0,26,340,34,577,35,538,493
15222,4,1,10,10,0.54,0.5152,0.56,0,44,179,24,536,57,569,285
15223,4,1,10,11,0.58,0.5455,0.46,0,76,272,39,822,141,507,244
15224,4,1,10,12,0.6,0.6212,0.43,0.1642,61,323,9,945,0,655,499
15225,4,1,10,13,0.6,0.6212,0.43,0.1642,80,305,65,699,225,636,281
15226,4,1,10,14,0.6,0.6212,0.43,0.1045,51,244,74,920,172,538,312
15227,4,1,10,15,0.62,0.6212,0.43,0.1343,95,329,98,736,50,564,315
15228,4,1,10,16,0.62,0.6212,0.46,0.2537,51,459,93,686,13,742,438
15229,4,1,10,17,0.56,0.5303,0.6,0.2537,65,856,2,574,82,652,11
15230,4,1,10,18,0.56,0.5303,0.64,0.1045,42,613,26,690,219,654,274
15231,4,1,10,19,0.54,0.5152,0.68,0.1045,33,516,24,974,115,665,378
15232,4,1,10,20,0.54,0.5152,0.68,0,11,262,75,983,192,663,290
15233,4,1,10,21,0.54,0.5152,0.73,0.1343,13,218,1,912,190,560,180
15234,4,1,10,22,0.54,0.5152,0.77,0.0896,17,207,41,670,176,703,131
15235,4,1,10,23,0.54,0.5152,0.77,0,17,105,47,817,50,569,454
15236,4,1,10,0,0.56,0.5303,0.73,0,1,31,16,716,230,594,287
15237,4,1,10,1,0.54,0.5152,0.77,0.1045,0,11,75,709,147,643,241
15238,4,1,10,2,0.54,0.5152,0.77,0.1045,0,2,100,586,8,644,463
15239,4,1,10,3,0.54,0.5152,0.88,0.194,1,5,27,655,124,694,153
15240,4,1,10,4,0.56,0.5303,0.83,0.0896,2,10,57,818,59,524,286
15241,4,1,10,5,0.56,0.5303,0.83,0.1343,1,43,41,516,68,623,25
15242,4,1,10,6,0.58,0.5455,0.83,0.1045,3,179,23,912,120,704,327
15243,4,1,10,7,0.58,0.5455,0.83,0.1045,4,260,68,714,152,643,267
15244,4,1,10,8,0.6,0.5455,0.88,0,6,134,98,884,43,515,449
15245,4,1,10,9,0.58,0.5455,0.88,0.1343,3,86,94,659,51,516,446
15246,4,1,10,10,0.58,0.5455,0.88,0.1343,3,45,56,695,219,515,242
15247,4,1,10,11,0.58,0.5455,0.94,0.1343,7,99,91,651,93,562,19
15248,4,1,10,12,0.6,0.5455,0.88,0.194,6,104,47,686,182,726,68
15249,4,1,10,13,0.6,0.5455,0.88,0.1343,6,154,61,544,90,631,483
15250,4,1,10,14,0.6,0.5455,0.88,0.1343,16,163,41,823,200,660,247
15251,4,1,10,15,0.62,0.5758,0.83,0.1343,14,209,78,504,48,509,151
15252,4,1,10,16,0.62,0.5606,0.88,0.1343,46,374,18,910,55,500,95
