fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id,feature1
6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,8,4152,10
6.7,0.21,0.37,2.5,0.034,35,89,0.9913,3.25,0.5,11,7,4153,72
6.6,0.46,0.49,7.4,0.052,19,184,0.9956,3.11,0.38,9,5,4154,95
6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,6,4155,71
5.2,0.3,0.34,1.5,0.038,18,96,0.98942,3.56,0.48,13,8,4156,4
5,0.29,0.54,5.7,0.035,54,155,0.98976,3.27,0.34,12.9,8,4157,20
4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,5,4158,95
7.4,0.18,0.4,1.6,0.047,22,102,0.9937,3.28,0.44,10.7,5,4159,47
6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,7,4160,58
7,0.25,0.32,9,0.046,56,245,0.9955,3.25,0.5,10.4,6,4161,97
6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,7,4162,100
6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94,7,4163,43
6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,6,4164,61
6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7,4165,2
7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,6,4166,82
6.8,0.26,0.34,15.1,0.06,42,162,0.99705,3.24,0.52,10.5,3,4167,94
6.9,0.3,0.29,1.3,0.053,24,189,0.99362,3.29,0.54,9.9,4,4168,10
5.9,0.26,0.25,12.5,0.034,38,152,0.9977,3.33,0.43,9.4,5,4169,14
6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7,4170,94
6.2,0.21,0.28,5.7,0.028,45,121,0.99168,3.21,1.08,12.15,7,4171,83
6.1,0.17,0.28,2.5,0.028,22,98,0.99072,3.16,0.37,11.1,7,4172,51
6.8,0.35,0.32,2.4,0.048,35,103,0.9911,3.28,0.46,12,8,4173,87
5.6,0.34,0.25,2.5,0.046,47,182,0.99093,3.21,0.4,11.3,5,4174,74
7.8,0.25,0.28,7.2,0.04,46,179,0.99541,3.14,0.6,10.1,6,4175,36
7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,5,4176,61
7.2,0.27,0.74,12.5,0.037,47,156,0.9981,3.04,0.44,8.7,5,4177,52
7.9,0.25,0.35,6.7,0.039,22,64,0.99362,2.93,0.49,10.7,5,4178,64
7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,7,4179,9
7.9,0.3,0.27,8.5,0.036,20,112,0.9939,2.96,0.46,11.7,6,4180,1
6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,6,4181,2
5.8,0.17,0.3,1.4,0.037,55,130,0.9909,3.29,0.38,11.3,6,4182,86
7.1,0.23,0.39,13.7,0.058,26,172,0.99755,2.9,0.46,9,6,4183,8
8.8,0.23,0.74,3.2,0.042,15,126,0.9934,3.02,0.51,11.2,6,4184,5
6.5,0.27,0.4,10,0.039,74,227,0.99582,3.18,0.5,9.4,5,4185,52
8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,7,4186,65
6.2,0.26,0.37,7.1,0.047,54,201,0.99523,3.19,0.48,9.5,6,4187,61
9.4,0.26,0.53,1.2,0.047,25,109,0.9921,3.23,0.28,12.5,6,4188,47
5.8,0.23,0.2,2,0.043,39,154,0.99226,3.21,0.39,10.2,6,4189,68
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,4190,31
7.4,0.28,0.5,12.1,0.049,48,122,0.9973,3.01,0.44,9,5,4191,55
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,4192,20
7.7,0.42,0.38,8.1,0.061,49,144,0.9966,3.4,0.58,11,6,4193,41
7,0.14,0.4,1.7,0.035,16,85,0.9911,3.19,0.42,11.8,6,4194,61
6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6,4195,19
6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6,4196,54
6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,5,4197,24
6.2,0.28,0.41,5,0.043,50,188,0.99318,3.23,0.64,10.8,6,4198,7
6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,7,4199,34
6.6,0.17,0.3,1.1,0.031,13,73,0.99095,3.17,0.58,11,6,4200,15
7.4,0.2,0.29,1.7,0.047,16,100,0.99243,3.28,0.45,10.6,6,4201,42
7,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2,6,4202,97
6.3,0.27,0.38,0.9,0.051,7,140,0.9926,3.45,0.5,10.5,7,4203,22
6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6,4204,28
5.4,0.27,0.22,4.6,0.022,29,107,0.98889,3.33,0.54,13.8,6,4205,24
6.6,0.19,0.25,1.2,0.052,34,181,0.99352,3.3,0.42,9.4,7,4206,33
7.8,0.4,0.49,7.8,0.06,34,162,0.9966,3.26,0.58,11.3,6,4207,54
7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7,4208,42
7.7,0.31,0.36,4.3,0.026,15,87,0.99152,3.11,0.48,12,5,4209,76
7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,5,4210,52
7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,6,4211,62
8.2,0.24,0.3,2.3,0.05,23,106,0.99397,2.98,0.5,10,5,4212,73
6.7,0.3,0.35,1.4,0.18,36,160,0.9937,3.11,0.54,9.4,6,4213,88
5.7,0.28,0.24,17.5,0.044,60,167,0.9989,3.31,0.44,9.4,5,4214,84
6.6,0.19,0.28,1.1,0.044,38,100,0.9904,3.22,0.69,11.2,6,4215,13
5.9,0.18,0.28,1,0.037,24,88,0.99094,3.29,0.55,10.65,7,4216,45
6.3,0.36,0.2,2,0.048,48,191,0.9929,3.17,0.51,9.6,5,4217,63
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7,4218,82
7.3,0.13,0.31,2.3,0.054,22,104,0.9924,3.24,0.92,11.5,7,4219,94
5.7,0.43,0.3,5.7,0.039,24,98,0.992,3.54,0.61,12.3,7,4220,26
6.9,0.28,0.27,2.1,0.036,42,121,0.9926,3.42,0.49,10.8,7,4221,31
5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,6,4222,72
6.2,0.1,0.41,1,0.04,17,76,0.98988,3.14,0.56,11.4,7,4223,56
6.4,0.33,0.31,5.5,0.048,42,173,0.9951,3.19,0.66,9.3,6,4224,41
5.7,0.135,0.3,4.6,0.042,19,101,0.9946,3.31,0.42,9.3,6,4225,60
7.8,0.28,0.22,1.4,0.056,24,130,0.9944,3.28,0.48,9.5,5,4226,70
5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,6,4227,58
5.9,0.14,0.2,1.6,0.04,26,114,0.99105,3.25,0.45,11.4,6,4228,79
8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,8,4229,100
6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,7,4230,0
6.4,0.42,0.74,12.8,0.076,48,209,0.9978,3.12,0.58,9,6,4231,29
6.7,0.27,0.12,1.3,0.041,62,138,0.9921,3.21,0.42,10,6,4232,59
6.8,0.24,0.49,19.3,0.057,55,247,1.00055,3,0.56,8.7,5,4233,92
6.6,0.3,0.45,8,0.038,54,200,0.9956,3.18,0.48,9.5,5,4234,72
6.9,0.21,0.28,2.4,0.056,49,159,0.9944,3.02,0.47,8.8,8,4235,20
5.7,0.41,0.21,1.9,0.048,30,112,0.99138,3.29,0.55,11.2,6,4236,45
5.9,0.29,0.25,12,0.057,48,224,0.9981,3.23,0.41,9,6,4237,57
6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,6,4238,69
6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.8933333333333,7,4239,47
7,0.29,0.49,3.8,0.047,37,136,0.9938,2.95,0.4,9.4,6,4240,45
8,0.44,0.49,9.1,0.031,46,151,0.9926,3.16,0.27,12.7,8,4241,45
8,0.26,0.36,2,0.054,30,121,0.992,3.09,0.72,11.6,7,4242,35
8.2,0.26,0.44,1.3,0.046,7,69,0.9944,3.14,0.62,10.2,4,4243,92
7.7,0.49,1,19.6,0.03,28,135,0.9973,3.24,0.4,12,6,4244,68
6.5,0.25,0.27,15.2,0.049,75,217,0.9972,3.19,0.39,9.9,5,4245,4
5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6,4246,55
7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2,7,4247,23
7.6,0.2,0.31,1.4,0.047,41,142,0.9934,3.43,0.53,10.1,6,4248,32
5,0.24,0.21,2.2,0.039,31,100,0.99098,3.69,0.62,11.7,6,4249,78
7.5,0.19,0.49,1.6,0.047,42,140,0.9932,3.4,0.47,10.7,6,4250,27
6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,5,4251,68
6.8,0.27,0.22,8.1,0.034,55,203,0.9961,3.19,0.52,8.9,5,4252,99
7.6,0.22,0.34,9.7,0.035,26,143,0.9965,3.08,0.49,9.8,6,4253,12
7.1,0.28,0.19,7.8,0.04,48,184,0.99579,3.16,0.5,9.4,5,4254,98
6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,6,4255,61
6,0.27,0.26,1.3,0.038,32,138,0.99125,3.46,0.43,11.1,6,4256,29
7.8,0.32,0.33,10.4,0.031,47,194,0.99692,3.07,0.58,9.6,6,4257,42
6.7,0.34,0.26,1.9,0.038,58,138,0.9893,3,0.47,12.2,7,4258,58
6.9,0.39,0.22,4.3,0.03,10,102,0.993,3,0.87,11.6,4,4259,13
6.1,0.22,0.28,16.55,0.059,54,135,0.99665,3.2,0.38,10.5,5,4260,43
6.1,0.38,0.2,6.6,0.033,25,137,0.9938,3.3,0.69,10.4,6,4261,73
6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6,4262,94
7.1,0.26,0.19,8.2,0.051,53,187,0.996,3.16,0.52,9.7,5,4263,13
7.2,0.26,0.3,2.1,0.033,50,158,0.9909,3.33,0.43,12.1,7,4264,17
6.7,0.61,0.21,1.65,0.117,40,240,0.9938,3.11,0.57,9.3,5,4265,59
8.5,0.23,0.34,1.3,0.035,54,110,0.99176,3.07,0.55,11,7,4266,43
6,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1,5,4267,98
7.4,0.19,0.3,1.4,0.057,33,135,0.993,3.12,0.5,9.6,6,4268,86
6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,4269,38
6.3,0.16,0.22,1.3,0.046,18,66,0.99307,3.61,0.55,10.3,6,4270,88
5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,7,4271,23
7.5,0.38,0.56,9.7,0.055,15,170,0.99605,3.13,0.65,9.9,6,4272,16
7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,6,4273,52
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,4274,55
5.9,0.27,0.27,5,0.035,14,97,0.99058,3.1,0.33,11.8,7,4275,37
5.8,0.26,0.24,9.2,0.044,55,152,0.9961,3.31,0.38,9.4,5,4276,20
7,0.23,0.36,13,0.051,72,177,0.9972,3.16,0.49,9.8,5,4277,88
7.5,0.17,0.71,11.8,0.038,52,148,0.99801,3.03,0.46,8.9,5,4278,82
7.2,0.3,0.26,1.5,0.041,46,178,0.99154,3.19,0.56,11.3,6,4279,18
6.4,0.32,0.25,5,0.055,28,138,0.99171,3.27,0.5,12.4,8,4280,49
6.6,0.27,0.31,5.3,0.137,35,163,0.9951,3.2,0.38,9.3,5,4281,91
6.9,0.32,0.16,1.4,0.051,15,96,0.994,3.22,0.38,9.5,4,4282,83
8.9,0.27,0.34,10.7,0.029,19.5,166,0.99669,3.13,0.48,10.6,5,4283,2
8.1,0.24,0.33,10.2,0.048,46,141,0.9972,3.16,0.48,10.3,6,4284,97
6.6,0.36,0.28,6.1,0.029,12,93,0.99054,3.19,0.27,12.8,7,4285,7
5.6,0.41,0.24,1.9,0.034,10,53,0.98815,3.32,0.5,13.5,7,4286,78
6.9,0.32,0.13,7.8,0.042,11,117,0.996,3.23,0.37,9.2,5,4287,88
7.6,0.48,0.37,1.2,0.034,5,57,0.99256,3.05,0.54,10.4,3,4288,56
5.9,0.13,0.28,1.9,0.05,20,78,0.9918,3.43,0.64,10.8,6,4289,2
6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7,4290,74
7.4,0.18,0.27,1.3,0.048,26,105,0.994,3.52,0.66,10.6,6,4291,40
8,0.27,0.25,19.1,0.045,50,208,1.00051,3.05,0.5,9.2,6,4292,35
7.2,0.25,0.32,1.5,0.047,27,132,0.9933,3.26,0.44,10.5,5,4293,67
6.7,0.16,0.28,2.5,0.046,40,153,0.9921,3.38,0.51,11.4,7,4294,57
6.9,0.44,0.42,8.5,0.048,10,147,0.9974,3.32,0.46,9.5,6,4295,12
6,0.27,0.4,1.7,0.021,18,82,0.9891,3.24,0.95,13.1333333333333,6,4296,19
7.4,0.18,0.31,1.4,0.058,38,167,0.9931,3.16,0.53,10,7,4297,53
6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,7,4298,31
6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,6,4299,4
7.2,0.27,0.28,15.2,0.046,6,41,0.99665,3.17,0.39,10.9,6,4300,41
6,0.29,0.2,12.6,0.045,45,187,0.9972,3.33,0.42,9.5,5,4301,24
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,4302,37
6.9,0.24,0.33,1.7,0.035,47,136,0.99,3.26,0.4,12.6,7,4303,70
6.9,0.21,0.62,6.3,0.042,7,109,0.99358,2.96,0.59,10.2,6,4304,67
9.4,0.42,0.32,6.5,0.027,20,167,0.99479,3.08,0.43,10.6,5,4305,42
6.7,0.36,0.26,7.9,0.034,39,123,0.99119,2.99,0.3,12.2,7,4306,10
6.8,0.28,0.36,8,0.045,28,123,0.9928,3.02,0.37,11.4,6,4307,25
9.2,0.19,0.42,2,0.047,16,104,0.99517,3.09,0.66,10,4,4308,49
7.1,0.47,0.24,6,0.044,11,77,0.9956,3.21,0.56,9.7,5,4309,32
5.8,0.26,0.29,1,0.042,35,101,0.99044,3.36,0.48,11.4,7,4310,23
8.5,0.18,0.3,1.1,0.028,34,95,0.99272,2.83,0.36,10,4,4311,100
7.7,0.26,0.31,1.3,0.043,47,155,0.9937,3.42,0.5,10.1,6,4312,99
7,0.15,0.38,2.2,0.047,33,96,0.9928,3.13,0.39,10.4,8,4313,14
9.4,0.28,0.3,1.6,0.045,36,139,0.99534,3.11,0.49,9.3,5,4314,47
7.5,0.34,0.24,3.85,0.031,5,34,0.99098,3.01,0.36,11.8,4,4315,99
8.2,0.36,0.29,7.6,0.035,37,122,0.9939,3.16,0.34,12,5,4316,76
6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5,4317,79
7.2,0.37,0.15,2,0.029,27,87,0.9903,3.3,0.59,12.6,7,4318,77
6.4,0.18,0.35,1,0.045,39,108,0.9911,3.31,0.35,10.9,6,4319,9
7.2,0.4,0.49,1.1,0.048,11,138,0.9929,3.01,0.42,9.3,5,4320,79
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,4321,16
7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7,5,4322,44
6,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1,5,4323,45
6.2,0.35,0.29,7.3,0.044,56,244,0.9956,3.36,0.55,10,6,4324,71
5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5,4325,47
6.2,0.26,0.19,3.4,0.049,47,172,0.9924,3.14,0.43,10.4,6,4326,95
6.1,0.22,0.31,1.4,0.039,40,129,0.99193,3.45,0.59,10.9,5,4327,50
6.3,0.41,0.33,4.7,0.023,28,110,0.991,3.3,0.38,12.5,7,4328,43
5.2,0.36,0.02,1.6,0.031,24,104,0.9896,3.44,0.35,12.2,6,4329,18
6.4,0.28,0.45,8.6,0.057,47,223,0.99654,3.16,0.51,9.1,5,4330,2
8.5,0.23,0.28,11.1,0.033,30,97,0.99507,3.03,0.39,10.5,7,4331,45
7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4,5,4332,35
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,4333,48
5.7,0.1,0.27,1.3,0.047,21,100,0.9928,3.27,0.46,9.5,5,4334,61
7.2,0.24,0.27,1.4,0.038,31,122,0.9927,3.15,0.46,10.3,6,4335,0
6.4,0.16,0.25,1.4,0.057,21,125,0.99091,3.23,0.44,11.1,7,4336,19
7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10,7,4337,18
6.5,0.23,0.45,2.1,0.027,43,104,0.99054,3.02,0.52,11.3,6,4338,32
8.3,0.14,0.26,1.5,0.049,56,189,0.9946,3.21,0.62,9.5,6,4339,18
8,0.2,0.3,8.1,0.037,42,130,0.99379,3.1,0.67,11.8,6,4340,36
6.9,0.25,0.29,2.4,0.038,28,76,0.99088,3.01,0.36,11.7,7,4341,57
6.5,0.2,0.33,1.5,0.039,36,110,0.99008,3.22,0.65,12,6,4342,34
7.3,0.205,0.31,1.7,0.06,34,110,0.9963,3.72,0.69,10.5,6,4343,42
6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,6,4344,71
6.6,0.4,0.46,6.2,0.056,42,241,0.9968,3.5,0.6,9.9,5,4345,28
7.5,0.29,0.26,14.95,0.067,47,178,0.99838,3.04,0.49,9.2,4,4346,54
6.2,0.3,0.49,11.2,0.058,68,215,0.99656,3.19,0.6,9.4,6,4347,5
7,0.2,0.31,8,0.05,29,213,0.99596,3.28,0.57,10.4,6,4348,11
7.8,0.2,0.2,1.4,0.036,25,83,0.99088,3.03,0.46,11.7,6,4349,31
7.8,0.18,0.46,12.6,0.042,41,143,1,3.24,0.76,8.5,8,4350,92
5.5,0.16,0.31,1.2,0.026,31,68,0.9898,3.33,0.44,11.6333333333333,6,4351,14
8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,6,4352,46
7.1,0.32,0.24,13.1,0.05,52,204,0.998,3.1,0.49,8.8,5,4353,72
7.5,0.26,0.52,13.2,0.047,64,179,0.9982,3.1,0.46,9,5,4354,77
7.5,0.26,0.38,5.7,0.021,23,125,0.99338,3.13,0.62,11.1,6,4355,67
5.8,0.3,0.09,6.3,0.042,36,138,0.99382,3.15,0.48,9.7,5,4356,23
7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,5,4357,95
6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,6,4358,51
8.2,0.4,0.48,13.7,0.042,59,169,0.9986,3.1,0.52,9.4,5,4359,65
5.7,0.245,0.33,1.1,0.049,28,150,0.9927,3.13,0.42,9.3,5,4360,34
6.8,0.19,0.23,5.1,0.034,71,204,0.9942,3.23,0.69,10.1,5,4361,64
7.3,0.26,0.53,12.7,0.047,60.5,156,0.9984,3.06,0.45,9.1,6,4362,42
6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,6,4363,3
6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,6,4364,3
6.1,0.21,0.3,6.3,0.039,47,136,0.99068,3.27,0.31,12.7,6,4365,0
10.2,0.44,0.88,6.2,0.049,20,124,0.9968,2.99,0.51,9.9,4,4366,78
6.5,0.3,0.28,11.45,0.041,29,109,0.99418,2.98,0.3,10.9,6,4367,41
5.8,0.38,0.26,1.1,0.058,20,140,0.99271,3.27,0.43,9.7,6,4368,97
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6,4369,53
7,0.35,0.17,1.1,0.049,7,119,0.99297,3.13,0.36,9.7,6,4370,79
5.7,0.24,0.3,1.3,0.03,25,98,0.98968,3.37,0.43,12.4,7,4371,41
8.2,0.18,0.38,1.1,0.04,41,92,0.99062,2.88,0.6,12,6,4372,79
7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,5,4373,41
6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,5,4374,23
9.2,0.34,0.27,1.2,0.026,17,73,0.9921,3.08,0.39,10.8,5,4375,49
6.5,0.28,0.34,3.6,0.04,29,121,0.99111,3.28,0.48,12.1,7,4376,72
8.1,0.34,0.28,7.5,0.04,70,230,0.99558,3.14,0.55,9.8,6,4377,74
6.5,0.22,0.29,7.4,0.028,16,87,0.99311,3.15,0.56,10.9,7,4378,38
6.7,0.46,0.27,5.2,0.039,35,96,0.99129,3.16,0.44,12.4,7,4379,54
5.6,0.3,0.1,6.4,0.043,34,142,0.99382,3.14,0.48,9.8,5,4380,42
7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4,7,4381,69
6.8,0.23,0.33,1.9,0.047,20,101,0.9914,3.1,0.46,11.1,6,4382,87
7.1,0.21,0.37,2.4,0.026,23,100,0.9903,3.15,0.38,11.4,7,4383,45
6.8,0.26,0.34,13.9,0.034,39,134,0.9949,3.33,0.53,12,6,4384,89
8.2,0.34,0.29,5.2,0.076,19,92,0.99138,2.95,0.39,12.5,6,4385,4
5.9,0.415,0.02,0.8,0.038,22,63,0.9932,3.36,0.36,9.3,5,4386,52
7,0.15,0.38,15.3,0.045,54,120,0.9975,3.18,0.42,9.8,6,4387,73
7.6,0.27,0.32,1.2,0.043,23,72,0.99236,3.06,0.68,10.5,5,4388,47
6.3,0.2,0.19,12.3,0.048,54,145,0.99668,3.16,0.42,9.3,6,4389,8
6.4,0.31,0.5,5.8,0.038,42,111,0.99189,3.18,0.53,11.9,7,4390,52
6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6,5,4391,39
7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,6,4392,82
6.5,0.22,0.34,12,0.053,55,177,0.9983,3.52,0.44,9.9,6,4393,71
7.3,0.18,0.29,1,0.036,26,101,0.99,3.09,0.37,11.7,6,4394,16
5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,4395,69
6.6,0.19,0.41,8.9,0.046,51,169,0.9954,3.14,0.57,9.8,6,4396,65
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,4397,8
6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5,7,4398,20
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,4399,94
6.6,0.25,0.33,8.5,0.042,29,141,0.99546,3.28,0.6,10.4,5,4400,89
6.8,0.32,0.34,1.2,0.044,14,67,0.9919,3.05,0.47,10.6,4,4401,42
6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,6,4402,65
6,0.21,0.29,13.1,0.042,28,125,0.99936,3.39,0.45,8.6,5,4403,28
6.1,0.2,0.25,1.2,0.038,34,128,0.9921,3.24,0.44,10.1,5,4404,21
6.8,0.3,0.22,6.2,0.06,41,190,0.99858,3.18,0.51,9.2,5,4405,1
5.2,0.185,0.22,1,0.03,47,123,0.99218,3.55,0.44,10.15,6,4406,9
7.2,0.3,0.3,8.1,0.05,40,188,0.99652,3.15,0.49,9.1,6,4407,95
7,0.22,0.39,2.1,0.055,39,198,0.9951,3.52,0.54,10.2,6,4408,64
6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.15,7,4409,25
6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9,5,4410,10
5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,4411,86
9,0.24,0.5,1.2,0.048,26,107,0.9918,3.21,0.34,12.4,6,4412,17
7.6,0.26,0.47,1.6,0.068,5,55,0.9944,3.1,0.45,9.6,5,4413,30
6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,5,4414,41
6.8,0.21,0.26,11.7,0.038,61,152,0.99523,3.02,0.56,10.5,7,4415,26
7.4,0.27,0.52,15.7,0.054,36,139,0.99788,3.04,0.62,10.0333333333333,6,4416,29
7.4,0.3,0.22,5.25,0.053,33,180,0.9926,3.13,0.45,11.6,6,4417,83
8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1,5,4418,57
6.8,0.26,0.24,1.9,0.043,70,154,0.99273,3.18,0.52,10.5,5,4419,51
6.7,0.3,0.44,18.75,0.057,65,224,0.99956,3.11,0.53,9.1,5,4420,37
7.1,0.28,0.31,1.5,0.053,20,98,0.99069,3.15,0.5,11.4,5,4421,94
5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,6,4422,85
7.2,0.26,0.26,12.7,0.036,49,214,0.9986,3.41,0.5,10,6,4423,85
6.4,0.29,0.3,6.5,0.209,62,156,0.99478,3.1,0.4,9.4,5,4424,100
6.9,0.49,0.24,1.2,0.049,13,125,0.9932,3.17,0.51,9.4,5,4425,71
6.7,0.24,0.36,8.4,0.042,42,123,0.99473,3.34,0.52,10.9,6,4426,25
7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5,6,4427,23
7.9,0.14,0.74,1.2,0.028,30,165,0.991,3.08,0.82,12.3,6,4428,9
7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5,7,4429,34
6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,5,4430,3
6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,5,4431,40
6.1,0.22,0.46,1.8,0.16,34,74,0.9884,3.19,0.33,13.4,6,4432,58
7.6,0.27,0.33,2,0.059,19,175,0.9944,3.22,0.56,9.9,5,4433,82
7.1,0.4,0.52,1.3,0.148,45,149,0.99468,3.08,0.56,8.7,5,4434,87
6.9,0.19,0.33,1.6,0.043,63,149,0.9925,3.44,0.52,10.8,5,4435,96
7.3,0.32,0.25,7.2,0.056,47,180,0.9961,3.08,0.47,8.8,5,4436,12
6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,6,4437,28
7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,5,4438,66
6.6,0.18,0.35,1.5,0.049,49,141,0.9934,3.43,0.85,10.2,7,4439,47
6.6,0.4,0.3,5.3,0.038,20,125,0.99204,3.36,0.73,12.6,6,4440,17
7.3,0.21,0.3,10.9,0.037,18,112,0.997,3.4,0.5,9.6,6,4441,90
7,0.24,0.26,1.7,0.041,31,110,0.99142,3.2,0.53,11,6,4442,60
5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,8,4443,2
6.4,0.12,0.49,6.4,0.042,49,161,0.9945,3.34,0.44,10.4,6,4444,92
7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,5,4445,73
