fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id,feature_y_4,feature_y_4,feature_y_4,feature_y_4
6.1,0.37,0.46,12,0.042,61,210,0.997,3.17,0.59,9.7,6,3865,58,216.0,0.5729561484467997,0.7179850839697136
6.4,0.22,0.32,12,0.066,57,158,0.9992,3.6,0.43,9,6,3866,97,216.0,0.509240962064644,0.7179850839697136
9.2,0.23,0.35,10.7,0.037,34,145,0.9981,3.09,0.32,9.7,5,3867,57,125.0,0.7715740565137261,0.7877145121442345
5.8,0.3,0.27,1.7,0.014,45,104,0.98914,3.4,0.56,12.6,7,3868,90,343.0,2.807347727368248,0.8438377837054513
6,0.36,0.06,1.4,0.066,27,128,0.9934,3.26,0.55,9.3,5,3869,86,125.0,121.01216088078618,0.7877145121442345
7.8,0.3,0.36,4.6,0.024,20,198,0.99222,3.06,0.66,11.9,6,3870,18,216.0,1.7478942017438504,0.7179850839697136
6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1,5,3871,25,125.0,0.6538665606418269,0.7877145121442345
6.4,0.25,0.33,1.4,0.04,42,115,0.9906,3.19,0.48,11.3,7,3872,51,343.0,0.500020948991352,0.8438377837054513
7.5,0.14,0.34,1.3,0.055,50,153,0.9945,3.29,0.8,9.6,6,3873,19,216.0,0.6446829636091496,0.7179850839697136
7.3,0.15,0.4,2,0.05,24,92,0.9932,3.14,0.45,10.5,5,3874,3,125.0,1.6788127103987862,0.7877145121442345
5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,6,3875,79,216.0,83.91174881423663,0.7179850839697136
5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5,3876,31,125.0,2.970760005752757,0.7877145121442345
7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7,3877,24,343.0,0.7866428287731704,0.8438377837054513
6.7,0.18,0.37,1.3,0.027,42,125,0.98939,3.24,0.37,12.8,7,3878,82,343.0,0.511123910257311,0.8438377837054513
6.5,0.34,0.28,1.8,0.041,43,188,0.9928,3.13,0.37,9.6,6,3879,67,216.0,0.5674261426290995,0.7179850839697136
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,3880,95,512.0,1.1529775364831871,0.996833390848202
5.9,0.27,0.27,9,0.051,43,136,0.9941,3.25,0.53,10.7,6,3881,94,216.0,10.606586980161046,0.7179850839697136
5.9,0.54,0,0.8,0.032,12,82,0.99286,3.25,0.36,8.8,5,3882,81,125.0,6.495348670633703,0.7877145121442345
6.8,0.23,0.4,1.6,0.047,5,133,0.993,3.23,0.7,11.4,6,3883,13,216.0,1.0085929435045482,0.7179850839697136
6,0.43,0.34,7.6,0.045,25,118,0.99222,3.03,0.37,11,6,3884,45,216.0,0.5444140574696679,0.7179850839697136
7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5,3885,36,125.0,0.5227911083035781,0.7877145121442345
8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1,5,3886,58,125.0,0.8699061003433063,0.7877145121442345
6.4,0.27,0.29,10.8,0.028,17,118,0.99356,3.18,0.37,11.2,6,3887,91,216.0,4.019392095828902,0.7179850839697136
6.6,0.34,0.27,6.2,0.059,23,136,0.9957,3.3,0.49,10.1,6,3888,60,216.0,25.84393245008432,0.7179850839697136
7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,5,3889,18,125.0,1.403677710816561,0.7877145121442345
8.9,0.33,0.32,1.5,0.047,11,200,0.9954,3.19,0.46,9.4,5,3890,21,125.0,0.6058624311352508,0.7877145121442345
6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,4,3891,93,64.0,0.5023706971584336,0.39185723042955
8,0.74,0.21,4,0.05,24,133,0.99418,3.06,0.38,9.7,5,3892,57,125.0,0.7042917562249376,0.7877145121442345
6.3,0.29,0.29,3.3,0.037,32,140,0.9895,3.17,0.36,12.8,7,3893,39,343.0,2.159140300582277,0.8438377837054513
7.1,0.2,0.36,11.6,0.042,45,124,0.997,2.92,0.59,9.5,7,3894,99,343.0,119318.696871345,0.8438377837054513
5.1,0.42,0.01,1.5,0.017,25,102,0.9894,3.38,0.36,12.3,7,3895,45,343.0,2.191746498717964,0.8438377837054513
6.7,0.23,0.39,2.5,0.172,63,158,0.9937,3.11,0.36,9.4,6,3896,35,216.0,0.7080044092422727,0.7179850839697136
8.1,0.45,0.34,8.3,0.037,33,216,0.9976,3.31,0.64,9.7,5,3897,35,125.0,0.5026624930720833,0.7877145121442345
6.8,0.11,0.42,1.1,0.042,51,132,0.99059,3.18,0.74,11.3,7,3898,13,343.0,0.6035962587113228,0.8438377837054513
7.2,0.29,0.53,18.15,0.047,59,182,0.9992,3.09,0.52,9.6,5,3899,37,125.0,1.3883756983126914,0.7877145121442345
6.5,0.28,0.35,15.4,0.042,55,195,0.9978,3.23,0.5,9.6,6,3900,91,216.0,24.401123761829336,0.7179850839697136
7.3,0.19,0.49,15.55,0.058,50,134,0.9998,3.42,0.36,9.1,7,3901,90,343.0,4.1082222985570835,0.8438377837054513
6.4,0.16,0.32,8.75,0.038,38,118,0.99449,3.19,0.41,10.7,5,3902,48,125.0,0.8760799998070333,0.7877145121442345
7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7,3903,60,343.0,0.5237150299832379,0.8438377837054513
6.4,0.33,0.24,1.6,0.054,25,117,0.9943,3.36,0.5,9.3,5,3904,57,125.0,0.5430969770243291,0.7877145121442345
7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,7,3905,93,343.0,1.0003316978679213,0.8438377837054513
7.5,0.42,0.34,4.3,0.04,34,108,0.99155,3.14,0.45,12.8,8,3906,70,512.0,6.315128562022168,0.996833390848202
6.7,0.4,0.22,8.8,0.052,24,113,0.99576,3.22,0.45,9.4,5,3907,60,125.0,11.008292144454437,0.7877145121442345
6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,5,3908,48,125.0,1.1638621691999604,0.7877145121442345
8.2,0.38,0.49,13.6,0.042,58,166,0.99855,3.1,0.54,9.4,5,3909,90,125.0,0.5691457460519876,0.7877145121442345
7.4,0.29,0.5,1.8,0.042,35,127,0.9937,3.45,0.5,10.2,7,3910,75,343.0,0.5105087816632954,0.8438377837054513
7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,5,3911,2,125.0,0.7818014742044886,0.7877145121442345
7.7,0.43,0.37,10,0.169,22,210,0.99776,3.02,0.64,9.5,5,3912,73,125.0,2.9174639027746196,0.7877145121442345
6,0.14,0.37,1.2,0.032,63,148,0.99185,3.32,0.44,11.2,5,3913,27,125.0,93.54489858804573,0.7877145121442345
7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,6,3914,83,216.0,1.7001492438873973,0.7179850839697136
7.6,0.22,0.28,12,0.056,68,143,0.9983,2.99,0.3,9.2,6,3915,3,216.0,0.6475428665358275,0.7179850839697136
7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5,3916,97,125.0,0.5000028289989661,0.7877145121442345
7.6,0.3,0.27,10.6,0.039,31,119,0.99815,3.27,0.3,9.3,6,3917,45,216.0,0.6509174682420886,0.7179850839697136
7.2,0.19,0.31,1.4,0.046,37,135,0.9939,3.34,0.57,10.2,7,3918,8,343.0,1.7255299936791448,0.8438377837054513
5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,6,3919,85,216.0,106.982097136885,0.7179850839697136
6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5,3920,6,125.0,2.8574359574293746,0.7877145121442345
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,3921,57,216.0,0.7762644120274957,0.7179850839697136
5.9,0.37,0.3,1.5,0.033,35,95,0.98986,3.36,0.56,12,7,3922,87,343.0,0.509816860158531,0.8438377837054513
6.4,0.28,0.28,3,0.04,19,98,0.99216,3.25,0.47,11.1,6,3923,34,216.0,0.5711778235585292,0.7179850839697136
5.9,0.19,0.37,0.8,0.027,3,21,0.9897,3.09,0.31,10.8,5,3924,79,125.0,1.1767544544870683,0.7877145121442345
7.8,0.28,0.32,9,0.036,34,115,0.9952,3.17,0.39,10.3,7,3925,96,343.0,11.50490027584629,0.8438377837054513
7.2,0.17,0.37,6.9,0.059,47,128,0.99322,3.08,0.46,11,7,3926,59,343.0,6.1152344564610015,0.8438377837054513
7.9,0.33,0.28,31.6,0.053,35,176,1.0103,3.15,0.38,8.8,6,3927,72,216.0,0.9909006743538771,0.7179850839697136
6.7,0.21,0.49,1.4,0.047,30,114,0.9914,2.92,0.42,10.8,7,3928,27,343.0,0.5415953227178631,0.8438377837054513
7.7,0.16,0.36,5.9,0.054,25,148,0.99578,3.25,0.54,10.2,6,3929,67,216.0,0.5248138111261044,0.7179850839697136
6.5,0.25,0.2,1.4,0.024,29,101,0.9916,3.24,0.54,10.8,6,3930,15,216.0,0.883374221560147,0.7179850839697136
6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.55,6,3931,24,216.0,4.215370338327546,0.7179850839697136
7,0.17,0.36,6.4,0.055,42,123,0.99318,3.11,0.5,11,8,3932,38,512.0,22.872307138724608,0.996833390848202
6.4,0.69,0.09,7.6,0.044,34,144,0.9948,3.26,0.38,10.1,6,3933,60,216.0,1.3709646400816964,0.7179850839697136
7.1,0.33,0.25,1.6,0.03,25,126,0.9901,3.22,0.34,12.1,7,3934,79,343.0,0.6010041958393327,0.8438377837054513
8,0.19,0.36,1.8,0.05,16,84,0.9936,3.15,0.45,9.8,7,3935,34,343.0,0.5030230625019344,0.8438377837054513
7.6,0.3,0.27,10.6,0.039,31,119,0.99815,3.27,0.3,9.3,6,3936,28,216.0,0.7123855248023638,0.7179850839697136
7.3,0.31,0.69,10.2,0.041,58,160,0.9977,3.06,0.45,8.6,5,3937,76,125.0,2.230665386296812,0.7877145121442345
6.1,0.41,0.24,1.6,0.049,16,137,0.993,3.32,0.5,10.4,6,3938,95,216.0,10799.454264936856,0.7179850839697136
7.2,0.26,0.24,7,0.023,19,130,0.99176,3.14,0.49,12.8,7,3939,5,343.0,2.1222468579743947,0.8438377837054513
6.6,0.3,0.3,4.8,0.17,60,166,0.9946,3.18,0.47,9.4,5,3940,94,125.0,0.7000436760483718,0.7877145121442345
8.9,0.3,0.35,4.6,0.032,32,148,0.99458,3.15,0.45,11.5,7,3941,45,343.0,0.5020530883363916,0.8438377837054513
6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5,3942,10,125.0,0.608537428649232,0.7877145121442345
6.6,0.28,0.23,10.4,0.049,45,190,0.99754,3.12,0.51,8.8,5,3943,42,125.0,1.4218385219964866,0.7877145121442345
7.5,0.17,0.44,11.3,0.046,65,146,0.997,3.17,0.45,10,6,3944,42,216.0,27.68836655379423,0.7179850839697136
6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4,6,3945,56,216.0,3.9199079843813944,0.7179850839697136
7.4,0.28,0.49,1.5,0.034,20,126,0.9918,2.98,0.39,10.6,6,3946,81,216.0,0.8628499564347673,0.7179850839697136
7.8,0.28,0.49,1.3,0.046,27,142,0.9936,3.09,0.59,10.2,5,3947,87,125.0,0.5217425436801418,0.7877145121442345
6.6,0.905,0.19,0.8,0.048,17,204,0.9934,3.34,0.56,10,5,3948,65,125.0,0.5459735296091525,0.7877145121442345
7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5,3949,6,125.0,1.018364638022445,0.7877145121442345
6,0.38,0.26,3.5,0.035,38,111,0.98872,3.18,0.47,13.6,7,3950,41,343.0,6.714909628718964,0.8438377837054513
7,0.32,0.27,7.1,0.027,37,122,0.99165,3.15,0.6,12.6,7,3951,60,343.0,10.16725057073769,0.8438377837054513
6.7,0.31,0.44,6.7,0.054,29,160,0.9952,3.04,0.44,9.6,5,3952,30,125.0,1.1405682759068447,0.7877145121442345
6.3,0.27,0.23,2.9,0.047,13,100,0.9936,3.28,0.43,9.8,5,3953,45,125.0,0.5654615359231936,0.7877145121442345
5.5,0.21,0.25,1.2,0.04,18,75,0.99006,3.31,0.56,11.3,6,3954,67,216.0,0.5118616443755103,0.7179850839697136
5.8,0.19,0.24,1.3,0.044,38,128,0.99362,3.77,0.6,10.6,5,3955,85,125.0,0.7923585774009556,0.7877145121442345
6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6,3956,59,216.0,3.034673220306446,0.7179850839697136
7.3,0.22,0.5,13.7,0.049,56,189,0.9994,3.24,0.66,9,6,3957,76,216.0,74.47952978092921,0.7179850839697136
4.9,0.47,0.17,1.9,0.035,60,148,0.98964,3.27,0.35,11.5,6,3958,88,216.0,1.654589916821197,0.7179850839697136
6.6,0.25,0.35,14,0.069,42,163,0.999,3.56,0.47,9.8,5,3959,59,125.0,0.6414104843467845,0.7877145121442345
5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6,3960,50,216.0,0.5000630625946297,0.7179850839697136
6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,6,3961,44,216.0,0.6573463473959102,0.7179850839697136
9,0.55,0.3,8.1,0.026,14,71,0.993,2.94,0.36,11.8,5,3962,56,125.0,1.7745067425998138,0.7877145121442345
7.9,0.33,0.26,1.2,0.044,23,103,0.9932,3.19,0.54,10.5,6,3963,57,216.0,141.08575456595167,0.7179850839697136
7.9,0.18,0.33,1.2,0.033,20,72,0.9922,3.12,0.38,10.5,7,3964,100,343.0,2.750897620677879,0.8438377837054513
6.8,0.27,0.26,16.1,0.049,55,196,0.9984,3.15,0.5,9.3,5,3965,10,125.0,0.7662093036197862,0.7877145121442345
8,0.3,0.36,11,0.034,8,70,0.99354,3.05,0.41,12.2,6,3966,82,216.0,0.5085944062155255,0.7179850839697136
5.7,0.335,0.34,1,0.04,13,174,0.992,3.27,0.66,10,5,3967,91,125.0,0.5750572387306057,0.7877145121442345
6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,6,3968,25,216.0,1.2014647332332902,0.7179850839697136
7.8,0.27,0.33,2.4,0.053,36,175,0.992,3.2,0.55,11,6,3969,47,216.0,12.524410502961976,0.7179850839697136
6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,4,3970,97,64.0,5.768414244237306,0.39185723042955
7.2,0.24,0.34,1.1,0.045,3,64,0.9913,3.23,0.51,11.4,5,3971,24,125.0,0.9738211330784026,0.7877145121442345
7.5,0.305,0.4,18.9,0.059,44,170,1,2.99,0.46,9,5,3972,84,125.0,0.5388826409669116,0.7877145121442345
6.7,0.25,0.36,8.6,0.037,63,206,0.99553,3.18,0.5,9.6,5,3973,7,125.0,0.5269309993773297,0.7877145121442345
6.1,0.44,0.28,4.25,0.032,43,132,0.9916,3.26,0.47,11.3,7,3974,2,343.0,0.8972992457972673,0.8438377837054513
6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,6,3975,61,216.0,4.426750035662008,0.7179850839697136
6.6,0.41,0.24,4.9,0.158,47,144,0.99471,3.17,0.49,9.4,5,3976,96,125.0,20.38824635289448,0.7877145121442345
6.8,0.26,0.22,4.8,0.041,110,198,0.99437,3.29,0.67,10.6,5,3977,86,125.0,1.3395894307291314,0.7877145121442345
6,0.22,0.28,1.1,0.034,47,90,0.98862,3.22,0.38,12.6,6,3978,79,216.0,0.59629722123133,0.7179850839697136
5.7,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,5,3979,45,125.0,0.5037556832653319,0.7877145121442345
9.8,0.42,0.48,9.85,0.034,5,110,0.9958,2.87,0.29,10,5,3980,5,125.0,0.7207332017208113,0.7877145121442345
5.5,0.32,0.13,1.3,0.037,45,156,0.99184,3.26,0.38,10.7,5,3981,96,125.0,2.3061717106087216,0.7877145121442345
6.7,0.27,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2,6,3982,83,216.0,2040.1197160554389,0.7179850839697136
6.9,0.44,0.27,5,0.038,33,166,0.99124,3.2,0.42,12.2,6,3983,43,216.0,2.0563184100438834,0.7179850839697136
5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,8,3984,36,512.0,0.6923243274447183,0.996833390848202
7,0.12,0.19,4.9,0.055,27,127,0.9953,3.29,0.41,9.4,5,3985,43,125.0,0.5015233263606051,0.7877145121442345
6.3,0.23,0.33,1.5,0.036,15,105,0.991,3.32,0.42,11.2,6,3986,91,216.0,0.6136360660276649,0.7179850839697136
5.4,0.265,0.28,7.8,0.052,27,91,0.99432,3.19,0.38,10.4,6,3987,87,216.0,1.456756900151424,0.7179850839697136
7,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,6,3988,99,216.0,31.692860526291717,0.7179850839697136
8.4,0.24,0.49,7.4,0.039,46,108,0.9934,3.03,0.33,11.9,7,3989,22,343.0,3.7448245431710094,0.8438377837054513
7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,7,3990,69,343.0,0.8500495451471731,0.8438377837054513
8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,5,3991,8,125.0,0.5198624831087695,0.7877145121442345
7.9,0.29,0.31,7.35,0.034,37,154,0.9938,3.06,0.31,10.8,5,3992,71,125.0,0.5489592402371537,0.7877145121442345
6.9,0.24,0.23,7.1,0.041,20,97,0.99246,3.1,0.85,11.4,6,3993,53,216.0,1.0370535939432237,0.7179850839697136
6.9,0.3,0.21,15.7,0.056,49,159,0.99827,3.11,0.48,9,5,3994,40,125.0,7.155047660341581,0.7877145121442345
6.7,0.34,0.43,1.6,0.041,29,114,0.99014,3.23,0.44,12.6,6,3995,88,216.0,9.420457120994126,0.7179850839697136
7.3,0.23,0.34,9.3,0.052,19,86,0.99574,3.04,0.56,10,5,3996,13,125.0,1.1181402197490045,0.7877145121442345
6.5,0.36,0.31,4.1,0.061,20,134,0.99475,3.18,0.45,9,6,3997,45,216.0,0.5619007422223872,0.7179850839697136
4.2,0.215,0.23,5.1,0.041,64,157,0.99688,3.42,0.44,8,3,3998,89,27.0,0.5133004267061587,0.2921388087338362
6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6,3999,36,216.0,0.8032576847927514,0.7179850839697136
7.5,0.18,0.31,11.7,0.051,24,94,0.997,3.19,0.44,9.5,7,4000,67,343.0,3.1595955359184438,0.8438377837054513
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,4001,95,343.0,60.70857646017412,0.8438377837054513
7.5,0.26,0.25,1.7,0.038,29,129,0.99312,3.45,0.56,10.4,6,4002,97,216.0,1.6110867266843851,0.7179850839697136
6.2,0.345,0.27,10.1,0.056,38,187,0.99486,3.31,0.56,10.6,5,4003,59,125.0,0.635463903493162,0.7877145121442345
8.3,0.21,0.58,17.1,0.049,62,213,1.0006,3.01,0.51,9.3,6,4004,41,216.0,0.5002016875395864,0.7179850839697136
7.2,0.2,0.31,10,0.054,49,165,0.997,3.4,0.42,9.9,6,4005,28,216.0,0.6639754948469772,0.7179850839697136
5.3,0.4,0.25,3.9,0.031,45,130,0.99072,3.31,0.58,11.75,7,4006,85,343.0,1.8258888629788526,0.8438377837054513
7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,6,4007,48,216.0,194.56847530964794,0.7179850839697136
6.7,0.34,0.54,16.3,0.047,44,181,0.9987,3.04,0.56,8.8,5,4008,52,125.0,2.650616082993195,0.7877145121442345
6,0.26,0.5,2.2,0.048,59,153,0.9928,3.08,0.61,9.8,5,4009,17,125.0,0.7564660703111694,0.7877145121442345
8.3,0.23,0.43,3.2,0.035,14,101,0.9928,3.15,0.36,11.5,5,4010,90,125.0,0.5074557609653892,0.7877145121442345
6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9,4,4011,34,64.0,0.5790673534826527,0.39185723042955
7.1,0.32,0.3,9.9,0.041,63,192,0.99642,3.12,0.49,10.2,6,4012,13,216.0,1.227155898095088,0.7179850839697136
5.9,0.29,0.28,3.2,0.035,16,117,0.98959,3.26,0.42,12.6,6,4013,8,216.0,13.687936464278062,0.7179850839697136
7.1,0.28,0.26,2.8,0.039,50,118,0.9908,3.06,0.59,11.2,6,4014,69,216.0,5.451113279186042,0.7179850839697136
5.7,0.36,0.34,4.2,0.026,21,77,0.9907,3.41,0.45,11.9,6,4015,22,216.0,0.9573281151389859,0.7179850839697136
6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5,4016,1,125.0,0.5362741064616114,0.7877145121442345
6.3,0.4,0.32,10.6,0.049,38,209,0.9981,3.47,0.59,9.3,6,4017,97,216.0,0.5291441032467291,0.7179850839697136
6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,7,4018,74,343.0,0.9117001267282667,0.8438377837054513
6.5,0.46,0.41,16.8,0.084,59,222,0.9993,3.18,0.58,9,5,4019,51,125.0,4.6551851099723685,0.7877145121442345
6.1,0.46,0.32,6.2,0.053,10,94,0.99537,3.35,0.47,10.1,5,4020,7,125.0,18.290646687010906,0.7877145121442345
6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3,5,4021,62,125.0,1.3094819269509097,0.7877145121442345
6.6,0.38,0.15,4.6,0.044,25,78,0.9931,3.11,0.38,10.2,6,4022,42,216.0,0.5917376833444832,0.7179850839697136
6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,5,4023,13,125.0,0.5045690233633,0.7877145121442345
6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,7,4024,31,343.0,0.7293434201365733,0.8438377837054513
7.5,0.24,0.31,13,0.049,46,217,0.9985,3.08,0.53,8.8,5,4025,0,125.0,2.3859579209076567,0.7877145121442345
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,4026,79,343.0,832.6627278643581,0.8438377837054513
6.1,0.32,0.33,10.7,0.036,27,98,0.99521,3.34,0.52,10.2,6,4027,79,216.0,1.993722632770928,0.7179850839697136
6.6,0.14,0.44,1.6,0.042,47,140,0.993,3.32,0.51,10.2,6,4028,83,216.0,0.6848386759656213,0.7179850839697136
7.3,0.26,0.49,5,0.028,32,107,0.9936,3.24,0.54,10.8,6,4029,91,216.0,0.5010728732809501,0.7179850839697136
7.4,0.36,0.23,1.9,0.017,31,69,0.9892,2.93,0.36,12.5,6,4030,89,216.0,0.6188964322696495,0.7179850839697136
6,0.22,0.33,12.2,0.033,25,97,0.99356,3.17,0.42,11.3,7,4031,78,343.0,1.4932144332088118,0.8438377837054513
5.7,0.21,0.37,4.5,0.04,58,140,0.99332,3.29,0.62,10.6,6,4032,83,216.0,36.639513559761234,0.7179850839697136
6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,6,4033,79,216.0,3.581763430072249,0.7179850839697136
5,0.61,0.12,1.3,0.009,65,100,0.9874,3.26,0.37,13.5,5,4034,36,125.0,0.837662159091565,0.7877145121442345
4.7,0.145,0.29,1,0.042,35,90,0.9908,3.76,0.49,11.3,6,4035,38,216.0,0.5180735961905247,0.7179850839697136
7.4,0.34,0.3,14.9,0.037,70,169,0.99698,3.25,0.37,10.4,6,4036,72,216.0,0.5520562470638513,0.7179850839697136
9.8,0.25,0.74,10,0.056,36,225,0.9977,3.06,0.43,10,4,4037,0,64.0,1.0564288340977128,0.39185723042955
5.6,0.185,0.49,1.1,0.03,28,117,0.9918,3.55,0.45,10.3,6,4038,33,216.0,7.641159070926838,0.7179850839697136
5.1,0.23,0.18,1,0.053,13,99,0.98956,3.22,0.39,11.5,5,4039,9,125.0,8.754341869815566,0.7877145121442345
8.1,0.2,0.4,2,0.037,19,87,0.9921,3.12,0.54,11.2,6,4040,40,216.0,1.0965373867530812,0.7179850839697136
8.3,0.26,0.41,9.2,0.042,41,162,0.9944,3.1,0.38,12,7,4041,32,343.0,0.5584607063607584,0.8438377837054513
7.5,0.22,0.29,4.8,0.05,33,87,0.994,3.14,0.42,9.9,5,4042,43,125.0,0.5148260646037771,0.7877145121442345
7.6,0.29,0.26,6.5,0.042,32,160,0.9944,3.14,0.47,10.7,5,4043,90,125.0,0.8145117341119676,0.7877145121442345
7.7,0.28,0.29,4.3,0.051,25,142,0.9939,3.16,0.39,10.2,5,4044,63,125.0,3.2929199974393084,0.7877145121442345
6.7,0.16,0.49,2.4,0.046,57,187,0.9952,3.62,0.81,10.4,6,4045,41,216.0,50.43885070455965,0.7179850839697136
6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,6,4046,93,216.0,1.569519670754135,0.7179850839697136
7.1,0.17,0.43,1.3,0.023,33,132,0.99067,3.11,0.56,11.7,6,4047,33,216.0,0.6296978479115455,0.7179850839697136
7.8,0.2,0.28,10.2,0.054,78,186,0.997,3.14,0.46,10,6,4048,7,216.0,0.5004187907655842,0.7179850839697136
7.6,0.26,0.36,1.6,0.032,6,106,0.993,3.15,0.4,10.4,4,4049,15,64.0,0.6708110693867851,0.39185723042955
6,0.52,0.33,7.7,0.046,24,119,0.99224,3.04,0.38,11,6,4050,6,216.0,1.8798342806937969,0.7179850839697136
6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6,4051,17,216.0,285.46619702008644,0.7179850839697136
6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,6,4052,58,216.0,2.5561130328615063,0.7179850839697136
7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,5,4053,68,125.0,0.7470238149271741,0.7877145121442345
6.1,0.16,0.24,1.4,0.046,17,77,0.99319,3.66,0.57,10.3,6,4054,53,216.0,0.5064001934601907,0.7179850839697136
7.6,0.36,0.48,13.5,0.038,44,116,0.9982,3.04,0.48,9.2,5,4055,80,125.0,0.5832112628104291,0.7877145121442345
5.7,0.36,0.21,6.7,0.038,51,166,0.9941,3.29,0.63,10,6,4056,13,216.0,1.2538785793785234,0.7179850839697136
6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,5,4057,37,125.0,15.023931735096134,0.7877145121442345
7.6,0.27,0.42,2.6,0.044,29,110,0.9912,3.31,0.51,12.7,6,4058,5,216.0,5.160077083205907,0.7179850839697136
6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,5,4059,26,125.0,0.9413968367936699,0.7877145121442345
5.9,0.24,0.28,1.3,0.032,36,95,0.98889,3.08,0.64,12.9,7,4060,20,343.0,0.5337678996678421,0.8438377837054513
6.7,0.27,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2,6,4061,79,216.0,0.5314546267286647,0.7179850839697136
6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6,4062,84,216.0,0.9265968494593273,0.7179850839697136
8.8,0.39,0.35,1.8,0.096,22,80,0.99016,2.95,0.54,12.6,6,4063,62,216.0,4.902557706323531,0.7179850839697136
8.9,0.34,0.34,1.6,0.056,13,176,0.9946,3.14,0.47,9.7,5,4064,29,125.0,16.50331491505881,0.7877145121442345
5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6,4065,53,216.0,1.28057654950855,0.7179850839697136
8,0.29,0.29,13.2,0.046,26,113,0.9983,3.25,0.37,9.7,6,4066,52,216.0,0.587321917726894,0.7179850839697136
