fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id,feature_y_2,feature_y_2
8,0.29,0.29,13.2,0.046,26,113,0.9983,3.25,0.37,9.7,6,4066,29,216.0
6.4,0.15,0.25,7.8,0.05,13,68,0.99394,3.16,0.4,9.9,6,4067,2,216.0
6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7,4068,46,343.0
6.3,0.3,0.28,5,0.042,36,168,0.99505,3.22,0.69,9.5,6,4069,70,216.0
7,0.31,0.26,7.4,0.069,28,160,0.9954,3.13,0.46,9.8,6,4070,38,216.0
6.9,0.24,0.49,1.3,0.032,35,148,0.9932,3.45,0.57,10.7,7,4071,43,343.0
8.9,0.21,0.34,7.1,0.037,33,150,0.9962,3.1,0.45,9.7,6,4072,56,216.0
6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6,4073,57,216.0
6.4,0.15,0.31,1.1,0.044,25,96,0.9932,3.54,0.51,10.3,6,4074,20,216.0
7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6,4075,77,216.0
6.9,0.17,0.22,4.6,0.064,55,152,0.9952,3.29,0.37,9.3,6,4076,92,216.0
8,0.16,0.36,1.5,0.033,14,122,0.9941,3.2,0.39,10.3,4,4077,76,64.0
7,0.2,0.4,1.1,0.058,30,93,0.99322,3.03,0.38,9.2,6,4078,60,216.0
6.3,0.36,0.28,2.5,0.035,18,73,0.98868,3.1,0.47,12.8,7,4079,17,343.0
7.5,0.4,1,19.5,0.041,33,148,0.9977,3.24,0.38,12,6,4080,83,216.0
6.6,0.26,0.46,7.8,0.047,48,186,0.9958,3.2,0.54,9.1,5,4081,22,125.0
6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,6,4082,68,216.0
6.8,0.15,0.32,8.8,0.058,24,110,0.9972,3.4,0.4,8.8,6,4083,85,216.0
7.3,0.29,0.3,13,0.043,46,238,0.9986,3.06,0.41,8.7,6,4084,31,216.0
7.1,0.16,0.36,10.7,0.044,20,90,0.9959,3.16,0.44,10.9,7,4085,57,343.0
7.7,0.27,0.35,5.3,0.03,30,117,0.992,3.11,0.42,12.2,6,4086,33,216.0
7.6,0.32,0.34,18.35,0.054,44,197,1.0008,3.22,0.55,9,5,4087,58,125.0
7.9,0.16,0.74,17.85,0.037,52,187,0.9998,2.99,0.41,9.3,5,4088,60,125.0
6.9,0.19,0.35,1.7,0.036,33,101,0.99315,3.21,0.54,10.8,7,4089,77,343.0
5.9,0.3,0.23,4.2,0.038,42,119,0.9924,3.15,0.5,11,5,4090,68,125.0
6.8,0.17,0.32,1.4,0.04,35,106,0.99026,3.16,0.66,12,5,4091,8,125.0
8.5,0.24,0.39,10.4,0.044,20,142,0.9974,3.2,0.53,10,6,4092,50,216.0
6.4,0.16,0.28,2.2,0.042,33,93,0.9914,3.31,0.43,11.1,6,4093,46,216.0
6.6,0.25,0.34,3,0.054,22,141,0.99338,3.26,0.47,10.4,6,4094,92,216.0
7.4,0.29,0.28,10.2,0.032,43,138,0.9951,3.1,0.47,10.6,6,4095,14,216.0
6.4,0.22,0.32,4.9,0.046,50,156,0.99316,3.38,0.55,11.2,6,4096,50,216.0
6.3,0.17,0.23,5.7,0.048,44,147,0.99382,3.08,0.54,10,5,4097,32,125.0
6,0.29,0.27,2.3,0.044,20,117,0.9895,3.31,0.41,12.7,7,4098,12,343.0
7.4,0.26,0.3,7.9,0.049,38,157,0.9963,3.13,0.48,8.9,6,4099,7,216.0
6.9,0.16,0.37,1.8,0.034,36,95,0.98952,2.93,0.59,12,6,4100,71,216.0
7.1,0.15,0.34,5.3,0.034,33,104,0.9953,3.37,0.52,9.3,7,4101,79,343.0
7.2,0.6,0.2,9.9,0.07,21,174,0.9971,3.03,0.54,9.1,5,4102,98,125.0
6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6,4103,17,216.0
6.7,0.5,0.36,11.5,0.096,18,92,0.99642,3.11,0.49,9.6,5,4104,43,125.0
5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6,4105,11,216.0
6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2,6,4106,95,216.0
5.8,0.415,0.13,1.4,0.04,11,64,0.9922,3.29,0.52,10.5,5,4107,83,125.0
5.9,0.2,0.28,12.8,0.038,29,132,0.99426,3.31,0.57,11.8,7,4108,57,343.0
6.9,0.3,0.33,4.1,0.035,26,155,0.9925,3.25,0.79,12.3,8,4109,76,512.0
7.9,0.44,0.37,5.85,0.033,27,93,0.992,3.16,0.54,12.6,7,4110,99,343.0
8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6,6,4111,31,216.0
6.5,0.19,0.3,0.8,0.043,33,144,0.9936,3.42,0.39,9.1,6,4112,79,216.0
6.5,0.41,0.64,11.8,0.065,65,225,0.9978,3.12,0.51,8.9,5,4113,80,125.0
7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,6,4114,98,216.0
6.4,0.27,0.49,7.3,0.046,53,206,0.9956,3.24,0.43,9.2,6,4115,43,216.0
7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6,4116,55,216.0
5.9,0.34,0.22,2.4,0.03,19,135,0.9894,3.41,0.78,13.9,7,4117,89,343.0
7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4,8,4118,25,512.0
5.7,0.21,0.24,2.3,0.047,60,189,0.995,3.65,0.72,10.1,6,4119,91,216.0
6.8,0.22,0.36,1.2,0.052,38,127,0.9933,3.04,0.54,9.2,5,4120,2,125.0
6,0.27,0.19,1.7,0.02,24,110,0.9898,3.32,0.47,12.6,7,4121,17,343.0
6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,7,4122,95,343.0
4.7,0.67,0.09,1,0.02,5,9,0.98722,3.3,0.34,13.6,5,4123,30,125.0
6.6,0.15,0.34,5.1,0.055,34,125,0.9942,3.36,0.42,9.6,5,4124,28,125.0
6.8,0.18,0.24,9.8,0.058,64,188,0.9952,3.13,0.51,10.6,6,4125,98,216.0
6.7,0.25,0.33,2.9,0.057,52,173,0.9934,3.02,0.48,9.5,7,4126,64,343.0
7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,6,4127,0,216.0
7.7,0.28,0.29,6.9,0.041,29,163,0.9952,3.44,0.6,10.5,6,4128,100,216.0
9,0.245,0.38,5.9,0.045,52,159,0.995,2.93,0.35,10.2,6,4129,28,216.0
7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,7,4130,36,343.0
6.9,0.21,0.81,1.1,0.137,52,123,0.9932,3.03,0.39,9.2,6,4131,86,216.0
6.9,0.44,0.42,8.5,0.048,10,147,0.9974,3.32,0.46,9.5,6,4132,53,216.0
6,0.32,0.3,7.3,0.174,46,159,0.99519,3.18,0.49,9.4,5,4133,86,125.0
6.6,0.45,0.43,7.2,0.064,31,186,0.9954,3.12,0.44,9.4,5,4134,93,125.0
6.4,0.32,0.35,4.8,0.03,34,101,0.9912,3.36,0.6,12.5,8,4135,56,512.0
7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6,4136,89,216.0
6.8,0.27,0.29,4.6,0.046,6,88,0.99458,3.34,0.48,10.6,4,4137,86,64.0
8.2,0.61,0.45,5.4,0.03,15,118,0.9954,3.14,0.34,9.6,5,4138,95,125.0
8.7,0.45,0.4,1.5,0.067,17,100,0.9957,3.27,0.57,10.1,6,4139,29,216.0
6.7,0.22,0.33,1.2,0.036,36,86,0.99058,3.1,0.76,11.4,6,4140,5,216.0
6.5,0.15,0.55,5.9,0.045,75,162,0.99482,2.97,0.4,9.3,5,4141,10,125.0
6.9,0.22,0.28,7.8,0.05,43,116,0.99326,3.22,0.6,11.5,8,4142,16,512.0
5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,8,4143,29,512.0
6.8,0.33,0.28,1.2,0.032,38,131,0.9889,3.19,0.41,13,6,4144,95,216.0
7.4,0.18,0.24,1.4,0.047,21,106,0.99383,3.52,0.64,10.5,7,4145,76,343.0
6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,6,4146,61,216.0
7.1,0.34,0.49,1.5,0.027,26,126,0.99,3.3,0.33,12.2,7,4147,50,343.0
7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,8,4148,18,512.0
7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,6,4149,59,216.0
6.7,0.45,0.3,5.3,0.036,27,165,0.99122,3.12,0.46,12.2,6,4150,71,216.0
6.2,0.33,0.19,5.6,0.042,22,143,0.99425,3.15,0.63,9.9,5,4151,57,125.0
6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,8,4152,33,512.0
6.7,0.21,0.37,2.5,0.034,35,89,0.9913,3.25,0.5,11,7,4153,37,343.0
6.6,0.46,0.49,7.4,0.052,19,184,0.9956,3.11,0.38,9,5,4154,9,125.0
6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,6,4155,75,216.0
5.2,0.3,0.34,1.5,0.038,18,96,0.98942,3.56,0.48,13,8,4156,99,512.0
5,0.29,0.54,5.7,0.035,54,155,0.98976,3.27,0.34,12.9,8,4157,62,512.0
4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,5,4158,14,125.0
7.4,0.18,0.4,1.6,0.047,22,102,0.9937,3.28,0.44,10.7,5,4159,18,125.0
6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,7,4160,65,343.0
7,0.25,0.32,9,0.046,56,245,0.9955,3.25,0.5,10.4,6,4161,5,216.0
6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,7,4162,91,343.0
6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94,7,4163,58,343.0
6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,6,4164,74,216.0
6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7,4165,37,343.0
7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,6,4166,88,216.0
6.8,0.26,0.34,15.1,0.06,42,162,0.99705,3.24,0.52,10.5,3,4167,97,27.0
6.9,0.3,0.29,1.3,0.053,24,189,0.99362,3.29,0.54,9.9,4,4168,9,64.0
5.9,0.26,0.25,12.5,0.034,38,152,0.9977,3.33,0.43,9.4,5,4169,4,125.0
6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7,4170,28,343.0
6.2,0.21,0.28,5.7,0.028,45,121,0.99168,3.21,1.08,12.15,7,4171,71,343.0
6.1,0.17,0.28,2.5,0.028,22,98,0.99072,3.16,0.37,11.1,7,4172,14,343.0
6.8,0.35,0.32,2.4,0.048,35,103,0.9911,3.28,0.46,12,8,4173,96,512.0
5.6,0.34,0.25,2.5,0.046,47,182,0.99093,3.21,0.4,11.3,5,4174,49,125.0
7.8,0.25,0.28,7.2,0.04,46,179,0.99541,3.14,0.6,10.1,6,4175,61,216.0
7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,5,4176,9,125.0
7.2,0.27,0.74,12.5,0.037,47,156,0.9981,3.04,0.44,8.7,5,4177,58,125.0
7.9,0.25,0.35,6.7,0.039,22,64,0.99362,2.93,0.49,10.7,5,4178,83,125.0
7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,7,4179,42,343.0
7.9,0.3,0.27,8.5,0.036,20,112,0.9939,2.96,0.46,11.7,6,4180,50,216.0
6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,6,4181,4,216.0
5.8,0.17,0.3,1.4,0.037,55,130,0.9909,3.29,0.38,11.3,6,4182,85,216.0
7.1,0.23,0.39,13.7,0.058,26,172,0.99755,2.9,0.46,9,6,4183,21,216.0
8.8,0.23,0.74,3.2,0.042,15,126,0.9934,3.02,0.51,11.2,6,4184,93,216.0
6.5,0.27,0.4,10,0.039,74,227,0.99582,3.18,0.5,9.4,5,4185,0,125.0
8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,7,4186,22,343.0
6.2,0.26,0.37,7.1,0.047,54,201,0.99523,3.19,0.48,9.5,6,4187,31,216.0
9.4,0.26,0.53,1.2,0.047,25,109,0.9921,3.23,0.28,12.5,6,4188,4,216.0
5.8,0.23,0.2,2,0.043,39,154,0.99226,3.21,0.39,10.2,6,4189,15,216.0
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,4190,71,216.0
7.4,0.28,0.5,12.1,0.049,48,122,0.9973,3.01,0.44,9,5,4191,14,125.0
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,4192,27,343.0
7.7,0.42,0.38,8.1,0.061,49,144,0.9966,3.4,0.58,11,6,4193,65,216.0
7,0.14,0.4,1.7,0.035,16,85,0.9911,3.19,0.42,11.8,6,4194,37,216.0
6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6,4195,99,216.0
6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6,4196,76,216.0
6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,5,4197,36,125.0
6.2,0.28,0.41,5,0.043,50,188,0.99318,3.23,0.64,10.8,6,4198,50,216.0
6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,7,4199,56,343.0
6.6,0.17,0.3,1.1,0.031,13,73,0.99095,3.17,0.58,11,6,4200,43,216.0
7.4,0.2,0.29,1.7,0.047,16,100,0.99243,3.28,0.45,10.6,6,4201,21,216.0
7,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2,6,4202,65,216.0
6.3,0.27,0.38,0.9,0.051,7,140,0.9926,3.45,0.5,10.5,7,4203,91,343.0
6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6,4204,14,216.0
5.4,0.27,0.22,4.6,0.022,29,107,0.98889,3.33,0.54,13.8,6,4205,56,216.0
6.6,0.19,0.25,1.2,0.052,34,181,0.99352,3.3,0.42,9.4,7,4206,68,343.0
7.8,0.4,0.49,7.8,0.06,34,162,0.9966,3.26,0.58,11.3,6,4207,44,216.0
7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7,4208,92,343.0
7.7,0.31,0.36,4.3,0.026,15,87,0.99152,3.11,0.48,12,5,4209,51,125.0
7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,5,4210,89,125.0
7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,6,4211,6,216.0
8.2,0.24,0.3,2.3,0.05,23,106,0.99397,2.98,0.5,10,5,4212,56,125.0
6.7,0.3,0.35,1.4,0.18,36,160,0.9937,3.11,0.54,9.4,6,4213,33,216.0
5.7,0.28,0.24,17.5,0.044,60,167,0.9989,3.31,0.44,9.4,5,4214,33,125.0
6.6,0.19,0.28,1.1,0.044,38,100,0.9904,3.22,0.69,11.2,6,4215,80,216.0
5.9,0.18,0.28,1,0.037,24,88,0.99094,3.29,0.55,10.65,7,4216,1,343.0
6.3,0.36,0.2,2,0.048,48,191,0.9929,3.17,0.51,9.6,5,4217,26,125.0
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7,4218,1,343.0
7.3,0.13,0.31,2.3,0.054,22,104,0.9924,3.24,0.92,11.5,7,4219,5,343.0
5.7,0.43,0.3,5.7,0.039,24,98,0.992,3.54,0.61,12.3,7,4220,0,343.0
6.9,0.28,0.27,2.1,0.036,42,121,0.9926,3.42,0.49,10.8,7,4221,70,343.0
5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,6,4222,46,216.0
6.2,0.1,0.41,1,0.04,17,76,0.98988,3.14,0.56,11.4,7,4223,10,343.0
6.4,0.33,0.31,5.5,0.048,42,173,0.9951,3.19,0.66,9.3,6,4224,70,216.0
5.7,0.135,0.3,4.6,0.042,19,101,0.9946,3.31,0.42,9.3,6,4225,52,216.0
7.8,0.28,0.22,1.4,0.056,24,130,0.9944,3.28,0.48,9.5,5,4226,91,125.0
5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,6,4227,48,216.0
5.9,0.14,0.2,1.6,0.04,26,114,0.99105,3.25,0.45,11.4,6,4228,14,216.0
8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,8,4229,82,512.0
6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,7,4230,9,343.0
6.4,0.42,0.74,12.8,0.076,48,209,0.9978,3.12,0.58,9,6,4231,16,216.0
6.7,0.27,0.12,1.3,0.041,62,138,0.9921,3.21,0.42,10,6,4232,90,216.0
6.8,0.24,0.49,19.3,0.057,55,247,1.00055,3,0.56,8.7,5,4233,25,125.0
6.6,0.3,0.45,8,0.038,54,200,0.9956,3.18,0.48,9.5,5,4234,2,125.0
6.9,0.21,0.28,2.4,0.056,49,159,0.9944,3.02,0.47,8.8,8,4235,79,512.0
5.7,0.41,0.21,1.9,0.048,30,112,0.99138,3.29,0.55,11.2,6,4236,85,216.0
5.9,0.29,0.25,12,0.057,48,224,0.9981,3.23,0.41,9,6,4237,45,216.0
6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,6,4238,40,216.0
6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.8933333333333,7,4239,18,343.0
7,0.29,0.49,3.8,0.047,37,136,0.9938,2.95,0.4,9.4,6,4240,45,216.0
8,0.44,0.49,9.1,0.031,46,151,0.9926,3.16,0.27,12.7,8,4241,56,512.0
8,0.26,0.36,2,0.054,30,121,0.992,3.09,0.72,11.6,7,4242,5,343.0
8.2,0.26,0.44,1.3,0.046,7,69,0.9944,3.14,0.62,10.2,4,4243,85,64.0
7.7,0.49,1,19.6,0.03,28,135,0.9973,3.24,0.4,12,6,4244,50,216.0
6.5,0.25,0.27,15.2,0.049,75,217,0.9972,3.19,0.39,9.9,5,4245,39,125.0
5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6,4246,34,216.0
7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2,7,4247,54,343.0
7.6,0.2,0.31,1.4,0.047,41,142,0.9934,3.43,0.53,10.1,6,4248,56,216.0
5,0.24,0.21,2.2,0.039,31,100,0.99098,3.69,0.62,11.7,6,4249,49,216.0
7.5,0.19,0.49,1.6,0.047,42,140,0.9932,3.4,0.47,10.7,6,4250,7,216.0
6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,5,4251,54,125.0
6.8,0.27,0.22,8.1,0.034,55,203,0.9961,3.19,0.52,8.9,5,4252,14,125.0
7.6,0.22,0.34,9.7,0.035,26,143,0.9965,3.08,0.49,9.8,6,4253,18,216.0
7.1,0.28,0.19,7.8,0.04,48,184,0.99579,3.16,0.5,9.4,5,4254,86,125.0
6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,6,4255,25,216.0
6,0.27,0.26,1.3,0.038,32,138,0.99125,3.46,0.43,11.1,6,4256,73,216.0
7.8,0.32,0.33,10.4,0.031,47,194,0.99692,3.07,0.58,9.6,6,4257,69,216.0
6.7,0.34,0.26,1.9,0.038,58,138,0.9893,3,0.47,12.2,7,4258,94,343.0
6.9,0.39,0.22,4.3,0.03,10,102,0.993,3,0.87,11.6,4,4259,18,64.0
6.1,0.22,0.28,16.55,0.059,54,135,0.99665,3.2,0.38,10.5,5,4260,54,125.0
6.1,0.38,0.2,6.6,0.033,25,137,0.9938,3.3,0.69,10.4,6,4261,4,216.0
6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6,4262,59,216.0
7.1,0.26,0.19,8.2,0.051,53,187,0.996,3.16,0.52,9.7,5,4263,39,125.0
7.2,0.26,0.3,2.1,0.033,50,158,0.9909,3.33,0.43,12.1,7,4264,55,343.0
6.7,0.61,0.21,1.65,0.117,40,240,0.9938,3.11,0.57,9.3,5,4265,40,125.0
8.5,0.23,0.34,1.3,0.035,54,110,0.99176,3.07,0.55,11,7,4266,58,343.0
6,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1,5,4267,88,125.0
7.4,0.19,0.3,1.4,0.057,33,135,0.993,3.12,0.5,9.6,6,4268,45,216.0
6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,4269,31,125.0
6.3,0.16,0.22,1.3,0.046,18,66,0.99307,3.61,0.55,10.3,6,4270,7,216.0
5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,7,4271,100,343.0
7.5,0.38,0.56,9.7,0.055,15,170,0.99605,3.13,0.65,9.9,6,4272,35,216.0
7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,6,4273,57,216.0
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,4274,39,343.0
5.9,0.27,0.27,5,0.035,14,97,0.99058,3.1,0.33,11.8,7,4275,82,343.0
5.8,0.26,0.24,9.2,0.044,55,152,0.9961,3.31,0.38,9.4,5,4276,2,125.0
7,0.23,0.36,13,0.051,72,177,0.9972,3.16,0.49,9.8,5,4277,49,125.0
7.5,0.17,0.71,11.8,0.038,52,148,0.99801,3.03,0.46,8.9,5,4278,45,125.0
7.2,0.3,0.26,1.5,0.041,46,178,0.99154,3.19,0.56,11.3,6,4279,55,216.0
6.4,0.32,0.25,5,0.055,28,138,0.99171,3.27,0.5,12.4,8,4280,72,512.0
6.6,0.27,0.31,5.3,0.137,35,163,0.9951,3.2,0.38,9.3,5,4281,96,125.0
6.9,0.32,0.16,1.4,0.051,15,96,0.994,3.22,0.38,9.5,4,4282,19,64.0
8.9,0.27,0.34,10.7,0.029,19.5,166,0.99669,3.13,0.48,10.6,5,4283,88,125.0
8.1,0.24,0.33,10.2,0.048,46,141,0.9972,3.16,0.48,10.3,6,4284,25,216.0
6.6,0.36,0.28,6.1,0.029,12,93,0.99054,3.19,0.27,12.8,7,4285,62,343.0
5.6,0.41,0.24,1.9,0.034,10,53,0.98815,3.32,0.5,13.5,7,4286,96,343.0
6.9,0.32,0.13,7.8,0.042,11,117,0.996,3.23,0.37,9.2,5,4287,84,125.0
7.6,0.48,0.37,1.2,0.034,5,57,0.99256,3.05,0.54,10.4,3,4288,32,27.0
5.9,0.13,0.28,1.9,0.05,20,78,0.9918,3.43,0.64,10.8,6,4289,37,216.0
6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7,4290,66,343.0
7.4,0.18,0.27,1.3,0.048,26,105,0.994,3.52,0.66,10.6,6,4291,89,216.0
8,0.27,0.25,19.1,0.045,50,208,1.00051,3.05,0.5,9.2,6,4292,38,216.0
7.2,0.25,0.32,1.5,0.047,27,132,0.9933,3.26,0.44,10.5,5,4293,56,125.0
6.7,0.16,0.28,2.5,0.046,40,153,0.9921,3.38,0.51,11.4,7,4294,74,343.0
6.9,0.44,0.42,8.5,0.048,10,147,0.9974,3.32,0.46,9.5,6,4295,66,216.0
6,0.27,0.4,1.7,0.021,18,82,0.9891,3.24,0.95,13.1333333333333,6,4296,33,216.0
7.4,0.18,0.31,1.4,0.058,38,167,0.9931,3.16,0.53,10,7,4297,62,343.0
6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,7,4298,96,343.0
6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,6,4299,40,216.0
7.2,0.27,0.28,15.2,0.046,6,41,0.99665,3.17,0.39,10.9,6,4300,29,216.0
6,0.29,0.2,12.6,0.045,45,187,0.9972,3.33,0.42,9.5,5,4301,35,125.0
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,4302,29,343.0
6.9,0.24,0.33,1.7,0.035,47,136,0.99,3.26,0.4,12.6,7,4303,5,343.0
6.9,0.21,0.62,6.3,0.042,7,109,0.99358,2.96,0.59,10.2,6,4304,22,216.0
9.4,0.42,0.32,6.5,0.027,20,167,0.99479,3.08,0.43,10.6,5,4305,63,125.0
6.7,0.36,0.26,7.9,0.034,39,123,0.99119,2.99,0.3,12.2,7,4306,16,343.0
6.8,0.28,0.36,8,0.045,28,123,0.9928,3.02,0.37,11.4,6,4307,70,216.0
9.2,0.19,0.42,2,0.047,16,104,0.99517,3.09,0.66,10,4,4308,59,64.0
7.1,0.47,0.24,6,0.044,11,77,0.9956,3.21,0.56,9.7,5,4309,18,125.0
5.8,0.26,0.29,1,0.042,35,101,0.99044,3.36,0.48,11.4,7,4310,17,343.0
8.5,0.18,0.3,1.1,0.028,34,95,0.99272,2.83,0.36,10,4,4311,26,64.0
7.7,0.26,0.31,1.3,0.043,47,155,0.9937,3.42,0.5,10.1,6,4312,62,216.0
7,0.15,0.38,2.2,0.047,33,96,0.9928,3.13,0.39,10.4,8,4313,57,512.0
9.4,0.28,0.3,1.6,0.045,36,139,0.99534,3.11,0.49,9.3,5,4314,33,125.0
7.5,0.34,0.24,3.85,0.031,5,34,0.99098,3.01,0.36,11.8,4,4315,28,64.0
8.2,0.36,0.29,7.6,0.035,37,122,0.9939,3.16,0.34,12,5,4316,28,125.0
6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5,4317,32,125.0
7.2,0.37,0.15,2,0.029,27,87,0.9903,3.3,0.59,12.6,7,4318,62,343.0
6.4,0.18,0.35,1,0.045,39,108,0.9911,3.31,0.35,10.9,6,4319,69,216.0
7.2,0.4,0.49,1.1,0.048,11,138,0.9929,3.01,0.42,9.3,5,4320,6,125.0
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,4321,35,343.0
7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7,5,4322,89,125.0
6,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1,5,4323,61,125.0
6.2,0.35,0.29,7.3,0.044,56,244,0.9956,3.36,0.55,10,6,4324,35,216.0
5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5,4325,11,125.0
6.2,0.26,0.19,3.4,0.049,47,172,0.9924,3.14,0.43,10.4,6,4326,21,216.0
6.1,0.22,0.31,1.4,0.039,40,129,0.99193,3.45,0.59,10.9,5,4327,88,125.0
6.3,0.41,0.33,4.7,0.023,28,110,0.991,3.3,0.38,12.5,7,4328,29,343.0
5.2,0.36,0.02,1.6,0.031,24,104,0.9896,3.44,0.35,12.2,6,4329,64,216.0
6.4,0.28,0.45,8.6,0.057,47,223,0.99654,3.16,0.51,9.1,5,4330,86,125.0
8.5,0.23,0.28,11.1,0.033,30,97,0.99507,3.03,0.39,10.5,7,4331,28,343.0
7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4,5,4332,37,125.0
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,4333,66,216.0
5.7,0.1,0.27,1.3,0.047,21,100,0.9928,3.27,0.46,9.5,5,4334,70,125.0
7.2,0.24,0.27,1.4,0.038,31,122,0.9927,3.15,0.46,10.3,6,4335,89,216.0
6.4,0.16,0.25,1.4,0.057,21,125,0.99091,3.23,0.44,11.1,7,4336,66,343.0
