fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id,feature1,feature2,feature3,feature4,feature5
8.1,0.2,0.4,2,0.037,19,87,0.9921,3.12,0.54,11.2,6,4040,13,581,87,633,190
8.3,0.26,0.41,9.2,0.042,41,162,0.9944,3.1,0.38,12,7,4041,23,567,79,712,425
7.5,0.22,0.29,4.8,0.05,33,87,0.994,3.14,0.42,9.9,5,4042,32,863,182,558,172
7.6,0.29,0.26,6.5,0.042,32,160,0.9944,3.14,0.47,10.7,5,4043,70,767,182,554,478
7.7,0.28,0.29,4.3,0.051,25,142,0.9939,3.16,0.39,10.2,5,4044,60,574,22,555,437
6.7,0.16,0.49,2.4,0.046,57,187,0.9952,3.62,0.81,10.4,6,4045,45,517,160,589,443
6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,6,4046,50,832,229,560,357
7.1,0.17,0.43,1.3,0.023,33,132,0.99067,3.11,0.56,11.7,6,4047,11,897,138,504,269
7.8,0.2,0.28,10.2,0.054,78,186,0.997,3.14,0.46,10,6,4048,7,506,96,517,111
7.6,0.26,0.36,1.6,0.032,6,106,0.993,3.15,0.4,10.4,4,4049,41,642,230,531,191
6,0.52,0.33,7.7,0.046,24,119,0.99224,3.04,0.38,11,6,4050,90,786,50,645,81
6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6,4051,52,629,227,603,99
6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,6,4052,91,879,17,679,194
7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,5,4053,40,699,219,548,85
6.1,0.16,0.24,1.4,0.046,17,77,0.99319,3.66,0.57,10.3,6,4054,91,810,169,517,331
7.6,0.36,0.48,13.5,0.038,44,116,0.9982,3.04,0.48,9.2,5,4055,95,759,58,626,113
5.7,0.36,0.21,6.7,0.038,51,166,0.9941,3.29,0.63,10,6,4056,26,540,208,530,139
6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,5,4057,58,700,95,590,280
7.6,0.27,0.42,2.6,0.044,29,110,0.9912,3.31,0.51,12.7,6,4058,53,591,208,675,61
6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,5,4059,94,813,49,512,428
5.9,0.24,0.28,1.3,0.032,36,95,0.98889,3.08,0.64,12.9,7,4060,19,524,63,628,0
6.7,0.27,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2,6,4061,83,976,149,660,2
6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6,4062,84,910,231,697,88
8.8,0.39,0.35,1.8,0.096,22,80,0.99016,2.95,0.54,12.6,6,4063,52,706,233,721,225
8.9,0.34,0.34,1.6,0.056,13,176,0.9946,3.14,0.47,9.7,5,4064,72,500,231,530,304
5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6,4065,1,855,217,719,227
8,0.29,0.29,13.2,0.046,26,113,0.9983,3.25,0.37,9.7,6,4066,63,552,107,712,378
6.4,0.15,0.25,7.8,0.05,13,68,0.99394,3.16,0.4,9.9,6,4067,30,555,7,552,276
6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7,4068,42,671,244,689,449
6.3,0.3,0.28,5,0.042,36,168,0.99505,3.22,0.69,9.5,6,4069,85,645,6,626,309
7,0.31,0.26,7.4,0.069,28,160,0.9954,3.13,0.46,9.8,6,4070,1,870,218,539,57
6.9,0.24,0.49,1.3,0.032,35,148,0.9932,3.45,0.57,10.7,7,4071,82,527,161,709,123
8.9,0.21,0.34,7.1,0.037,33,150,0.9962,3.1,0.45,9.7,6,4072,72,754,63,554,76
6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6,4073,15,781,169,587,127
6.4,0.15,0.31,1.1,0.044,25,96,0.9932,3.54,0.51,10.3,6,4074,98,708,37,744,257
7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6,4075,9,904,110,738,498
6.9,0.17,0.22,4.6,0.064,55,152,0.9952,3.29,0.37,9.3,6,4076,28,720,46,574,49
8,0.16,0.36,1.5,0.033,14,122,0.9941,3.2,0.39,10.3,4,4077,88,880,134,511,87
7,0.2,0.4,1.1,0.058,30,93,0.99322,3.03,0.38,9.2,6,4078,65,778,20,522,382
6.3,0.36,0.28,2.5,0.035,18,73,0.98868,3.1,0.47,12.8,7,4079,79,583,65,725,227
7.5,0.4,1,19.5,0.041,33,148,0.9977,3.24,0.38,12,6,4080,36,942,46,685,452
6.6,0.26,0.46,7.8,0.047,48,186,0.9958,3.2,0.54,9.1,5,4081,37,513,202,590,380
6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,6,4082,28,572,147,740,116
6.8,0.15,0.32,8.8,0.058,24,110,0.9972,3.4,0.4,8.8,6,4083,32,738,132,590,494
7.3,0.29,0.3,13,0.043,46,238,0.9986,3.06,0.41,8.7,6,4084,57,546,49,623,102
7.1,0.16,0.36,10.7,0.044,20,90,0.9959,3.16,0.44,10.9,7,4085,62,597,198,696,401
7.7,0.27,0.35,5.3,0.03,30,117,0.992,3.11,0.42,12.2,6,4086,71,649,212,712,158
7.6,0.32,0.34,18.35,0.054,44,197,1.0008,3.22,0.55,9,5,4087,21,964,205,527,22
7.9,0.16,0.74,17.85,0.037,52,187,0.9998,2.99,0.41,9.3,5,4088,54,695,241,631,214
6.9,0.19,0.35,1.7,0.036,33,101,0.99315,3.21,0.54,10.8,7,4089,15,510,228,717,279
5.9,0.3,0.23,4.2,0.038,42,119,0.9924,3.15,0.5,11,5,4090,92,600,167,691,132
6.8,0.17,0.32,1.4,0.04,35,106,0.99026,3.16,0.66,12,5,4091,76,674,140,612,257
8.5,0.24,0.39,10.4,0.044,20,142,0.9974,3.2,0.53,10,6,4092,100,715,160,530,236
6.4,0.16,0.28,2.2,0.042,33,93,0.9914,3.31,0.43,11.1,6,4093,75,634,16,653,373
6.6,0.25,0.34,3,0.054,22,141,0.99338,3.26,0.47,10.4,6,4094,77,618,209,574,22
7.4,0.29,0.28,10.2,0.032,43,138,0.9951,3.1,0.47,10.6,6,4095,11,879,30,726,306
6.4,0.22,0.32,4.9,0.046,50,156,0.99316,3.38,0.55,11.2,6,4096,56,961,80,706,370
6.3,0.17,0.23,5.7,0.048,44,147,0.99382,3.08,0.54,10,5,4097,46,1000,34,623,486
6,0.29,0.27,2.3,0.044,20,117,0.9895,3.31,0.41,12.7,7,4098,76,522,15,712,175
7.4,0.26,0.3,7.9,0.049,38,157,0.9963,3.13,0.48,8.9,6,4099,22,956,49,623,235
6.9,0.16,0.37,1.8,0.034,36,95,0.98952,2.93,0.59,12,6,4100,46,937,212,679,368
7.1,0.15,0.34,5.3,0.034,33,104,0.9953,3.37,0.52,9.3,7,4101,86,942,181,555,336
7.2,0.6,0.2,9.9,0.07,21,174,0.9971,3.03,0.54,9.1,5,4102,3,641,234,613,89
6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6,4103,4,915,194,502,251
6.7,0.5,0.36,11.5,0.096,18,92,0.99642,3.11,0.49,9.6,5,4104,42,521,162,552,375
5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6,4105,100,899,36,630,2
6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2,6,4106,52,518,84,620,356
5.8,0.415,0.13,1.4,0.04,11,64,0.9922,3.29,0.52,10.5,5,4107,35,623,24,669,356
5.9,0.2,0.28,12.8,0.038,29,132,0.99426,3.31,0.57,11.8,7,4108,47,979,41,730,426
6.9,0.3,0.33,4.1,0.035,26,155,0.9925,3.25,0.79,12.3,8,4109,67,931,110,719,243
7.9,0.44,0.37,5.85,0.033,27,93,0.992,3.16,0.54,12.6,7,4110,77,809,21,681,48
8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6,6,4111,12,805,17,539,393
6.5,0.19,0.3,0.8,0.043,33,144,0.9936,3.42,0.39,9.1,6,4112,17,872,121,639,126
6.5,0.41,0.64,11.8,0.065,65,225,0.9978,3.12,0.51,8.9,5,4113,64,817,100,704,437
7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,6,4114,91,921,29,701,256
6.4,0.27,0.49,7.3,0.046,53,206,0.9956,3.24,0.43,9.2,6,4115,20,609,57,591,71
7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6,4116,51,952,42,616,460
5.9,0.34,0.22,2.4,0.03,19,135,0.9894,3.41,0.78,13.9,7,4117,25,708,49,536,434
7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4,8,4118,83,939,148,665,211
5.7,0.21,0.24,2.3,0.047,60,189,0.995,3.65,0.72,10.1,6,4119,24,592,46,575,488
6.8,0.22,0.36,1.2,0.052,38,127,0.9933,3.04,0.54,9.2,5,4120,65,550,235,570,226
6,0.27,0.19,1.7,0.02,24,110,0.9898,3.32,0.47,12.6,7,4121,28,608,55,724,267
6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,7,4122,34,942,143,633,280
4.7,0.67,0.09,1,0.02,5,9,0.98722,3.3,0.34,13.6,5,4123,98,525,169,731,252
6.6,0.15,0.34,5.1,0.055,34,125,0.9942,3.36,0.42,9.6,5,4124,15,988,166,516,156
6.8,0.18,0.24,9.8,0.058,64,188,0.9952,3.13,0.51,10.6,6,4125,26,882,230,600,383
6.7,0.25,0.33,2.9,0.057,52,173,0.9934,3.02,0.48,9.5,7,4126,80,831,171,562,102
7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,6,4127,7,683,56,585,248
7.7,0.28,0.29,6.9,0.041,29,163,0.9952,3.44,0.6,10.5,6,4128,35,693,160,698,194
9,0.245,0.38,5.9,0.045,52,159,0.995,2.93,0.35,10.2,6,4129,17,764,156,635,479
7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,7,4130,6,920,18,684,330
6.9,0.21,0.81,1.1,0.137,52,123,0.9932,3.03,0.39,9.2,6,4131,83,541,61,638,139
6.9,0.44,0.42,8.5,0.048,10,147,0.9974,3.32,0.46,9.5,6,4132,79,983,214,651,433
6,0.32,0.3,7.3,0.174,46,159,0.99519,3.18,0.49,9.4,5,4133,92,658,16,667,341
6.6,0.45,0.43,7.2,0.064,31,186,0.9954,3.12,0.44,9.4,5,4134,22,873,91,556,72
6.4,0.32,0.35,4.8,0.03,34,101,0.9912,3.36,0.6,12.5,8,4135,6,755,63,630,143
7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6,4136,15,823,114,573,462
6.8,0.27,0.29,4.6,0.046,6,88,0.99458,3.34,0.48,10.6,4,4137,83,687,149,739,281
8.2,0.61,0.45,5.4,0.03,15,118,0.9954,3.14,0.34,9.6,5,4138,14,507,165,665,92
8.7,0.45,0.4,1.5,0.067,17,100,0.9957,3.27,0.57,10.1,6,4139,46,674,87,634,285
6.7,0.22,0.33,1.2,0.036,36,86,0.99058,3.1,0.76,11.4,6,4140,27,989,94,696,230
6.5,0.15,0.55,5.9,0.045,75,162,0.99482,2.97,0.4,9.3,5,4141,96,675,59,578,221
6.9,0.22,0.28,7.8,0.05,43,116,0.99326,3.22,0.6,11.5,8,4142,95,588,130,576,496
5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,8,4143,81,686,21,591,193
6.8,0.33,0.28,1.2,0.032,38,131,0.9889,3.19,0.41,13,6,4144,95,564,124,702,153
7.4,0.18,0.24,1.4,0.047,21,106,0.99383,3.52,0.64,10.5,7,4145,1,876,7,707,249
6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,6,4146,71,523,201,639,219
7.1,0.34,0.49,1.5,0.027,26,126,0.99,3.3,0.33,12.2,7,4147,63,624,118,750,270
7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,8,4148,56,940,163,539,369
7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,6,4149,35,589,217,593,185
6.7,0.45,0.3,5.3,0.036,27,165,0.99122,3.12,0.46,12.2,6,4150,5,867,143,630,161
6.2,0.33,0.19,5.6,0.042,22,143,0.99425,3.15,0.63,9.9,5,4151,78,584,30,595,114
6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,8,4152,86,736,47,527,400
6.7,0.21,0.37,2.5,0.034,35,89,0.9913,3.25,0.5,11,7,4153,23,993,210,519,245
6.6,0.46,0.49,7.4,0.052,19,184,0.9956,3.11,0.38,9,5,4154,15,898,107,723,40
6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,6,4155,81,681,172,629,166
5.2,0.3,0.34,1.5,0.038,18,96,0.98942,3.56,0.48,13,8,4156,89,752,232,689,316
5,0.29,0.54,5.7,0.035,54,155,0.98976,3.27,0.34,12.9,8,4157,99,865,212,691,297
4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,5,4158,78,928,162,606,62
7.4,0.18,0.4,1.6,0.047,22,102,0.9937,3.28,0.44,10.7,5,4159,14,530,163,721,447
6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,7,4160,84,555,62,667,178
7,0.25,0.32,9,0.046,56,245,0.9955,3.25,0.5,10.4,6,4161,33,889,67,639,214
6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,7,4162,76,600,170,688,85
6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94,7,4163,61,575,101,680,95
6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,6,4164,98,881,0,555,486
6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7,4165,15,742,90,576,153
7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,6,4166,84,716,131,669,112
6.8,0.26,0.34,15.1,0.06,42,162,0.99705,3.24,0.52,10.5,3,4167,10,678,111,657,58
6.9,0.3,0.29,1.3,0.053,24,189,0.99362,3.29,0.54,9.9,4,4168,59,829,236,568,396
5.9,0.26,0.25,12.5,0.034,38,152,0.9977,3.33,0.43,9.4,5,4169,77,789,84,532,176
6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7,4170,23,863,47,713,140
6.2,0.21,0.28,5.7,0.028,45,121,0.99168,3.21,1.08,12.15,7,4171,0,810,141,672,41
6.1,0.17,0.28,2.5,0.028,22,98,0.99072,3.16,0.37,11.1,7,4172,83,514,9,530,121
6.8,0.35,0.32,2.4,0.048,35,103,0.9911,3.28,0.46,12,8,4173,78,638,199,642,452
5.6,0.34,0.25,2.5,0.046,47,182,0.99093,3.21,0.4,11.3,5,4174,58,820,160,687,476
7.8,0.25,0.28,7.2,0.04,46,179,0.99541,3.14,0.6,10.1,6,4175,57,960,88,749,393
7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,5,4176,35,931,168,623,210
7.2,0.27,0.74,12.5,0.037,47,156,0.9981,3.04,0.44,8.7,5,4177,36,683,1,738,135
7.9,0.25,0.35,6.7,0.039,22,64,0.99362,2.93,0.49,10.7,5,4178,86,963,123,570,103
7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,7,4179,23,608,76,636,287
7.9,0.3,0.27,8.5,0.036,20,112,0.9939,2.96,0.46,11.7,6,4180,55,973,246,586,209
6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,6,4181,99,987,119,692,43
5.8,0.17,0.3,1.4,0.037,55,130,0.9909,3.29,0.38,11.3,6,4182,5,766,102,691,369
7.1,0.23,0.39,13.7,0.058,26,172,0.99755,2.9,0.46,9,6,4183,39,945,76,525,439
8.8,0.23,0.74,3.2,0.042,15,126,0.9934,3.02,0.51,11.2,6,4184,98,736,13,656,117
6.5,0.27,0.4,10,0.039,74,227,0.99582,3.18,0.5,9.4,5,4185,11,604,207,574,178
8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,7,4186,91,842,43,677,301
6.2,0.26,0.37,7.1,0.047,54,201,0.99523,3.19,0.48,9.5,6,4187,96,772,88,723,54
9.4,0.26,0.53,1.2,0.047,25,109,0.9921,3.23,0.28,12.5,6,4188,17,973,36,521,485
5.8,0.23,0.2,2,0.043,39,154,0.99226,3.21,0.39,10.2,6,4189,58,914,76,716,95
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,4190,43,791,103,616,362
7.4,0.28,0.5,12.1,0.049,48,122,0.9973,3.01,0.44,9,5,4191,89,766,155,585,359
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,4192,76,850,110,644,435
7.7,0.42,0.38,8.1,0.061,49,144,0.9966,3.4,0.58,11,6,4193,30,764,148,537,456
7,0.14,0.4,1.7,0.035,16,85,0.9911,3.19,0.42,11.8,6,4194,26,966,120,611,482
6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6,4195,1,781,20,575,287
6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6,4196,48,866,237,643,396
6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,5,4197,62,695,96,647,224
6.2,0.28,0.41,5,0.043,50,188,0.99318,3.23,0.64,10.8,6,4198,7,817,149,693,67
6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,7,4199,46,623,37,504,144
6.6,0.17,0.3,1.1,0.031,13,73,0.99095,3.17,0.58,11,6,4200,45,864,190,616,333
7.4,0.2,0.29,1.7,0.047,16,100,0.99243,3.28,0.45,10.6,6,4201,88,546,48,647,173
7,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2,6,4202,97,963,28,589,200
6.3,0.27,0.38,0.9,0.051,7,140,0.9926,3.45,0.5,10.5,7,4203,33,736,187,514,105
6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6,4204,59,915,85,596,150
5.4,0.27,0.22,4.6,0.022,29,107,0.98889,3.33,0.54,13.8,6,4205,43,773,215,629,69
6.6,0.19,0.25,1.2,0.052,34,181,0.99352,3.3,0.42,9.4,7,4206,95,943,178,547,188
7.8,0.4,0.49,7.8,0.06,34,162,0.9966,3.26,0.58,11.3,6,4207,35,769,117,650,252
7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7,4208,26,530,200,722,399
7.7,0.31,0.36,4.3,0.026,15,87,0.99152,3.11,0.48,12,5,4209,43,635,130,517,352
7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,5,4210,52,818,26,725,24
7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,6,4211,53,565,128,585,251
8.2,0.24,0.3,2.3,0.05,23,106,0.99397,2.98,0.5,10,5,4212,37,729,171,570,234
6.7,0.3,0.35,1.4,0.18,36,160,0.9937,3.11,0.54,9.4,6,4213,11,552,15,575,99
5.7,0.28,0.24,17.5,0.044,60,167,0.9989,3.31,0.44,9.4,5,4214,0,513,53,508,403
6.6,0.19,0.28,1.1,0.044,38,100,0.9904,3.22,0.69,11.2,6,4215,14,832,63,500,171
5.9,0.18,0.28,1,0.037,24,88,0.99094,3.29,0.55,10.65,7,4216,1,904,233,621,111
6.3,0.36,0.2,2,0.048,48,191,0.9929,3.17,0.51,9.6,5,4217,84,976,85,555,297
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7,4218,38,836,248,617,166
7.3,0.13,0.31,2.3,0.054,22,104,0.9924,3.24,0.92,11.5,7,4219,52,510,12,577,461
5.7,0.43,0.3,5.7,0.039,24,98,0.992,3.54,0.61,12.3,7,4220,32,974,146,625,34
6.9,0.28,0.27,2.1,0.036,42,121,0.9926,3.42,0.49,10.8,7,4221,78,595,202,650,150
5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,6,4222,100,799,246,658,301
6.2,0.1,0.41,1,0.04,17,76,0.98988,3.14,0.56,11.4,7,4223,46,777,58,624,101
6.4,0.33,0.31,5.5,0.048,42,173,0.9951,3.19,0.66,9.3,6,4224,57,797,227,636,313
5.7,0.135,0.3,4.6,0.042,19,101,0.9946,3.31,0.42,9.3,6,4225,11,999,112,695,22
7.8,0.28,0.22,1.4,0.056,24,130,0.9944,3.28,0.48,9.5,5,4226,44,965,63,648,58
5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,6,4227,52,963,186,669,384
5.9,0.14,0.2,1.6,0.04,26,114,0.99105,3.25,0.45,11.4,6,4228,86,859,29,664,129
8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,8,4229,62,510,144,718,78
6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,7,4230,76,590,64,637,412
6.4,0.42,0.74,12.8,0.076,48,209,0.9978,3.12,0.58,9,6,4231,69,574,79,724,270
6.7,0.27,0.12,1.3,0.041,62,138,0.9921,3.21,0.42,10,6,4232,56,806,11,679,88
6.8,0.24,0.49,19.3,0.057,55,247,1.00055,3,0.56,8.7,5,4233,92,810,78,728,88
6.6,0.3,0.45,8,0.038,54,200,0.9956,3.18,0.48,9.5,5,4234,28,611,150,733,37
6.9,0.21,0.28,2.4,0.056,49,159,0.9944,3.02,0.47,8.8,8,4235,23,808,57,521,43
5.7,0.41,0.21,1.9,0.048,30,112,0.99138,3.29,0.55,11.2,6,4236,92,568,135,627,314
5.9,0.29,0.25,12,0.057,48,224,0.9981,3.23,0.41,9,6,4237,74,738,114,711,284
6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,6,4238,61,660,188,591,399
6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.8933333333333,7,4239,23,976,244,556,311
7,0.29,0.49,3.8,0.047,37,136,0.9938,2.95,0.4,9.4,6,4240,78,892,192,670,451
8,0.44,0.49,9.1,0.031,46,151,0.9926,3.16,0.27,12.7,8,4241,24,667,126,588,42
8,0.26,0.36,2,0.054,30,121,0.992,3.09,0.72,11.6,7,4242,74,769,116,661,256
8.2,0.26,0.44,1.3,0.046,7,69,0.9944,3.14,0.62,10.2,4,4243,13,698,212,592,106
7.7,0.49,1,19.6,0.03,28,135,0.9973,3.24,0.4,12,6,4244,47,612,151,568,138
6.5,0.25,0.27,15.2,0.049,75,217,0.9972,3.19,0.39,9.9,5,4245,17,853,89,544,74
5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6,4246,42,833,130,713,267
7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2,7,4247,90,648,46,689,428
7.6,0.2,0.31,1.4,0.047,41,142,0.9934,3.43,0.53,10.1,6,4248,30,907,216,534,452
5,0.24,0.21,2.2,0.039,31,100,0.99098,3.69,0.62,11.7,6,4249,2,657,186,543,474
7.5,0.19,0.49,1.6,0.047,42,140,0.9932,3.4,0.47,10.7,6,4250,12,950,80,708,221
6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,5,4251,27,708,82,669,320
6.8,0.27,0.22,8.1,0.034,55,203,0.9961,3.19,0.52,8.9,5,4252,89,943,49,690,464
7.6,0.22,0.34,9.7,0.035,26,143,0.9965,3.08,0.49,9.8,6,4253,71,872,249,647,104
7.1,0.28,0.19,7.8,0.04,48,184,0.99579,3.16,0.5,9.4,5,4254,98,984,5,592,403
6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,6,4255,51,740,139,744,432
6,0.27,0.26,1.3,0.038,32,138,0.99125,3.46,0.43,11.1,6,4256,46,756,127,530,61
7.8,0.32,0.33,10.4,0.031,47,194,0.99692,3.07,0.58,9.6,6,4257,68,709,42,583,157
6.7,0.34,0.26,1.9,0.038,58,138,0.9893,3,0.47,12.2,7,4258,86,879,44,612,434
6.9,0.39,0.22,4.3,0.03,10,102,0.993,3,0.87,11.6,4,4259,57,547,141,545,127
6.1,0.22,0.28,16.55,0.059,54,135,0.99665,3.2,0.38,10.5,5,4260,1,520,177,609,89
6.1,0.38,0.2,6.6,0.033,25,137,0.9938,3.3,0.69,10.4,6,4261,89,991,51,560,237
6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6,4262,8,896,47,609,401
7.1,0.26,0.19,8.2,0.051,53,187,0.996,3.16,0.52,9.7,5,4263,90,968,71,719,47
7.2,0.26,0.3,2.1,0.033,50,158,0.9909,3.33,0.43,12.1,7,4264,55,841,194,732,313
6.7,0.61,0.21,1.65,0.117,40,240,0.9938,3.11,0.57,9.3,5,4265,45,533,133,692,401
8.5,0.23,0.34,1.3,0.035,54,110,0.99176,3.07,0.55,11,7,4266,33,857,88,613,165
6,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1,5,4267,7,995,246,541,7
7.4,0.19,0.3,1.4,0.057,33,135,0.993,3.12,0.5,9.6,6,4268,97,506,117,517,67
6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,4269,58,731,163,700,368
6.3,0.16,0.22,1.3,0.046,18,66,0.99307,3.61,0.55,10.3,6,4270,88,598,38,631,190
5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,7,4271,87,785,222,615,468
7.5,0.38,0.56,9.7,0.055,15,170,0.99605,3.13,0.65,9.9,6,4272,91,603,202,550,130
7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,6,4273,86,630,225,706,487
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,4274,63,949,51,623,119
5.9,0.27,0.27,5,0.035,14,97,0.99058,3.1,0.33,11.8,7,4275,55,819,98,566,354
5.8,0.26,0.24,9.2,0.044,55,152,0.9961,3.31,0.38,9.4,5,4276,52,983,188,643,150
7,0.23,0.36,13,0.051,72,177,0.9972,3.16,0.49,9.8,5,4277,63,637,241,700,428
7.5,0.17,0.71,11.8,0.038,52,148,0.99801,3.03,0.46,8.9,5,4278,4,967,105,657,287
7.2,0.3,0.26,1.5,0.041,46,178,0.99154,3.19,0.56,11.3,6,4279,94,821,88,691,382
6.4,0.32,0.25,5,0.055,28,138,0.99171,3.27,0.5,12.4,8,4280,75,554,9,546,13
6.6,0.27,0.31,5.3,0.137,35,163,0.9951,3.2,0.38,9.3,5,4281,69,744,69,553,396
6.9,0.32,0.16,1.4,0.051,15,96,0.994,3.22,0.38,9.5,4,4282,97,580,232,603,250
8.9,0.27,0.34,10.7,0.029,19.5,166,0.99669,3.13,0.48,10.6,5,4283,40,625,195,628,442
8.1,0.24,0.33,10.2,0.048,46,141,0.9972,3.16,0.48,10.3,6,4284,20,801,123,696,53
6.6,0.36,0.28,6.1,0.029,12,93,0.99054,3.19,0.27,12.8,7,4285,73,995,191,570,411
5.6,0.41,0.24,1.9,0.034,10,53,0.98815,3.32,0.5,13.5,7,4286,16,639,29,668,23
6.9,0.32,0.13,7.8,0.042,11,117,0.996,3.23,0.37,9.2,5,4287,38,870,55,666,282
7.6,0.48,0.37,1.2,0.034,5,57,0.99256,3.05,0.54,10.4,3,4288,12,603,57,527,174
5.9,0.13,0.28,1.9,0.05,20,78,0.9918,3.43,0.64,10.8,6,4289,23,905,65,504,478
6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7,4290,45,580,234,750,445
