instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,feature0,feature1,feature2
15803,2012-10-25,4,1,10,15,0,4,1,1,0.62,0.6061,0.65,0.1343,63,242,305,493.84375,0.7045890646265275,0.7096155649425364
15804,2012-10-25,4,1,10,16,0,4,1,1,0.6,0.5909,0.69,0.1642,92,407,499,493.875,0.21642981196001945,0.9762981801145337
15805,2012-10-25,4,1,10,17,0,4,1,1,0.6,0.5909,0.69,0.1642,112,774,886,493.90625,0.9384641175477403,0.3453767509189655
15806,2012-10-25,4,1,10,18,0,4,1,1,0.56,0.5303,0.83,0.1045,77,732,809,493.9375,0.7976788414110865,0.6030824702850073
15807,2012-10-25,4,1,10,19,0,4,1,1,0.54,0.5152,0.83,0.194,45,497,542,493.96875,0.07648868283446791,0.9970704495662521
15808,2012-10-25,4,1,10,20,0,4,1,2,0.52,0.5,0.88,0.1343,28,319,347,494.0,0.8803328648276462,0.47435645574225016
15809,2012-10-25,4,1,10,21,0,4,1,2,0.52,0.5,0.88,0.1343,24,247,271,494.03125,0.8748030707612972,0.48447867588430027
15810,2012-10-25,4,1,10,22,0,4,1,2,0.54,0.5152,0.83,0.0896,22,185,207,494.0625,0.06498336779807042,0.9978863471907112
15811,2012-10-25,4,1,10,23,0,4,1,2,0.54,0.5152,0.83,0.1343,13,122,135,494.09375,0.8045817438325474,0.5938419128786524
15812,2012-10-26,4,1,10,0,0,5,1,2,0.54,0.5152,0.77,0,6,65,71,494.125,0.934418110702339,0.3561780374917456
15813,2012-10-26,4,1,10,1,0,5,1,2,0.52,0.5,0.88,0.0896,4,32,36,494.15625,0.20515477588230135,0.9787295427914101
15814,2012-10-26,4,1,10,2,0,5,1,2,0.52,0.5,0.88,0.1045,4,15,19,494.1875,0.7127269137642013,0.7014416200911924
15815,2012-10-26,4,1,10,3,0,5,1,2,0.52,0.5,0.88,0.1642,5,8,13,494.21875,0.9753307658044629,0.2207484932571003
15816,2012-10-26,4,1,10,4,0,5,1,2,0.52,0.5,0.88,0.1642,1,4,5,494.25,0.3412200097323783,0.93998345993865
15817,2012-10-26,4,1,10,5,0,5,1,2,0.52,0.5,0.88,0.1045,3,47,50,494.28125,0.6066068496709567,0.7950019685084292
15818,2012-10-26,4,1,10,6,0,5,1,2,0.52,0.5,0.88,0.0896,2,142,144,494.3125,0.9967221689976301,0.08090066642902106
15819,2012-10-26,4,1,10,7,0,5,1,2,0.52,0.5,0.88,0.1045,13,408,421,494.34375,0.47045572276766967,0.8824236017441677
15820,2012-10-26,4,1,10,8,0,5,1,2,0.54,0.5152,0.88,0.1343,20,714,734,494.375,0.4883455453571617,0.8726503471206646
15821,2012-10-26,4,1,10,9,0,5,1,2,0.54,0.5152,0.88,0.1343,56,347,403,494.40625,0.998164171201487,0.060566387787687484
15822,2012-10-26,4,1,10,10,0,5,1,2,0.54,0.5152,0.88,0.1045,41,156,197,494.4375,0.5902752613130864,0.8072020291610816
15823,2012-10-26,4,1,10,11,0,5,1,2,0.56,0.5303,0.78,0.1642,68,222,290,494.46875,0.3603100016327284,0.932832623102035
15824,2012-10-26,4,1,10,12,0,5,1,2,0.58,0.5455,0.73,0.194,90,302,392,494.5,0.9796279107321191,0.200821205341028
15825,2012-10-26,4,1,10,13,0,5,1,2,0.58,0.5455,0.68,0.1343,77,260,337,494.53125,0.6982804364899757,0.7158243024760818
15826,2012-10-26,4,1,10,14,0,5,1,2,0.6,0.6061,0.64,0.1343,99,252,351,494.5625,0.22506285077582916,0.9743442477895874
15827,2012-10-26,4,1,10,15,0,5,1,2,0.62,0.6061,0.61,0.1045,142,306,448,494.59375,0.9414843909688507,0.33705658510406256
15828,2012-10-26,4,1,10,16,0,5,1,2,0.58,0.5455,0.73,0.1642,137,445,582,494.625,0.7923095239828334,0.6101193475100557
15829,2012-10-26,4,1,10,17,0,5,1,2,0.56,0.5303,0.76,0.194,125,692,817,494.65625,0.08531106543042477,0.9963543657329583
15830,2012-10-26,4,1,10,18,0,5,1,2,0.56,0.5303,0.78,0.1343,81,584,665,494.6875,0.8844970547190858,0.4665457750245548
15831,2012-10-26,4,1,10,19,0,5,1,2,0.54,0.5152,0.83,0.1642,72,399,471,494.71875,0.8704805309661757,0.4922028496553478
15832,2012-10-26,4,1,10,20,0,5,1,2,0.54,0.5152,0.83,0.1642,40,271,311,494.75,0.05614822146960881,0.9984224442718622
15833,2012-10-26,4,1,10,21,0,5,1,2,0.54,0.5152,0.77,0.1343,40,252,292,494.78125,0.8098065039053264,0.586697048085835
15834,2012-10-26,4,1,10,22,0,5,1,2,0.52,0.5,0.83,0.1343,37,180,217,494.8125,0.931228864203738,0.3644349084182472
15835,2012-10-26,4,1,10,23,0,5,1,1,0.52,0.5,0.83,0.1642,19,159,178,494.84375,0.1964837013351703,0.9805070908002815
15836,2012-10-27,4,1,10,0,0,6,0,1,0.5,0.4848,0.88,0.1343,10,132,142,494.875,0.7189076704099392,0.6951055757406599
15837,2012-10-27,4,1,10,1,0,6,0,2,0.5,0.4848,0.88,0.1343,23,123,146,494.90625,0.9733386453927357,0.22937280001132276
15838,2012-10-27,4,1,10,2,0,6,0,2,0.5,0.4848,0.88,0.194,19,71,90,494.9375,0.3328865585825942,0.9429668812397587
15839,2012-10-27,4,1,10,3,0,6,0,1,0.5,0.4848,0.88,0.1642,5,21,26,494.96875,0.6136198950033652,0.7896015605709369
15840,2012-10-27,4,1,10,4,0,6,0,2,0.5,0.4848,0.88,0.1642,1,12,13,495.0,0.9959670469763623,0.08971979345264101
15841,2012-10-27,4,1,10,5,0,6,0,2,0.5,0.4848,0.82,0.194,2,7,9,495.03125,0.4626266890966555,0.8865531831398873
15842,2012-10-27,4,1,10,6,0,6,0,2,0.5,0.4848,0.82,0.194,2,29,31,495.0625,0.49605051322623045,0.8682936647977995
15843,2012-10-27,4,1,10,7,0,6,0,1,0.48,0.4697,0.83,0.194,7,79,86,495.09375,0.9986611613430684,0.05172895538201003
15844,2012-10-27,4,1,10,8,0,6,0,1,0.5,0.4848,0.77,0.2537,26,187,213,495.125,0.5831073432829978,0.8123951170516992
15845,2012-10-27,4,1,10,9,0,6,0,1,0.5,0.4848,0.77,0.2537,88,240,328,495.15625,0.36855267705417105,0.9296068654201107
15846,2012-10-27,4,1,10,10,0,6,0,1,0.54,0.5152,0.73,0.2836,165,314,479,495.1875,0.9813670657754867,0.19214234882297931
15847,2012-10-27,4,1,10,11,0,6,0,1,0.56,0.5303,0.64,0.2836,197,388,585,495.21875,0.6919171000289206,0.7219769571721584
15848,2012-10-27,4,1,10,12,0,6,0,1,0.6,0.6212,0.53,0.2537,264,404,668,495.25,0.23367825654504257,0.97231397831054
15849,2012-10-27,4,1,10,13,0,6,0,1,0.6,0.6212,0.43,0.2537,310,450,760,495.28125,0.944430901713987,0.3287100118458599
15850,2012-10-27,4,1,10,14,0,6,0,1,0.6,0.6212,0.46,0.2537,325,425,750,495.3125,0.7868781313133447,0.6171084235860168
15851,2012-10-27,4,1,10,15,0,6,0,2,0.56,0.5303,0.6,0.2836,310,401,711,495.34375,0.09412676414236111,0.995560220314215
15852,2012-10-27,4,1,10,16,0,6,0,2,0.56,0.5303,0.64,0.2836,257,355,612,495.375,0.8885919467333931,0.4586985417467104
15853,2012-10-27,4,1,10,17,0,6,0,2,0.56,0.5303,0.64,0.2836,248,370,618,495.40625,0.8660897914494619,0.4998884607060135
15854,2012-10-27,4,1,10,18,0,6,0,2,0.56,0.5303,0.64,0.2836,138,318,456,495.4375,0.04730867608460785,0.9988803177393785
15855,2012-10-27,4,1,10,19,0,6,0,2,0.52,0.5,0.72,0.2239,67,233,300,495.46875,0.8149678178972968,0.579506217215759
15856,2012-10-27,4,1,10,20,0,6,0,2,0.52,0.5,0.72,0.2239,58,238,296,495.5,0.9279666585210792,0.3726632268861832
15857,2012-10-27,4,1,10,21,0,6,0,2,0.52,0.5,0.72,0.2239,49,160,209,495.53125,0.18779723283808653,0.982207818813492
15858,2012-10-27,4,1,10,22,0,6,0,2,0.52,0.5,0.72,0.2537,41,116,157,495.5625,0.725032102644931,0.6887150718071082
15859,2012-10-27,4,1,10,23,0,6,0,2,0.52,0.5,0.68,0.3881,31,136,167,495.59375,0.9712702666130505,0.237979136046448
15860,2012-10-28,4,1,10,0,0,0,0,3,0.52,0.5,0.68,0.2985,20,97,117,495.625,0.32452702669945704,0.9458764237159154
15861,2012-10-28,4,1,10,1,0,0,0,2,0.5,0.4848,0.72,0.2836,22,111,133,495.65625,0.6205848649285546,0.7841392895535892
15862,2012-10-28,4,1,10,2,0,0,0,2,0.5,0.4848,0.68,0.2985,17,99,116,495.6875,0.9951338937149892,0.09853189118069705
15863,2012-10-28,4,1,10,3,0,0,0,2,0.5,0.4848,0.63,0.3284,18,61,79,495.71875,0.45476140991494324,0.8906133055665477
15864,2012-10-28,4,1,10,4,0,0,0,2,0.5,0.4848,0.63,0.3582,1,19,20,495.75,0.5037166169212088,0.8638689540882066
15865,2012-10-28,4,1,10,5,0,0,0,2,0.5,0.4848,0.63,0.2985,6,22,28,495.78125,0.9990799091681983,0.04288747015696463
15866,2012-10-28,4,1,10,6,0,0,0,2,0.5,0.4848,0.59,0.3284,7,32,39,495.8125,0.5758937404190094,0.8175245560508886
15867,2012-10-28,4,1,10,7,0,0,0,2,0.5,0.4848,0.59,0.2985,17,48,65,495.84375,0.37676647740136093,0.9263082756332094
15868,2012-10-28,4,1,10,8,0,0,0,2,0.5,0.4848,0.59,0.5522,55,118,173,495.875,0.9830293334465527,0.18344843848783807
15869,2012-10-28,4,1,10,9,0,0,0,2,0.5,0.4848,0.55,0.4179,124,206,330,495.90625,0.6854995537930249,0.7280730469874324
15870,2012-10-28,4,1,10,10,0,0,0,2,0.48,0.4697,0.51,0.4179,120,314,434,495.9375,0.2422753542746484,0.9702075307433423
15871,2012-10-28,4,1,10,11,0,0,0,2,0.5,0.4848,0.51,0.3881,110,352,462,495.96875,0.9473034189322508,0.3203376850750915
15872,2012-10-28,4,1,10,12,0,0,0,2,0.48,0.4697,0.59,0.4925,118,373,491,496.0,0.7813850889370866,0.6240491509382745
15873,2012-10-28,4,1,10,13,0,0,0,2,0.48,0.4697,0.59,0.4179,75,316,391,496.03125,0.10293508828487224,0.9946880755291005
15874,2012-10-28,4,1,10,14,0,0,0,2,0.5,0.4848,0.59,0.4478,98,304,402,496.0625,0.8926172200472006,0.4508153707175561
15875,2012-10-28,4,1,10,15,0,0,0,2,0.5,0.4848,0.63,0.4925,76,225,301,496.09375,0.86163119621335,0.5075349068901089
15876,2012-10-28,4,1,10,16,0,0,0,3,0.48,0.4697,0.67,0.4627,42,251,293,496.125,0.03846542419679254,0.9992599317201509
15877,2012-10-28,4,1,10,17,0,0,0,3,0.46,0.4545,0.77,0.5224,37,188,225,496.15625,0.8200652814339037,0.572269983649966
15878,2012-10-28,4,1,10,18,0,0,0,3,0.42,0.4242,0.94,0.4925,18,136,154,496.1875,0.9246317492390788,0.38086234822975257
15879,2012-10-28,4,1,10,19,0,0,0,3,0.42,0.4242,0.94,0.3582,7,47,54,496.21875,0.1790960509516279,0.9838315935837454
15880,2012-10-28,4,1,10,20,0,0,0,3,0.42,0.4242,0.94,0.4627,4,51,55,496.25,0.731099730636994,0.6822706089686956
15881,2012-10-28,4,1,10,21,0,0,0,3,0.44,0.4394,0.88,0.4179,2,44,46,496.28125,0.9691257915171153,0.24656682708005306
15882,2012-10-28,4,1,10,22,0,0,0,3,0.44,0.4394,0.88,0.3582,2,35,37,496.3125,0.31614206902897285,0.9487118594125827
15883,2012-10-28,4,1,10,23,0,0,0,3,0.42,0.4242,0.94,0.3582,2,12,14,496.34375,0.627501213760558,0.7786155834100846
15884,2012-10-29,4,1,10,0,0,1,1,3,0.44,0.4394,0.88,0.3582,2,20,22,496.375,0.9942227744887447,0.10733626920991154
15885,2012-10-30,4,1,10,13,0,2,1,3,0.3,0.2727,0.81,0.3582,11,105,116,496.40625,0.4468605014452185,0.8946036509248818
15886,2012-10-30,4,1,10,14,0,2,1,3,0.3,0.2727,0.81,0.3582,8,118,126,496.4375,0.5113432558242553,0.8593765616556285
15887,2012-10-30,4,1,10,15,0,2,1,3,0.3,0.2879,0.87,0.2537,10,114,124,496.46875,0.9994203818691528,0.03404262481825736
15888,2012-10-30,4,1,10,16,0,2,1,3,0.3,0.2879,0.87,0.2537,15,83,98,496.5,0.5686350178867848,0.8225899442814116
15889,2012-10-30,4,1,10,17,0,2,1,3,0.3,0.2879,0.87,0.2239,19,105,124,496.53125,0.3849507591459515,0.92293711217664
15890,2012-10-30,4,1,10,18,0,2,1,3,0.3,0.303,0.87,0.1343,4,139,143,496.5625,0.9846145835112817,0.17474015547922933
15891,2012-10-30,4,1,10,19,0,2,1,2,0.5,0.4848,0.68,0.194,6,109,115,496.59375,0.6790283005791355,0.7341120943102702
15892,2012-10-30,4,1,10,20,0,2,1,2,0.3,0.2879,0.81,0.194,5,76,81,496.625,0.25085347040601924,0.9680250701222859
15893,2012-10-30,4,1,10,21,0,2,1,2,0.3,0.3182,0.87,0.1045,4,60,64,496.65625,0.9501017175699303,0.31194026074020714
15894,2012-10-30,4,1,10,22,0,2,1,1,0.3,0.303,0.81,0.1343,2,64,66,496.6875,0.7758308272186075,0.6309409857802005
15895,2012-10-30,4,1,10,23,0,2,1,1,0.3,0.303,0.81,0.1343,3,36,39,496.71875,0.11173534775033046,0.9937379997077261
15896,2012-10-31,4,1,10,0,0,3,1,2,0.3,0.3182,0.81,0.1045,0,16,16,496.75,0.8965725592915715,0.4428968795615538
15897,2012-10-31,4,1,10,1,0,3,1,2,0.3,0.3182,0.81,0.0896,0,8,8,496.78125,0.8571050945763405,0.5151415891299036
15898,2012-10-31,4,1,10,2,0,3,1,2,0.3,0.303,0.81,0.1343,0,7,7,496.8125,0.029619158650282022,0.9995612564724833
15899,2012-10-31,4,1,10,3,0,3,1,2,0.3,0.3182,0.81,0.1045,0,3,3,496.84375,0.8250984951430973,0.5649889143271718
15900,2012-10-31,4,1,10,4,0,3,1,2,0.3,0.2879,0.87,0.194,0,5,5,496.875,0.9212243976385771,0.38903163007066766
15901,2012-10-31,4,1,10,5,0,3,1,2,0.3,0.303,0.81,0.1343,0,24,24,496.90625,0.1703808373891252,0.9853782878928176
15902,2012-10-31,4,1,10,6,0,3,1,1,0.3,0.303,0.81,0.1642,0,116,116,496.9375,0.7371100790043993,0.6757726921311102
15903,2012-10-31,4,1,10,7,0,3,1,2,0.3,0.303,0.87,0.1343,3,334,337,496.96875,0.9669053881185723,0.2551352002904989
15904,2012-10-31,4,1,10,8,0,3,1,1,0.32,0.3333,0.81,0.1343,6,615,621,497.0,0.3077323425091872,0.9514729661812827
15905,2012-10-31,4,1,10,9,0,3,1,1,0.34,0.3333,0.76,0.1343,17,280,297,497.03125,0.6343683996227364,0.7730308749073922
15906,2012-10-31,4,1,10,10,0,3,1,1,0.36,0.3333,0.71,0.2836,21,147,168,497.0625,0.9932337606812791,0.11613223774182374
15907,2012-10-31,4,1,10,11,0,3,1,2,0.36,0.3485,0.66,0.2239,37,152,189,497.09375,0.438924582701622,0.898523906582461
15908,2012-10-31,4,1,10,12,0,3,1,1,0.4,0.4091,0.58,0.194,44,197,241,497.125,0.5189298324094844,0.8548168394664815
15909,2012-10-31,4,1,10,13,0,3,1,1,0.42,0.4242,0.5,0.2239,22,191,213,497.15625,0.9996825527708455,0.02519511233484979
15910,2012-10-31,4,1,10,14,0,3,1,2,0.42,0.4242,0.5,0.2239,45,179,224,497.1875,0.5613317443869877,0.8275908848842292
15911,2012-10-31,4,1,10,15,0,3,1,1,0.42,0.4242,0.54,0.1642,33,197,230,497.21875,0.3931048810722962,0.9194936391716562
15912,2012-10-31,4,1,10,16,0,3,1,2,0.42,0.4242,0.54,0.2239,51,373,424,497.25,0.9861226917697526,0.16601818206683697
15913,2012-10-31,4,1,10,17,0,3,1,2,0.4,0.4091,0.58,0.1642,39,684,723,497.28125,0.6725038473918922,0.7400936259981589
15914,2012-10-31,4,1,10,18,0,3,1,2,0.4,0.4091,0.58,0.1642,28,556,584,497.3125,0.25941193286768294,0.9657667674370727
15915,2012-10-31,4,1,10,19,0,3,1,2,0.4,0.4091,0.5,0.194,27,383,410,497.34375,0.9528255783881324,0.3035183967559807
15916,2012-10-31,4,1,10,20,0,3,1,2,0.4,0.4091,0.5,0.194,9,259,268,497.375,0.7702157813188208,0.6377833881557581
15917,2012-10-31,4,1,10,21,0,3,1,2,0.4,0.4091,0.5,0.194,12,180,192,497.40625,0.12052685306295297,0.9927100672858825
15918,2012-10-31,4,1,10,22,0,3,1,1,0.36,0.3485,0.57,0.1343,18,147,165,497.4375,0.9004576545767087,0.4349436886703988
15919,2012-10-31,4,1,10,23,0,3,1,1,0.36,0.3636,0.57,0.0896,7,94,101,497.46875,0.8525118411458722,0.5227079114630611
15920,2012-11-01,4,1,11,0,0,4,1,1,0.36,0.3636,0.57,0.0896,8,52,60,497.5,0.020770572525307212,0.9997842683884214
15921,2012-11-01,4,1,11,1,0,4,1,1,0.3,0.3182,0.75,0.1045,8,22,30,497.53125,0.8300670646866223,0.5576635796988492
15922,2012-11-01,4,1,11,2,0,4,1,1,0.32,0.3333,0.66,0.1343,10,10,20,497.5625,0.9177448706760679,0.39717043236848265
15923,2012-11-01,4,1,11,3,0,4,1,1,0.34,0.3333,0.61,0.1343,5,10,15,497.59375,0.161652274963252,0.9868477805615237
15924,2012-11-01,4,1,11,4,0,4,1,2,0.34,0.3485,0.66,0.1045,2,8,10,497.625,0.7430626768531167,0.6692218303880118
15925,2012-11-01,4,1,11,5,0,4,1,1,0.34,0.3333,0.66,0.1343,1,39,40,497.65625,0.9646092303798346,0.263683584369644
15926,2012-11-01,4,1,11,6,0,4,1,1,0.34,0.3333,0.61,0.1642,2,146,148,497.6875,0.2992985060187158,0.9541595276970014
15927,2012-11-01,4,1,11,7,0,4,1,2,0.36,0.3485,0.57,0.1642,6,414,420,497.71875,0.6411858844902317,0.7673856015918459
15928,2012-11-01,4,1,11,8,0,4,1,2,0.36,0.3788,0.56,0.1045,12,668,680,497.75,0.9921669297790655,0.12491910763683352
15929,2012-11-01,4,1,11,9,0,4,1,3,0.36,0.3636,0.57,0.1045,21,310,331,497.78125,0.43095427544125187,0.9023737653981889
15930,2012-11-01,4,1,11,10,0,4,1,3,0.36,0.3485,0.62,0.194,13,133,146,497.8125,0.5264757522897819,0.8501901447622808
15931,2012-11-01,4,1,11,11,0,4,1,3,0.36,0.3485,0.62,0.194,14,156,170,497.84375,0.9998664013329174,0.016345625884666863
15932,2012-11-01,4,1,11,12,0,4,1,3,0.38,0.3939,0.62,0.1642,23,198,221,497.875,0.5539844921107261,0.832526986049594
15933,2012-11-01,4,1,11,13,0,4,1,2,0.4,0.4091,0.58,0.1642,49,199,248,497.90625,0.4012282043276862,0.9159781264047633
15934,2012-11-01,4,1,11,14,0,4,1,2,0.4,0.4091,0.5,0.2239,31,154,185,497.9375,0.98755354006589,0.15728320159294995
15935,2012-11-01,4,1,11,15,0,4,1,2,0.4,0.4091,0.54,0.1642,35,179,214,497.96875,0.6659267054040032,0.7460171734147747
15936,2012-11-01,4,1,11,16,0,4,1,2,0.4,0.4091,0.54,0.1642,31,313,344,498.0,0.2679500711279774,0.9634327996194192
15937,2012-11-01,4,1,11,17,0,4,1,3,0.4,0.4091,0.5,0.2239,37,652,689,498.03125,0.9554747879799597,0.2950727529519645
15938,2012-11-01,4,1,11,18,0,4,1,2,0.4,0.4091,0.5,0.1642,50,628,678,498.0625,0.7645403911609109,0.6445758219818065
15939,2012-11-01,4,1,11,19,0,4,1,2,0.4,0.4091,0.5,0.1642,28,424,452,498.09375,0.12930891543282044,0.9916043587992076
15940,2012-11-01,4,1,11,20,0,4,1,2,0.38,0.3939,0.54,0.2537,16,280,296,498.125,0.9042722015162331,0.4269564211544136
15941,2012-11-01,4,1,11,21,0,4,1,2,0.38,0.3939,0.54,0.1343,29,238,267,498.15625,0.8478517957905394,0.5302332810893311
15942,2012-11-01,4,1,11,22,0,4,1,1,0.36,0.3485,0.57,0.1642,27,175,202,498.1875,0.011920359083909869,0.9999289499956038
15943,2012-11-01,4,1,11,23,0,4,1,1,0.34,0.3333,0.57,0.1642,8,112,120,498.21875,0.8349706007909139,0.5502945536845338
15944,2012-11-02,4,1,11,0,0,5,1,1,0.34,0.3333,0.57,0.1642,10,40,50,498.25,0.9141934409627833,0.40527811747073883
15945,2012-11-02,4,1,11,1,0,5,1,1,0.32,0.3182,0.66,0.1642,5,19,24,498.28125,0.1529110475325279,0.9882399564592119
15946,2012-11-02,4,1,11,2,0,5,1,1,0.32,0.3182,0.66,0.1642,3,7,10,498.3125,0.7489570578137082,0.6626185369811455
15947,2012-11-02,4,1,11,3,0,5,1,1,0.3,0.303,0.7,0.1642,0,3,3,498.34375,0.9622374981984563,0.27221130957543965
15948,2012-11-02,4,1,11,4,0,5,1,1,0.3,0.3182,0.7,0.1045,1,6,7,498.375,0.2908412203251235,0.9567713334751377
15949,2012-11-02,4,1,11,5,0,5,1,2,0.32,0.3182,0.66,0.1642,1,25,26,498.40625,0.6479531342321205,0.7616802057548637
15950,2012-11-02,4,1,11,6,0,5,1,1,0.3,0.303,0.7,0.1642,2,120,122,498.4375,0.9910223653653294,0.13369619046819362
15951,2012-11-02,4,1,11,7,0,5,1,2,0.3,0.303,0.7,0.1343,8,349,357,498.46875,0.42295020411545053,0.9061529257463657
15952,2012-11-02,4,1,11,8,0,5,1,1,0.32,0.3333,0.57,0.1045,31,656,687,498.5,0.5339804242633729,0.8454968400316516
15953,2012-11-02,4,1,11,9,0,5,1,1,0.34,0.3485,0.53,0.1045,27,355,382,498.53125,0.9999719131513464,0.007494858800288305
15954,2012-11-02,4,1,11,10,0,5,1,1,0.38,0.3939,0.46,0.2985,21,183,204,498.5625,0.5465938366947223,0.8373978610477478
15955,2012-11-02,4,1,11,11,0,5,1,1,0.42,0.4242,0.41,0.4179,42,179,221,498.59375,0.40932009247240264,0.9123908493065808
15956,2012-11-02,4,1,11,12,0,5,1,1,0.42,0.4242,0.41,0.3582,52,240,292,498.625,0.988907016296721,0.1485358984189241
15957,2012-11-02,4,1,11,13,0,5,1,1,0.4,0.4091,0.43,0.3582,64,230,294,498.65625,0.659297389916198,0.7518822724666999
15958,2012-11-02,4,1,11,14,0,5,1,2,0.4,0.4091,0.4,0.4925,63,199,262,498.6875,0.2764672162475853,0.9610233495291938
15959,2012-11-02,4,1,11,15,0,5,1,2,0.4,0.4091,0.4,0.4179,51,255,306,498.71875,0.95804913878723,0.2866039910207933
15960,2012-11-02,4,1,11,16,0,5,1,1,0.38,0.3939,0.4,0.3284,48,373,421,498.75,0.7588051013958662,0.6513177550901013
15961,2012-11-02,4,1,11,17,0,5,1,1,0.38,0.3939,0.4,0.3284,57,581,638,498.78125,0.13808084680984178,0.9904209608768774
15962,2012-11-02,4,1,11,18,0,5,1,2,0.38,0.3939,0.43,0.3284,32,490,522,498.8125,0.908015901251032,0.41893570279372955
15963,2012-11-02,4,1,11,19,0,5,1,2,0.38,0.3939,0.43,0.2985,38,336,374,498.84375,0.8431253236118975,0.5377171084169938
15964,2012-11-02,4,1,11,20,0,5,1,2,0.36,0.3333,0.46,0.4179,14,207,221,498.875,0.0030692117156274515,0.9999952899586301
15965,2012-11-02,4,1,11,21,0,5,1,2,0.36,0.3333,0.46,0.3582,23,133,156,498.90625,0.8398087192775955,0.5428824136268597
15966,2012-11-02,4,1,11,22,0,5,1,1,0.36,0.3333,0.46,0.2537,14,135,149,498.9375,0.9105703867433356,0.41335405016292304
15967,2012-11-02,4,1,11,23,0,5,1,1,0.34,0.303,0.53,0.2985,11,108,119,498.96875,0.1441578399477405,0.9895547065127838
15968,2012-11-03,4,1,11,0,0,6,0,1,0.34,0.3333,0.53,0.1642,9,99,108,499.0,0.7547927600778668,0.6559633292601317
15969,2012-11-03,4,1,11,1,0,6,0,2,0.34,0.303,0.49,0.3284,6,83,89,499.03125,0.9597903773930384,0.28071770778440197
15970,2012-11-03,4,1,11,2,0,6,0,2,0.34,0.3182,0.49,0.2537,10,36,46,499.0625,0.28236114803315465,0.9593081788879937
15971,2012-11-03,4,1,11,3,0,6,0,2,0.34,0.3182,0.49,0.2537,6,22,28,499.09375,0.6546696186532612,0.7559151343982957
15972,2012-11-03,4,1,11,4,0,6,0,2,0.32,0.303,0.49,0.2985,8,8,16,499.125,0.9898001571135001,0.14246279857594585
15973,2012-11-03,4,1,11,5,0,6,0,2,0.32,0.303,0.49,0.2537,1,8,9,499.15625,0.4149129958208809,0.9098610915403195
15974,2012-11-03,4,1,11,6,0,6,0,2,0.32,0.3182,0.49,0.194,4,17,21,499.1875,0.5414432603601406,0.8407372929819285
15975,2012-11-03,4,1,11,7,0,6,0,2,0.32,0.303,0.49,0.2537,1,58,59,499.21875,0.9999990799595758,0.0013564954853720371
15976,2012-11-03,4,1,11,8,0,6,0,2,0.34,0.303,0.46,0.2985,10,132,142,499.25,0.5391603571762136,0.842203128259221
15977,2012-11-03,4,1,11,9,0,6,0,2,0.34,0.303,0.49,0.2985,31,188,219,499.28125,0.4173799115295798,0.9087320889302634
15978,2012-11-03,4,1,11,10,0,6,0,1,0.36,0.3333,0.46,0.3881,68,260,328,499.3125,0.9901830144211579,0.13977695787156447
15979,2012-11-03,4,1,11,11,0,6,0,2,0.36,0.3333,0.46,0.3881,56,284,340,499.34375,0.6526164203168543,0.7576884636397831
15980,2012-11-03,4,1,11,12,0,6,0,2,0.36,0.3182,0.46,0.4627,74,320,394,499.375,0.28496270093194304,0.9585386059400904
15981,2012-11-03,4,1,11,13,0,6,0,2,0.36,0.3333,0.46,0.3582,110,339,449,499.40625,0.9605484291167381,0.2781127744663428
15982,2012-11-03,4,1,11,14,0,6,0,2,0.36,0.3333,0.5,0.3284,136,319,455,499.4375,0.7530103613676429,0.6580086592689887
15983,2012-11-03,4,1,11,15,0,6,0,2,0.36,0.3182,0.46,0.4478,117,331,448,499.46875,0.14684195993766092,0.989159966234818
15984,2012-11-03,4,1,11,16,0,6,0,2,0.36,0.3333,0.46,0.3284,108,292,400,499.5,0.9116884604726732,0.4108821619892582
15985,2012-11-03,4,1,11,17,0,6,0,2,0.36,0.3333,0.46,0.2985,112,298,410,499.53125,0.8383327949158584,0.5451588071090526
15986,2012-11-03,4,1,11,18,0,6,0,2,0.36,0.3333,0.46,0.2836,58,239,297,499.5625,0.005782176116832012,0.9999832830799492
15987,2012-11-03,4,1,11,19,0,6,0,1,0.36,0.3485,0.5,0.1642,22,217,239,499.59375,0.8445810410935785,0.535427740246326
15988,2012-11-03,4,1,11,20,0,6,0,1,0.34,0.3333,0.53,0.1343,23,158,181,499.625,0.906875991873917,0.4213975977182347
15989,2012-11-03,4,1,11,21,0,6,0,1,0.34,0.3485,0.53,0.1045,31,135,166,499.65625,0.13539333799828893,0.9907919277152398
15990,2012-11-03,4,1,11,22,0,6,0,1,0.32,0.3333,0.57,0.1045,13,133,146,499.6875,0.7605693264345972,0.6492567286419318
15991,2012-11-03,4,1,11,23,0,6,0,1,0.32,0.3333,0.57,0.1045,15,133,148,499.71875,0.9572680596886703,0.2892021125439581
15992,2012-11-04,4,1,11,0,0,0,0,1,0.3,0.3182,0.61,0.1045,5,97,102,499.75,0.27385895353282,0.9617698651808075
15993,2012-11-04,4,1,11,1,0,0,0,1,0.26,0.2879,0.81,0.0896,26,139,165,499.78125,0.6613348115358336,0.7500908391994022
15994,2012-11-04,4,1,11,2,0,0,0,1,0.3,0.3333,0.65,0,6,31,37,499.8125,0.988500400780185,0.15121824512079748
