instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,feature0,feature1,feature2,feature3,feature4
14521,2012-09-02,3,1,9,5,0,0,0,1,0.66,0.5909,0.89,0,2,10,12,453.78125,0.847915723784525,0.5301310454585405,9.583351156530737,120.50311199301038
14522,2012-09-02,3,1,9,6,0,0,0,2,0.66,0.5909,0.89,0,2,13,15,453.8125,0.012040927843393641,0.9999275054006016,9.583420019940192,120.50726119201282
14523,2012-09-02,3,1,9,7,0,0,0,1,0.66,0.5909,0.94,0.0896,13,29,42,453.84375,0.83490424162737,0.5503952282793031,9.583488878607804,120.51141024815865
14524,2012-09-02,3,1,9,8,0,0,0,1,0.68,0.6364,0.89,0.0896,30,99,129,453.875,0.9142423017041107,0.40516788344434446,9.583557732534226,120.51555916146263
14525,2012-09-02,3,1,9,9,0,0,0,2,0.7,0.6667,0.84,0,88,144,232,453.90625,0.15303020583848292,0.988221511656689,9.583626581720113,120.5197079319395
14526,2012-09-02,3,1,9,10,0,0,0,2,0.72,0.697,0.79,0,158,230,388,453.9375,0.7488771555400939,0.6627088394688712,9.583695426166113,120.523856559604
14527,2012-09-02,3,1,9,11,0,0,0,2,0.74,0.697,0.7,0,226,263,489,453.96875,0.9622703137390555,0.2720952834882292,9.583764265872883,120.52800504447089
14528,2012-09-02,3,1,9,12,0,0,0,3,0.74,0.697,0.7,0,248,297,545,454.0,0.2909565832232459,0.9567362576379419,9.583833100841074,120.53215338655491
14529,2012-09-02,3,1,9,13,0,0,0,3,0.72,0.697,0.74,0.0896,263,230,493,454.03125,0.6478612880929854,0.76175832873064,9.583901931071338,120.5363015858708
14530,2012-09-02,3,1,9,14,0,0,0,3,0.72,0.697,0.79,0.0896,249,208,457,454.0625,0.9910384789019322,0.13357669458309154,9.583970756564328,120.5404496424333
14531,2012-09-02,3,1,9,15,0,0,0,3,0.74,0.7121,0.74,0.1343,179,176,355,454.09375,0.42305946261655003,0.9061019209176172,9.584039577320695,120.54459755625716
14532,2012-09-02,3,1,9,16,0,0,0,1,0.74,0.697,0.7,0,222,252,474,454.125,0.5338784725598161,0.8455612198635872,9.584108393341092,120.5487453273571
14533,2012-09-02,3,1,9,17,0,0,0,1,0.76,0.7273,0.66,0.0896,219,284,503,454.15625,0.999971002171408,0.00761543277232924,9.58417720462617,120.55289295574785
14534,2012-09-02,3,1,9,18,0,0,0,1,0.74,0.7121,0.74,0,227,273,500,454.1875,0.5466948039891565,0.8373319480894407,9.584246011176582,120.55704044144414
14535,2012-09-02,3,1,9,19,0,0,0,2,0.7,0.6667,0.84,0.2239,140,152,292,454.21875,0.40921007576846413,0.9124401974319017,9.584314812992977,120.56118778446071
14536,2012-09-02,3,1,9,20,0,0,0,2,0.7,0.6667,0.84,0.1642,63,41,104,454.25,0.9888890990335112,0.14865513718903367,9.584383610076006,120.56533498481228
14537,2012-09-02,3,1,9,21,0,0,0,1,0.7,0.6515,0.7,0.1642,79,92,171,454.28125,0.6593880451428824,0.7518027706271426,9.584452402426324,120.56948204251356
14538,2012-09-02,3,1,9,22,0,0,0,3,0.68,0.6364,0.83,0.1343,66,100,166,454.3125,0.2763513365283425,0.9610566782448363,9.584521190044581,120.57362895757927
14539,2012-09-02,3,1,9,23,0,0,0,3,0.66,0.5909,0.89,0.0896,53,70,123,454.34375,0.9580145738548939,0.2867195080241771,9.584589972931425,120.57777573002414
14540,2012-09-03,3,1,9,0,1,1,0,2,0.66,0.5909,0.94,0,42,62,104,454.375,0.7588836300898223,0.6512262555991534,9.58465875108751,120.58192235986289
14541,2012-09-03,3,1,9,1,1,1,0,2,0.68,0.6364,0.89,0.1642,18,37,55,454.40625,0.13796142340866313,0.9904376031083713,9.584727524513486,120.5860688471102
14542,2012-09-03,3,1,9,2,1,1,0,1,0.66,0.5909,0.89,0.1045,10,30,40,454.4375,0.9079653804669251,0.4190451859567794,9.584796293210003,120.5902151917808
14543,2012-09-03,3,1,9,3,1,1,0,1,0.66,0.5909,0.89,0.1343,6,22,28,454.46875,0.8431901540207818,0.5376154426375886,9.58486505717771,120.59436139388939
14544,2012-09-03,3,1,9,4,1,1,0,1,0.66,0.5909,0.89,0.0896,6,5,11,454.5,0.003189788538555384,0.9999949126115989,9.58493381641726,120.59850745345068
14545,2012-09-03,3,1,9,5,1,1,0,1,0.66,0.5909,0.89,0,1,3,4,454.53125,0.8397432538155553,0.5429836716433228,9.585002570929301,120.60265337047937
14546,2012-09-03,3,1,9,6,1,1,0,1,0.66,0.5909,0.94,0,3,12,15,454.5625,0.9106202212860735,0.4132442529363265,9.585071320714485,120.60679914499016
14547,2012-09-03,3,1,9,7,1,1,0,1,0.68,0.6364,0.85,0,6,37,43,454.59375,0.14427715684648698,0.9895373171398308,9.585140065773462,120.61094477699774
14548,2012-09-03,3,1,9,8,1,1,0,2,0.7,0.6667,0.84,0.1045,36,91,127,454.625,0.7547136602295611,0.65605433545012,9.58520880610688,120.61509026651682
14549,2012-09-03,3,1,9,9,1,1,0,2,0.7,0.6667,0.84,0.1343,71,158,229,454.65625,0.9598242186309182,0.2806019767028511,9.585277541715389,120.61923561356207
14550,2012-09-03,3,1,9,10,1,1,0,2,0.74,0.7121,0.74,0.2239,135,224,359,454.6875,0.28247681687918,0.959274125537537,9.585346272599638,120.62338081814819
14551,2012-09-03,3,1,9,11,1,1,0,2,0.74,0.697,0.7,0.2836,187,272,459,454.71875,0.6545784676026918,0.755994067272298,9.585414998760278,120.62752588028987
14552,2012-09-03,3,1,9,12,1,1,0,2,0.76,0.7121,0.62,0.2985,191,352,543,454.75,0.9898173277139155,0.14234344999782464,9.585483720197958,120.63167080000177
14553,2012-09-03,3,1,9,13,1,1,0,2,0.76,0.7273,0.66,0.2537,209,357,566,454.78125,0.4150227015014456,0.9098110557903998,9.585552436913327,120.6358155772986
14554,2012-09-03,3,1,9,14,1,1,0,1,0.74,0.697,0.7,0.2985,163,349,512,454.8125,0.5413418824962041,0.8408025726979348,9.585621148907032,120.63996021219504
14555,2012-09-03,3,1,9,15,1,1,0,1,0.74,0.697,0.7,0.2239,168,281,449,454.84375,0.9999992362528428,0.0012359181732831093,9.585689856179723,120.64410470470574
14556,2012-09-03,3,1,9,16,1,1,0,1,0.74,0.697,0.7,0.2239,165,335,500,454.875,0.5392619039313751,0.8421381115757133,9.585758558732051,120.64824905484538
14557,2012-09-03,3,1,9,17,1,1,0,1,0.74,0.697,0.7,0.1343,181,317,498,454.90625,0.41727033593091245,0.908782408914314,9.585827256564661,120.65239326262865
14558,2012-09-03,3,1,9,18,1,1,0,1,0.74,0.697,0.66,0.1642,145,337,482,454.9375,0.9901661532790655,0.13989635056189983,9.585895949678203,120.65653732807021
14559,2012-09-03,3,1,9,19,1,1,0,1,0.72,0.697,0.74,0.194,73,301,374,454.96875,0.6527077756876176,0.7576097673320499,9.585964638073326,120.66068125118473
14560,2012-09-03,3,1,9,20,1,1,0,1,0.72,0.6818,0.76,0.1045,78,183,261,455.0,0.284847120754897,0.9585729590373625,9.586033321750676,120.66482503198685
14561,2012-09-03,3,1,9,21,1,1,0,1,0.72,0.6818,0.76,0.1045,42,142,184,455.03125,0.9605148880151602,0.2782285928894158,9.586102000710904,120.66896867049125
14562,2012-09-03,3,1,9,22,1,1,0,2,0.7,0.6667,0.84,0.1343,17,104,121,455.0625,0.7530896968756411,0.6579178584441641,9.586170674954657,120.6731121667126
14563,2012-09-03,3,1,9,23,1,1,0,2,0.7,0.6667,0.84,0.2537,12,58,70,455.09375,0.14672268852026568,0.9891776648678361,9.58623934448258,120.67725552066554
14564,2012-09-04,3,1,9,0,0,2,1,2,0.7,0.6667,0.84,0.2537,10,19,29,455.125,0.9116389107369859,0.4109920880385436,9.586308009295324,120.68139873236471
14565,2012-09-04,3,1,9,1,0,2,1,1,0.68,0.6364,0.82,0.1343,15,9,24,455.15625,0.8383985226603596,0.545057719146263,9.586376669393536,120.6855418018248
14566,2012-09-04,3,1,9,2,0,2,1,1,0.68,0.6364,0.82,0.1343,1,4,5,455.1875,0.0056616006773176734,0.999983973010453,9.586445324777861,120.68968472906042
14567,2012-09-04,3,1,9,3,0,2,1,2,0.66,0.5909,0.89,0.0896,1,9,10,455.21875,0.8445164744620783,0.5355295737511998,9.586513975448948,120.69382751408624
14568,2012-09-04,3,1,9,4,0,2,1,2,0.66,0.5909,0.89,0,0,8,8,455.25,0.906926796313668,0.4212882458937426,9.586582621407445,120.6979701569169
14569,2012-09-04,3,1,9,5,0,2,1,2,0.66,0.5909,0.89,0,1,37,38,455.28125,0.13551280414168068,0.9907755951342657,9.586651262653996,120.70211265756701
14570,2012-09-04,3,1,9,6,0,2,1,2,0.68,0.6364,0.89,0.1045,7,165,172,455.3125,0.7604910352088526,0.6493484314041018,9.58671989918925,120.70625501605126
14571,2012-09-04,3,1,9,7,0,2,1,2,0.68,0.6364,0.89,0.1045,13,480,493,455.34375,0.9573029239724642,0.28908668553527417,9.586788531013854,120.71039723238425
14572,2012-09-04,3,1,9,8,0,2,1,1,0.7,0.6667,0.84,0.1642,15,617,632,455.375,0.27397491926441697,0.9617368369850747,9.586857158128455,120.71453930658063
14573,2012-09-04,3,1,9,9,0,2,1,2,0.72,0.697,0.79,0.2239,30,293,323,455.40625,0.6612443627152603,0.7501705757874599,9.586925780533697,120.71868123865502
14574,2012-09-04,3,1,9,10,0,2,1,2,0.72,0.697,0.74,0.2537,42,130,172,455.4375,0.9885186270991444,0.15109905320028535,9.586994398230228,120.72282302862206
14575,2012-09-04,3,1,9,11,0,2,1,2,0.74,0.697,0.7,0.2836,39,159,198,455.46875,0.4069534245152906,0.9134489095046737,9.587063011218692,120.72696467649637
14576,2012-09-04,3,1,9,12,0,2,1,1,0.76,0.7273,0.7,0.2836,54,233,287,455.5,0.5487628798060495,0.8359780509959405,9.58713161949974,120.73110618229256
14577,2012-09-04,3,1,9,13,0,2,1,1,0.8,0.7576,0.55,0.4478,72,203,275,455.53125,0.9999491231833894,0.010087172288153897,9.587200223074012,120.73524754602526
14578,2012-09-04,3,1,9,14,0,2,1,1,0.8,0.7576,0.55,0.4179,72,202,274,455.5625,0.5317867542075699,0.8468782958898979,9.587268821942159,120.7393887677091
14579,2012-09-04,3,1,9,15,0,2,1,1,0.8,0.7727,0.59,0.4627,68,224,292,455.59375,0.42529790412642193,0.9050534198298312,9.587337416104821,120.7435298473587
14580,2012-09-04,3,1,9,16,0,2,1,1,0.76,0.7273,0.7,0.4179,61,397,458,455.625,0.9913656307683555,0.13112660344590876,9.587406005562649,120.74767078498864
14581,2012-09-04,3,1,9,17,0,2,1,1,0.76,0.7273,0.7,0.3582,110,746,856,455.65625,0.6459763683987086,0.7633574074248679,9.587474590316285,120.75181158061356
14582,2012-09-04,3,1,9,18,0,2,1,1,0.76,0.7424,0.75,0.2239,94,745,839,455.6875,0.29332058800405714,0.9560141383122711,9.587543170366375,120.75595223424807
14583,2012-09-04,3,1,9,19,0,2,1,1,0.76,0.7273,0.7,0.2239,50,502,552,455.71875,0.96293994851309,0.2697158793204575,9.587611745713565,120.76009274590675
14584,2012-09-04,3,1,9,20,0,2,1,1,0.74,0.697,0.7,0.2537,47,338,385,455.75,0.7472367611842834,0.6645579152600789,9.5876803163585,120.76423311560423
14585,2012-09-04,3,1,9,21,0,2,1,1,0.74,0.7121,0.74,0.2537,28,240,268,455.78125,0.1554724583184725,0.9878402273163464,9.587748882301822,120.7683733433551
14586,2012-09-04,3,1,9,22,0,2,1,1,0.74,0.697,0.7,0.2836,25,154,179,455.8125,0.9152410166412013,0.40290679003657953,9.587817443544179,120.77251342917394
14587,2012-09-04,3,1,9,23,0,2,1,1,0.72,0.697,0.74,0.2985,12,83,95,455.84375,0.8335412051142105,0.5524572919029577,9.587886000086213,120.77665337307538
14588,2012-09-05,3,1,9,0,0,3,1,1,0.72,0.697,0.74,0.2537,10,27,37,455.875,0.01451254632256942,0.9998946874542515,9.58795455192857,120.780793175074
14589,2012-09-05,3,1,9,1,0,3,1,1,0.7,0.6667,0.84,0.194,2,11,13,455.90625,0.8492235295984153,0.5280335186107122,9.588023099071895,120.78493283518438
14590,2012-09-05,3,1,9,2,0,3,1,1,0.7,0.6667,0.84,0.194,0,9,9,455.9375,0.9031623161564389,0.4292992320921813,9.588091641516831,120.7890723534211
14591,2012-09-05,3,1,9,3,0,3,1,1,0.7,0.6667,0.79,0.2836,0,4,4,455.96875,0.1267378343866523,0.9919362486243667,9.588160179264023,120.79321172979878
14592,2012-09-05,3,1,9,4,0,3,1,1,0.7,0.6667,0.79,0.2836,2,3,5,456.0,0.7662088278367537,0.6425916527196941,9.588228712314113,120.797350964332
14593,2012-09-05,3,1,9,5,0,3,1,2,0.7,0.6667,0.79,0.2985,1,39,40,456.03125,0.9547066273000973,0.29754874523222763,9.588297240667746,120.80149005703531
14594,2012-09-05,3,1,9,6,0,3,1,1,0.7,0.6667,0.79,0.2836,7,203,210,456.0625,0.26545155647892077,0.9641241990339825,9.588365764325566,120.8056290079233
14595,2012-09-05,3,1,9,7,0,3,1,2,0.7,0.6667,0.79,0.2537,11,489,500,456.09375,0.6678584511764021,0.7442883105304404,9.588434283288215,120.80976781701055
14596,2012-09-05,3,1,9,8,0,3,1,1,0.72,0.697,0.74,0.194,33,692,725,456.125,0.9871424788071896,0.15984281821338453,9.588502797556337,120.81390648431164
14597,2012-09-05,3,1,9,9,0,3,1,1,0.74,0.697,0.7,0.2537,27,263,290,456.15625,0.39885226386342953,0.9170151970447475,9.588571307130579,120.81804500984114
14598,2012-09-05,3,1,9,10,0,3,1,2,0.76,0.7273,0.7,0.1642,54,181,235,456.1875,0.5561408830749123,0.8310880327454226,9.588639812011577,120.82218339361361
14599,2012-09-05,3,1,9,11,0,3,1,2,0.78,0.7424,0.62,0.1642,61,156,217,456.21875,0.9998206668892667,0.018937636101211797,9.58870831219998,120.82632163564361
14600,2012-09-05,3,1,9,12,0,3,1,1,0.78,0.7727,0.7,0.1045,49,217,266,456.25,0.5242699404748717,0.8515521296517756,9.588776807696428,120.83045973594572
14601,2012-09-05,3,1,9,13,0,3,1,1,0.8,0.7879,0.63,0.1642,50,184,234,456.28125,0.4332921514174156,0.9012535223343471,9.588845298501564,120.8345976945345
14602,2012-09-05,3,1,9,14,0,3,1,1,0.82,0.7879,0.56,0.1045,34,177,211,456.3125,0.9924874375256654,0.12234658292628575,9.58891378461603,120.83873551142449
14603,2012-09-05,3,1,9,15,0,3,1,1,0.78,0.7727,0.7,0.194,41,204,245,456.34375,0.6391943506631409,0.7690452405940276,9.588982266040471,120.84287318663024
14604,2012-09-05,3,1,9,16,0,3,1,1,0.76,0.7273,0.7,0.2537,86,344,430,456.375,0.30177107440329876,0.9533804165460285,9.589050742775527,120.84701072016635
14605,2012-09-05,3,1,9,17,0,3,1,1,0.76,0.7273,0.66,0.2537,83,780,863,456.40625,0.9652895653519574,0.2611820342646659,9.58911921482184,120.85114811204733
14606,2012-09-05,3,1,9,18,0,3,1,1,0.76,0.7424,0.75,0.194,82,757,839,456.4375,0.7413252815769351,0.6711459058169675,9.589187682180055,120.85528536228773
14607,2012-09-05,3,1,9,19,0,3,1,1,0.74,0.697,0.7,0.1642,64,598,662,456.46875,0.16421004728322539,0.9864253952384037,9.589256144850811,120.85942247090212
14608,2012-09-05,3,1,9,20,0,3,1,1,0.72,0.7121,0.84,0.1642,55,357,412,456.5,0.918771415964621,0.39478992541143365,9.58932460283475,120.86355943790502
14609,2012-09-05,3,1,9,21,0,3,1,1,0.72,0.697,0.79,0,18,278,296,456.53125,0.8286185819396156,0.5598135811717867,9.589393056132515,120.86769626331099
14610,2012-09-05,3,1,9,22,0,3,1,1,0.72,0.697,0.79,0,38,181,219,456.5625,0.023362354950296267,0.9997270629382683,9.589461504744746,120.87183294713455
14611,2012-09-05,3,1,9,23,0,3,1,1,0.7,0.6667,0.84,0.0896,24,126,150,456.59375,0.8538640504399256,0.5204960935168718,9.589529948672084,120.87596948939024
14612,2012-09-06,3,1,9,0,0,4,1,2,0.7,0.6667,0.84,0.0896,30,35,65,456.625,0.8993270757509064,0.4372765838932189,9.589598387915172,120.88010589009261
14613,2012-09-06,3,1,9,1,0,4,1,2,0.7,0.6667,0.84,0,2,16,18,456.65625,0.11795293507580625,0.9930191866761703,9.589666822474653,120.88424214925617
14614,2012-09-06,3,1,9,2,0,4,1,1,0.72,0.697,0.79,0,1,7,8,456.6875,0.7718665901401602,0.63578452877166,9.589735252351163,120.88837826689544
14615,2012-09-06,3,1,9,3,0,4,1,1,0.7,0.6667,0.84,0.1045,0,9,9,456.71875,0.9520355320264201,0.3059874928149372,9.589803677545346,120.89251424302499
14616,2012-09-06,3,1,9,4,0,4,1,2,0.7,0.6667,0.84,0.0896,0,8,8,456.75,0.25690739630439163,0.9664360246411028,9.589872098057842,120.8966500776593
14617,2012-09-06,3,1,9,5,0,4,1,2,0.7,0.6667,0.84,0.194,3,35,38,456.78125,0.6744202147907346,0.738347732360315,9.589940513889292,120.90078577081292
14618,2012-09-06,3,1,9,6,0,4,1,2,0.7,0.6667,0.84,0.0896,11,189,200,456.8125,0.9856889906554315,0.16857405998752215,9.590008925040337,120.90492132250036
14619,2012-09-06,3,1,9,7,0,4,1,2,0.7,0.6667,0.84,0.1045,21,461,482,456.84375,0.3907198542492032,0.9205096390019397,9.590077331511615,120.90905673273612
14620,2012-09-06,3,1,9,8,0,4,1,3,0.7,0.6667,0.79,0,24,622,646,456.875,0.5634753142568156,0.8261329010656717,9.59014573330377,120.91319200153472
14621,2012-09-06,3,1,9,9,0,4,1,3,0.66,0.5909,0.94,0.1343,8,115,123,456.90625,0.9996138774346675,0.027786616203303426,9.590214130417438,120.91732712891069
14622,2012-09-06,3,1,9,10,0,4,1,3,0.66,0.5909,0.94,0.1343,9,40,49,456.9375,0.51671205165467,0.8561592466795074,9.590282522853261,120.92146211487851
14623,2012-09-06,3,1,9,11,0,4,1,3,0.7,0.6667,0.84,0.1642,10,52,62,456.96875,0.4412524514769164,0.8973830141392312,9.590350910611878,120.92559695945272
14624,2012-09-06,3,1,9,12,0,4,1,2,0.72,0.697,0.79,0.2239,11,126,137,457.0,0.9935314856605647,0.11355697689314864,9.590419293693932,120.9297316626478
14625,2012-09-06,3,1,9,13,0,4,1,2,0.72,0.697,0.79,0.1045,39,152,191,457.03125,0.6323622538330871,0.7746728212136647,9.590487672100057,120.93386622447825
14626,2012-09-06,3,1,9,14,0,4,1,1,0.74,0.7121,0.74,0.0896,38,178,216,457.0625,0.3101979178805831,0.9506720000833889,9.590556045830896,120.93800064495858
14627,2012-09-06,3,1,9,15,0,4,1,1,0.74,0.697,0.66,0.194,42,228,270,457.09375,0.9675635544458369,0.2526277263249981,9.590624414887088,120.94213492410327
14628,2012-09-06,3,1,9,16,0,4,1,1,0.74,0.697,0.7,0.2239,42,374,416,457.125,0.7353557212015348,0.6776813139641453,9.590692779269272,120.94626906192683
14629,2012-09-06,3,1,9,17,0,4,1,1,0.74,0.697,0.7,0.2537,67,741,808,457.15625,0.1729347708488005,0.984933279482155,9.590761138978086,120.95040305844375
14630,2012-09-06,3,1,9,18,0,4,1,1,0.72,0.6818,0.7,0.2537,74,761,835,457.1875,0.9222298321103054,0.3866421300968092,9.59082949401417,120.95453691366852
14631,2012-09-06,3,1,9,19,0,4,1,1,0.68,0.6364,0.74,0.2537,54,504,558,457.21875,0.8236310388103703,0.5671260106080045,9.590897844378162,120.95867062761562
14632,2012-09-06,3,1,9,20,0,4,1,1,0.66,0.6061,0.78,0.2239,50,356,406,457.25,0.03221033320267677,0.9994811125954169,9.590966190070702,120.96280420029953
14633,2012-09-06,3,1,9,21,0,4,1,1,0.64,0.5758,0.89,0.1642,32,240,272,457.28125,0.858437673414745,0.5129178890059106,9.591034531092426,120.96693763173474
14634,2012-09-06,3,1,9,22,0,4,1,1,0.64,0.5758,0.89,0.1642,24,193,217,457.3125,0.8954213755774587,0.4452196762935928,9.591102867443976,120.9710709219357
14635,2012-09-06,3,1,9,23,0,4,1,1,0.64,0.5758,0.89,0.1642,19,150,169,457.34375,0.10915879448150011,0.9940243244445005,9.591171199125986,120.97520407091694
14636,2012-09-07,3,1,9,0,0,5,1,1,0.64,0.5758,0.89,0.1343,17,79,96,457.375,0.777463878849177,0.6289275928791741,9.591239526139097,120.97933707869291
14637,2012-09-07,3,1,9,1,0,5,1,1,0.62,0.5606,0.88,0.1045,10,19,29,457.40625,0.9492898474242968,0.3144022671310677,9.591307848483947,120.98346994527806
14638,2012-09-07,3,1,9,2,0,5,1,1,0.62,0.5758,0.83,0.0896,1,10,11,457.4375,0.24834310815194718,0.9686721326813476,9.591376166161172,120.98760267068688
14639,2012-09-07,3,1,9,3,0,5,1,1,0.62,0.5758,0.83,0.0896,0,9,9,457.46875,0.6809291394623811,0.7323493067048137,9.591444479171411,120.99173525493384
14640,2012-09-07,3,1,9,4,0,5,1,1,0.62,0.5606,0.88,0,1,7,8,457.5,0.9841582765206124,0.177292094454259,9.591512787515303,120.9958676980334
14641,2012-09-07,3,1,9,5,0,5,1,1,0.62,0.5606,0.88,0,1,39,40,457.53125,0.3825568328242212,0.92393196159647,9.591581091193483,121.0
14642,2012-09-07,3,1,9,6,0,5,1,1,0.62,0.5606,0.88,0.1045,5,135,140,457.5625,0.570765598719534,0.8211130441774335,9.591649390206587,121.00413216084813
14643,2012-09-07,3,1,9,7,0,5,1,1,0.64,0.5758,0.89,0.1045,21,465,486,457.59375,0.9993287710209684,0.036633419301520025,9.591717684555258,121.00826418059222
14644,2012-09-07,3,1,9,8,0,5,1,1,0.66,0.6061,0.83,0.1045,29,690,719,457.625,0.5091136798864727,0.8606992860183248,9.591785974240127,121.01239605924675
14645,2012-09-07,3,1,9,9,0,5,1,1,0.7,0.6667,0.79,0.1343,33,311,344,457.65625,0.449178180637618,0.8934421984880048,9.591854259261833,121.01652779682617
14646,2012-09-07,3,1,9,10,0,5,1,1,0.72,0.697,0.74,0.1343,53,171,224,457.6875,0.9944976933747943,0.10475847398761351,9.591922539621015,121.0206593933449
14647,2012-09-07,3,1,9,11,0,5,1,1,0.76,0.7121,0.62,0.1343,81,215,296,457.71875,0.6254806131842772,0.7802397083785346,9.591990815318308,121.02479084881742
14648,2012-09-07,3,1,9,12,0,5,1,1,0.78,0.7424,0.59,0.1642,76,247,323,457.75,0.3186004582162286,0.9478891011212278,9.592059086354347,121.02892216325814
14649,2012-09-07,3,1,9,13,0,5,1,1,0.8,0.7727,0.59,0.2537,71,283,354,457.78125,0.9697617376340255,0.24405362570762065,9.59212735272977,121.03305333668155
14650,2012-09-07,3,1,9,14,0,5,1,1,0.8,0.7727,0.59,0.2537,66,187,253,457.8125,0.7293285477564873,0.6841636276706131,9.592195614445213,121.03718436910205
14651,2012-09-07,3,1,9,15,0,5,1,1,0.8,0.7576,0.55,0.2537,66,265,331,457.84375,0.18164594545744212,0.983363996950708,9.592263871501313,121.04131526053408
14652,2012-09-07,3,1,9,16,0,5,1,1,0.8,0.7576,0.55,0.2836,75,395,470,457.875,0.9256159941209958,0.3784640424497426,9.592332123898705,121.04544601099208
14653,2012-09-07,3,1,9,17,0,5,1,1,0.78,0.7424,0.59,0.3284,88,684,772,457.90625,0.8185789664865669,0.5743940073031611,9.592400371638025,121.0495766204905
14654,2012-09-07,3,1,9,18,0,5,1,1,0.76,0.7121,0.62,0.2985,95,697,792,457.9375,0.0410557878652943,0.9991568556952206,9.592468614719909,121.05370708904374
14655,2012-09-07,3,1,9,19,0,5,1,1,0.74,0.6818,0.62,0.2836,70,498,568,457.96875,0.8629440401922703,0.5052994988090146,9.592536853144992,121.05783741666626
14656,2012-09-07,3,1,9,20,0,5,1,1,0.72,0.6818,0.66,0.2239,51,340,391,458.0,0.8914455216368103,0.45312788697416884,9.592605086913911,121.06196760337245
14657,2012-09-07,3,1,9,21,0,5,1,1,0.7,0.6667,0.74,0.1642,55,246,301,458.03125,0.10035610160012015,0.9949515831796171,9.5926733160273,121.06609764917675
14658,2012-09-07,3,1,9,22,0,5,1,1,0.7,0.6667,0.74,0.2239,52,247,299,458.0625,0.7830002554318458,0.6220213822640377,9.592741540485795,121.07022755409358
14659,2012-09-07,3,1,9,23,0,5,1,1,0.66,0.5909,0.89,0.2537,28,220,248,458.09375,0.9464697886104576,0.3227924089065227,9.59280976029003,121.07435731813736
14660,2012-09-08,3,1,9,0,0,6,0,1,0.66,0.5909,0.89,0.2537,20,130,150,458.125,0.23975936300967612,0.970832347961889,9.592877975440642,121.07848694132248
14661,2012-09-08,3,1,9,1,0,6,0,2,0.66,0.5909,0.89,0.2836,10,107,117,458.15625,0.6873847152352488,0.7262935035238549,9.592946185938265,121.0826164236634
14662,2012-09-08,3,1,9,2,0,6,0,1,0.66,0.5909,0.89,0.3284,9,68,77,458.1875,0.9825504563299152,0.18599623857991168,9.593014391783532,121.08674576517448
14663,2012-09-08,3,1,9,3,0,6,0,2,0.66,0.5909,0.89,0.2239,3,40,43,458.21875,0.37436383913844334,0.9272818966989088,9.59308259297708,121.09087496587016
14664,2012-09-08,3,1,9,4,0,6,0,2,0.66,0.5909,0.94,0.2239,3,8,11,458.25,0.5780111652896146,0.8160288553724934,9.593150789519541,121.09500402576482
14665,2012-09-08,3,1,9,5,0,6,0,2,0.66,0.5909,0.94,0.2537,2,13,15,458.28125,0.9989653699854618,0.045477352273514994,9.593218981411551,121.09913294487289
14666,2012-09-08,3,1,9,6,0,6,0,2,0.66,0.5909,0.89,0.2836,8,26,34,458.3125,0.5014754204815141,0.8651718919688091,9.593287168653745,121.10326172320876
14667,2012-09-08,3,1,9,7,0,6,0,1,0.66,0.5909,0.89,0.2836,11,71,82,458.34375,0.4570687179407478,0.8894313841325823,9.593355351246755,121.10739036078682
14668,2012-09-08,3,1,9,8,0,6,0,1,0.7,0.6667,0.79,0.3284,33,197,230,458.375,0.9953859849686749,0.09595176354784156,9.593423529191217,121.11151885762146
14669,2012-09-08,3,1,9,9,0,6,0,1,0.7,0.6667,0.74,0.3881,87,261,348,458.40625,0.6185499678740611,0.7857454659385557,9.593491702487762,121.1156472137271
14670,2012-09-08,3,1,9,10,0,6,0,1,0.74,0.697,0.7,0.3881,100,322,422,458.4375,0.3269780370946369,0.9450319376919164,9.593559871137028,121.11977542911809
14671,2012-09-08,3,1,9,11,0,6,0,1,0.76,0.7121,0.62,0.4478,173,405,578,458.46875,0.9718839426950021,0.23546040416940156,9.593628035139645,121.12390350380886
14672,2012-09-08,3,1,9,12,0,6,0,1,0.8,0.7576,0.55,0.4925,220,474,694,458.5,0.7232442334540202,0.6905923390651728,9.593696194496246,121.12803143781376
14673,2012-09-08,3,1,9,13,0,6,0,1,0.82,0.7727,0.52,0.5224,233,435,668,458.53125,0.19034288861291748,0.9817176705929717,9.593764349207467,121.1321592311472
14674,2012-09-08,3,1,9,14,0,6,0,1,0.82,0.7727,0.52,0.4478,260,366,626,458.5625,0.9289296367003438,0.37025630320059,9.59383249927394,121.13628688382354
14675,2012-09-08,3,1,9,15,0,6,0,3,0.56,0.5303,0.88,0.2537,175,337,512,458.59375,0.8134627607839806,0.581617001829988,9.593900644696298,121.14041439585718
14676,2012-09-08,3,1,9,16,0,6,0,3,0.56,0.5303,0.88,0.194,19,95,114,458.625,0.04989802592144843,0.998754317642303,9.593968785475173,121.14454176726247
14677,2012-09-08,3,1,9,17,0,6,0,3,0.58,0.5455,0.83,0.194,52,119,171,458.65625,0.8673827977112343,0.4976415198058056,9.594036921611199,121.1486689980538
14678,2012-09-08,3,1,9,18,0,6,0,3,0.58,0.5455,0.83,0.1343,27,140,167,458.6875,0.8873998254260277,0.46100059634869844,9.594105053105007,121.15279608824552
