instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,feature0,feature1,feature2,feature3
12099,2012-05-24,2,1,5,7,0,4,1,1,0.6,0.5606,0.83,0.1045,22,393,415,378.09375,0.7473769732281268,0.6644002256835587,9.400878083541478
12100,2012-05-24,2,1,5,8,0,4,1,1,0.62,0.5909,0.73,0.1343,33,659,692,378.125,0.15526401022462497,0.987873011641156,9.400960731584833
12101,2012-05-24,2,1,5,9,0,4,1,1,0.62,0.5909,0.73,0.1642,34,267,301,378.15625,0.9151559787135254,0.4030999065056817,9.401043372798053
12102,2012-05-24,2,1,5,10,0,4,1,1,0.64,0.6061,0.65,0.1343,47,138,185,378.1875,0.833657760831239,0.5522813936806532,9.401126007182267
12103,2012-05-24,2,1,5,11,0,4,1,1,0.66,0.6212,0.65,0.1343,61,160,221,378.21875,0.014301557749548308,0.9998977274931353,9.401208634738603
12104,2012-05-24,2,1,5,12,0,4,1,1,0.7,0.6515,0.58,0.1045,76,213,289,378.25,0.8491120900904137,0.5282127019130544,9.401291255468191
12105,2012-05-24,2,1,5,13,0,4,1,1,0.72,0.6667,0.54,0.1642,69,233,302,378.28125,0.9032528826831838,0.42910864582820807,9.40137386937216
12106,2012-05-24,2,1,5,14,0,4,1,1,0.74,0.6818,0.55,0.2239,72,180,252,378.3125,0.1269471405011234,0.9919094835309258,9.401456476451633
12107,2012-05-24,2,1,5,15,0,4,1,1,0.74,0.6818,0.55,0.2537,69,222,291,378.34375,0.7660732172109365,0.6427533165002615,9.40153907670774
12108,2012-05-24,2,1,5,16,0,4,1,1,0.74,0.6818,0.55,0.3582,61,329,390,378.375,0.9547693919469099,0.29734728551195483,9.401621670141608
12109,2012-05-24,2,1,5,17,0,4,1,1,0.74,0.6818,0.55,0.2836,120,678,798,378.40625,0.26565499087153766,0.964068164511744,9.401704256754366
12110,2012-05-24,2,1,5,18,0,4,1,1,0.72,0.6667,0.54,0.3284,118,634,752,378.4375,0.667701383680367,0.744429219087566,9.401786836547139
12111,2012-05-24,2,1,5,19,0,4,1,1,0.7,0.6515,0.61,0.2985,76,416,492,378.46875,0.9871761853392372,0.1596345172544832,9.401869409521051
12112,2012-05-24,2,1,5,20,0,4,1,2,0.66,0.6212,0.69,0.2836,55,343,398,378.5,0.39904575479344084,0.9169310146250551,9.40195197567723
12113,2012-05-24,2,1,5,21,0,4,1,3,0.64,0.5909,0.78,0.1642,48,237,285,378.53125,0.5559655024156606,0.8312053657933772,9.402034535016803
12114,2012-05-24,2,1,5,22,0,4,1,2,0.64,0.5909,0.78,0.1045,33,210,243,378.5625,0.9998246406700813,0.01872666304879055,9.402117087540892
12115,2012-05-24,2,1,5,23,0,4,1,2,0.64,0.5909,0.78,0.1343,36,131,167,378.59375,0.5244496152199977,0.8514414842463317,9.402199633250627
12116,2012-05-25,2,1,5,0,0,5,1,1,0.62,0.5758,0.83,0.1343,10,63,73,378.625,0.43310196784003446,0.9013449314513783,9.402282172147128
12117,2012-05-25,2,1,5,1,0,5,1,1,0.62,0.5758,0.83,0.0896,8,34,42,378.65625,0.9924615990199968,0.12255600544514825,9.402364704231523
12118,2012-05-25,2,1,5,2,0,5,1,2,0.62,0.5758,0.83,0,7,16,23,378.6875,0.6393566130321361,0.7689103467713745,9.402447229504935
12119,2012-05-25,2,1,5,3,0,5,1,2,0.62,0.5606,0.88,0.1045,8,6,14,378.71875,0.3015698944333826,0.9534440721780373,9.402529747968487
12120,2012-05-25,2,1,5,4,0,5,1,2,0.62,0.5606,0.88,0,3,6,9,378.75,0.9652344317176723,0.26138571465683075,9.402612259623305
12121,2012-05-25,2,1,5,5,0,5,1,2,0.62,0.5606,0.88,0.0896,2,28,30,378.78125,0.741466883887381,0.6709894634778828,9.402694764470512
12122,2012-05-25,2,1,5,6,0,5,1,2,0.62,0.5606,0.88,0.1045,5,108,113,378.8125,0.16400189753923997,0.9864600233174827,9.402777262511231
12123,2012-05-25,2,1,5,7,0,5,1,2,0.62,0.5606,0.88,0.1642,7,352,359,378.84375,0.9186880907017845,0.3949837870124668,9.402859753746583
12124,2012-05-25,2,1,5,8,0,5,1,2,0.64,0.5758,0.89,0.1045,32,551,583,378.875,0.8287366900203057,0.5596387215107508,9.402942238177694
12125,2012-05-25,2,1,5,9,0,5,1,2,0.64,0.5758,0.89,0.1343,52,288,340,378.90625,0.023151401550782665,0.9997319703831795,9.403024715805683
12126,2012-05-25,2,1,5,10,0,5,1,1,0.68,0.6364,0.79,0.1642,69,163,232,378.9375,0.85375420130424,0.5206762561855105,9.403107186631676
12127,2012-05-25,2,1,5,11,0,5,1,1,0.68,0.6364,0.79,0.1343,90,193,283,378.96875,0.8994193256678029,0.43708680672753636,9.403189650656792
12128,2012-05-25,2,1,5,12,0,5,1,1,0.72,0.6818,0.66,0.1045,84,237,321,379.0,0.11816246989712247,0.9929942752643701,9.403272107882152
12129,2012-05-25,2,1,5,13,0,5,1,1,0.74,0.6818,0.62,0.1343,86,247,333,379.03125,0.771732415762823,0.6359473865508665,9.40335455830888
12130,2012-05-25,2,1,5,14,0,5,1,1,0.74,0.6818,0.58,0.1343,104,263,367,379.0625,0.9521000773968089,0.3057865965358694,9.403437001938096
12131,2012-05-25,2,1,5,15,0,5,1,1,0.76,0.7121,0.62,0.194,106,360,466,379.09375,0.25711131870663717,0.966381792974668,9.40351943877092
12132,2012-05-25,2,1,5,16,0,5,1,1,0.78,0.7121,0.52,0.2239,137,447,584,379.125,0.6742644006728203,0.7384900256505312,9.403601868808472
12133,2012-05-25,2,1,5,17,0,5,1,1,0.76,0.7121,0.62,0.2836,124,529,653,379.15625,0.9857245396032854,0.1683660655354606,9.403684292051873
12134,2012-05-25,2,1,5,18,0,5,1,1,0.76,0.7121,0.62,0.194,131,391,522,379.1875,0.39091408272411066,0.9204271725280426,9.403766708502243
12135,2012-05-25,2,1,5,19,0,5,1,1,0.74,0.6818,0.62,0.2537,111,293,404,379.21875,0.563300979018954,0.8262517818657265,9.403849118160702
12136,2012-05-25,2,1,5,20,0,5,1,1,0.7,0.6515,0.65,0.1642,80,270,350,379.25,0.9996197184475535,0.027575686588620318,9.403931521028369
12137,2012-05-25,2,1,5,21,0,5,1,1,0.7,0.6515,0.65,0.1343,62,193,255,379.28125,0.5168926987179935,0.8560501959651838,9.404013917106361
12138,2012-05-25,2,1,5,22,0,5,1,1,0.66,0.6212,0.74,0.1045,65,147,212,379.3125,0.44106308444007847,0.8974761030491031,9.4040963063958
12139,2012-05-25,2,1,5,23,0,5,1,1,0.66,0.6061,0.78,0.2239,34,132,166,379.34375,0.9935075018305703,0.11376661991278131,9.404178688897805
12140,2012-05-26,2,1,5,0,0,6,0,1,0.64,0.5758,0.83,0.1642,18,98,116,379.375,0.632525703832626,0.7745393689097031,9.40426106461349
12141,2012-05-26,2,1,5,1,0,6,0,1,0.64,0.5758,0.83,0.1343,18,64,82,379.40625,0.30999730922729873,0.950737433927914,9.404343433543975
12142,2012-05-26,2,1,5,2,0,6,0,1,0.64,0.5758,0.89,0.1343,9,55,64,379.4375,0.9675102258094824,0.25283188674311696,9.40442579569038
12143,2012-05-26,2,1,5,3,0,6,0,1,0.62,0.5606,0.88,0.1045,9,22,31,379.46875,0.7354987026844371,0.677526131119317,9.404508151053818
12144,2012-05-26,2,1,5,4,0,6,0,1,0.62,0.5606,0.88,0.1343,0,2,2,379.5,0.17272693576262907,0.9849697486024901,9.404590499635411
12145,2012-05-26,2,1,5,5,0,6,0,1,0.62,0.5758,0.83,0.2537,0,10,10,379.53125,0.9221482260406102,0.38683672164125754,9.404672841436273
12146,2012-05-26,2,1,5,6,0,6,0,1,0.62,0.5606,0.88,0.194,6,25,31,379.5625,0.8237506900012833,0.5669522032080038,9.40475517645752
12147,2012-05-26,2,1,5,7,0,6,0,2,0.62,0.5606,0.88,0.1642,10,44,54,379.59375,0.031999431504281126,0.9994878870618708,9.404837504700271
12148,2012-05-26,2,1,5,8,0,6,0,1,0.64,0.5909,0.78,0.1343,38,103,141,379.625,0.8583294232577486,0.5130990169256033,9.404919826165639
12149,2012-05-26,2,1,5,9,0,6,0,1,0.64,0.5758,0.83,0.194,97,192,289,379.65625,0.895515301656983,0.4450307230947125,9.405002140854743
12150,2012-05-26,2,1,5,10,0,6,0,1,0.68,0.6364,0.79,0.2239,181,256,437,379.6875,0.10936854159319263,0.9940012686660807,9.405084448768694
12151,2012-05-26,2,1,5,11,0,6,0,1,0.7,0.6667,0.74,0.194,208,312,520,379.71875,0.777331151232508,0.6290916318975669,9.405166749908611
12152,2012-05-26,2,1,5,12,0,6,0,1,0.74,0.697,0.66,0.2239,236,293,529,379.75,0.949356168461312,0.31420195003286805,9.405249044275608
12153,2012-05-26,2,1,5,13,0,6,0,1,0.76,0.7273,0.66,0.194,265,274,539,379.78125,0.24854750258707,0.9686197081196162,9.4053313318708
12154,2012-05-26,2,1,5,14,0,6,0,1,0.76,0.7273,0.66,0.2239,307,257,564,379.8125,0.6807745909301893,0.7324929735798381,9.4054136126953
12155,2012-05-26,2,1,5,15,0,6,0,1,0.76,0.7273,0.66,0.2836,274,239,513,379.84375,0.9841956650991117,0.17708442280482248,9.405495886750224
12156,2012-05-26,2,1,5,16,0,6,0,1,0.78,0.7273,0.55,0.2537,261,243,504,379.875,0.3827517836267656,0.9238512175293864,9.405578154036684
12157,2012-05-26,2,1,5,17,0,6,0,2,0.78,0.7121,0.52,0.2537,235,227,462,379.90625,0.5705923225617423,0.8212334634156091,9.405660414555793
12158,2012-05-26,2,1,5,18,0,6,0,2,0.76,0.697,0.52,0.194,199,216,415,379.9375,0.999336478808299,0.036422549650322024,9.405742668308667
12159,2012-05-26,2,1,5,19,0,6,0,2,0.74,0.697,0.66,0.2239,159,214,373,379.96875,0.5092952851148003,0.8605918385389407,9.405824915296419
12160,2012-05-26,2,1,5,20,0,6,0,2,0.74,0.6818,0.55,0.194,103,152,255,380.0,0.4489896449777025,0.893536959897461,9.405907155520158
12161,2012-05-26,2,1,5,21,0,6,0,2,0.72,0.6818,0.62,0.194,100,151,251,380.03125,0.9944755660995405,0.1049683210830705,9.405989388981
12162,2012-05-26,2,1,5,22,0,6,0,1,0.7,0.6667,0.74,0.2537,86,118,204,380.0625,0.6256452380085081,0.7801077080488804,9.406071615680055
12163,2012-05-26,2,1,5,23,0,6,0,1,0.7,0.6667,0.74,0.2537,36,114,150,380.09375,0.31840043659670436,0.9479563080517097,9.406153835618436
12164,2012-05-27,2,1,5,0,0,0,0,2,0.68,0.6364,0.69,0.1642,48,89,137,380.125,0.9697102181737517,0.2442582501562943,9.406236048797256
12165,2012-05-27,2,1,5,1,0,0,0,1,0.66,0.6212,0.74,0.2239,17,61,78,380.15625,0.7294728972096455,0.6840097164781843,9.406318255217624
12166,2012-05-27,2,1,5,2,0,0,0,1,0.64,0.6061,0.73,0.2239,16,45,61,380.1875,0.18143844131238396,0.9834023042550453,9.40640045488065
12167,2012-05-27,2,1,5,3,0,0,0,1,0.64,0.6061,0.73,0.1642,11,25,36,380.21875,0.9255361136380498,0.3786593486919014,9.406482647787449
12168,2012-05-27,2,1,5,4,0,0,0,1,0.62,0.5758,0.83,0.194,4,7,11,380.25,0.8187001514133658,0.5742212657815207,9.406564833939129
12169,2012-05-27,2,1,5,5,0,0,0,1,0.62,0.5758,0.83,0.194,2,5,7,380.28125,0.04084495439157642,0.9991654966524565,9.4066470133368
12170,2012-05-27,2,1,5,6,0,0,0,1,0.62,0.5758,0.83,0.1642,8,14,22,380.3125,0.8628373974950613,0.5054815777888938,9.406729185981574
12171,2012-05-27,2,1,5,7,0,0,0,1,0.62,0.5606,0.88,0.1642,22,30,52,380.34375,0.8915411165201161,0.4529397725460469,9.406811351874557
12172,2012-05-27,2,1,5,8,0,0,0,1,0.64,0.5758,0.83,0.194,69,82,151,380.375,0.10056604456908783,0.9949303848409337,9.406893511016861
12173,2012-05-27,2,1,5,9,0,0,0,1,0.66,0.6061,0.83,0.2239,130,140,270,380.40625,0.7828689849746836,0.6221865896696173,9.406975663409597
12174,2012-05-27,2,1,5,10,0,0,0,1,0.68,0.6364,0.74,0.2537,209,215,424,380.4375,0.946537880118031,0.32259268668347707,9.40705780905387
12175,2012-05-27,2,1,5,11,0,0,0,1,0.72,0.6818,0.66,0.2239,268,251,519,380.46875,0.23996421346394228,0.9707817346121792,9.40713994795079
12176,2012-05-27,2,1,5,12,0,0,0,1,0.74,0.697,0.66,0.2537,301,269,570,380.5,0.6872314443972259,0.7264385327277887,9.407222080101468
12177,2012-05-27,2,1,5,13,0,0,0,1,0.76,0.7121,0.58,0.194,270,228,498,380.53125,0.9825896816097691,0.18578890600359457,9.407304205507007
12178,2012-05-27,2,1,5,14,0,0,0,1,0.76,0.7121,0.58,0.2537,317,230,547,380.5625,0.37455949699477303,0.9272028813647112,9.40738632416852
12179,2012-05-27,2,1,5,15,0,0,0,1,0.78,0.7121,0.52,0.2836,290,245,535,380.59375,0.5778389617875963,0.8161508036142786,9.407468436087111
12180,2012-05-27,2,1,5,16,0,0,0,1,0.78,0.7121,0.52,0.2836,258,243,501,380.625,0.9989749439433533,0.0452665591068511,9.407550541263888
12181,2012-05-27,2,1,5,17,0,0,0,1,0.78,0.7121,0.49,0.2985,275,247,522,380.65625,0.5016579696465826,0.8650660561425748,9.407632639699958
12182,2012-05-27,2,1,5,18,0,0,0,1,0.76,0.7121,0.58,0.2985,266,252,518,380.6875,0.45688102842899775,0.8895278106173304,9.40771473139643
12183,2012-05-27,2,1,5,19,0,0,0,1,0.76,0.7121,0.58,0.194,230,212,442,380.71875,0.9953657159817717,0.09616179827818827,9.407796816354407
12184,2012-05-27,2,1,5,20,0,0,0,1,0.74,0.6818,0.55,0.1642,168,224,392,380.75,0.6187157546250884,0.7856149279250664,9.407878894574997
12185,2012-05-27,2,1,5,21,0,0,0,3,0.66,0.6212,0.69,0.4179,64,79,143,380.78125,0.32677861818000886,0.9451009124428799,9.407960966059306
12186,2012-05-27,2,1,5,22,0,0,0,3,0.62,0.5758,0.83,0,9,50,59,380.8125,0.9718342364472148,0.23566547661687515,9.40804303080844
12187,2012-05-27,2,1,5,23,0,0,0,3,0.62,0.5758,0.83,0.1343,31,65,96,380.84375,0.7233899395680573,0.6904397115836562,9.408125088823502
12188,2012-05-28,2,1,5,0,1,1,0,1,0.62,0.5758,0.83,0.2239,21,44,65,380.875,0.1901357316663436,0.9817578130800407,9.408207140105599
12189,2012-05-28,2,1,5,1,1,1,0,2,0.62,0.5909,0.78,0.2985,14,45,59,380.90625,0.92885148806256,0.37045230883876,9.408289184655837
12190,2012-05-28,2,1,5,2,1,1,0,1,0.6,0.5606,0.83,0.2239,20,28,48,380.9375,0.8135854699521644,0.5814453397205241,9.408371222475317
12191,2012-05-28,2,1,5,3,1,1,0,1,0.62,0.5909,0.73,0.1642,6,12,18,380.96875,0.04968727719062291,0.9987648244133261,9.408453253565146
12192,2012-05-28,2,1,5,4,1,1,0,1,0.6,0.5758,0.78,0.1343,2,4,6,381.0,0.8672777708289704,0.4978245355804914,9.408535277926427
12193,2012-05-28,2,1,5,5,1,1,0,1,0.6,0.5758,0.78,0.1343,4,5,9,381.03125,0.8874970816235226,0.4608133354295756,9.408617295560266
12194,2012-05-28,2,1,5,6,1,1,0,1,0.62,0.5909,0.73,0.1642,6,14,20,381.0625,0.09175566847589732,0.9957815509952679,9.408699306467762
12195,2012-05-28,2,1,5,7,1,1,0,1,0.62,0.5909,0.78,0.1045,24,43,67,381.09375,0.7883454831155228,0.615232800857816,9.40878131065002
12196,2012-05-28,2,1,5,8,1,1,0,1,0.66,0.6212,0.69,0,62,93,155,381.125,0.9436454331719965,0.3309581490968839,9.408863308108145
12197,2012-05-28,2,1,5,9,1,1,0,1,0.7,0.6515,0.61,0,121,142,263,381.15625,0.23136212381401566,0.9728677030636119,9.40894529884324
12198,2012-05-28,2,1,5,10,1,1,0,1,0.7,0.6515,0.61,0,189,175,364,381.1875,0.693634455197471,0.7203271774429364,9.409027282856401
12199,2012-05-28,2,1,5,11,1,1,0,1,0.72,0.6818,0.66,0.1343,254,222,476,381.21875,0.9809067149595846,0.19447883315979753,9.409109260148737
12200,2012-05-28,2,1,5,12,1,1,0,1,0.76,0.7121,0.62,0.1343,233,292,525,381.25,0.36633786467094015,0.930481901440504,9.409191230721348
12201,2012-05-28,2,1,5,13,1,1,0,1,0.8,0.7879,0.63,0.2836,272,284,556,381.28125,0.5850403289425455,0.8110042006739534,9.409273194575334
12202,2012-05-28,2,1,5,14,1,1,0,1,0.8,0.7879,0.63,0.2836,238,227,465,381.3125,0.9985351421779648,0.05410702205473501,9.409355151711798
12203,2012-05-28,2,1,5,15,1,1,0,1,0.82,0.7879,0.56,0.2985,181,279,460,381.34375,0.4939813506757047,0.8694724982336166,9.40943710213184
12204,2012-05-28,2,1,5,16,1,1,0,1,0.82,0.7879,0.56,0.3284,223,278,501,381.375,0.46473661652608206,0.8854489693143752,9.40951904583656
12205,2012-05-28,2,1,5,17,1,1,0,1,0.82,0.7879,0.56,0.2985,158,247,405,381.40625,0.9961778817365038,0.08734774146463258,9.40960098282706
12206,2012-05-28,2,1,5,18,1,1,0,1,0.8,0.7727,0.59,0.2985,132,251,383,381.4375,0.6117377965880619,0.791060597062945,9.40968291310444
12207,2012-05-28,2,1,5,19,1,1,0,1,0.8,0.7576,0.55,0.2985,148,247,395,381.46875,0.33513119757005405,0.9421714708137057,9.4097648366698
12208,2012-05-28,2,1,5,20,1,1,0,1,0.78,0.7424,0.62,0.2985,114,203,317,381.5,0.9738821142189645,0.22705423934469873,9.409846753524238
12209,2012-05-28,2,1,5,21,1,1,0,1,0.76,0.7273,0.66,0.2836,66,181,247,381.53125,0.717250306342437,0.6968156126635512,9.409928663668856
12210,2012-05-28,2,1,5,22,1,1,0,1,0.74,0.697,0.7,0.1642,47,110,157,381.5625,0.1988181254160679,0.9800364039187731,9.41001056710475
12211,2012-05-28,2,1,5,23,1,1,0,1,0.72,0.697,0.74,0.1642,22,60,82,381.59375,0.932094089563802,0.3622162450805142,9.410092463833022
12212,2012-05-29,2,1,5,0,0,2,1,1,0.7,0.6667,0.79,0.194,12,33,45,381.625,0.8084070463387052,0.5886238590389711,9.410174353854769
12213,2012-05-29,2,1,5,1,0,2,1,1,0.7,0.6667,0.79,0.194,1,13,14,381.65625,0.058525707130092954,0.998285901736032,9.410256237171089
12214,2012-05-29,2,1,5,2,0,2,1,1,0.68,0.6364,0.83,0.1343,0,8,8,381.6875,0.8716501953686105,0.4901284902082954,9.41033811378308
12215,2012-05-29,2,1,5,3,0,2,1,1,0.68,0.6364,0.79,0.2836,1,2,3,381.71875,0.8833835138060565,0.46865079487360817,9.41041998369184
12216,2012-05-29,2,1,5,4,0,2,1,1,0.66,0.6061,0.78,0.2239,0,5,5,381.75,0.08293810358201344,0.9965547004425894,9.410501846898468
12217,2012-05-29,2,1,5,5,0,2,1,1,0.66,0.6061,0.78,0.2239,1,32,33,381.78125,0.7937602165866716,0.6082308102721206,9.41058370340406
12218,2012-05-29,2,1,5,6,0,2,1,1,0.66,0.6061,0.78,0.2239,9,145,154,381.8125,0.9406790542383587,0.339297681862442,9.410665553209713
12219,2012-05-29,2,1,5,7,0,2,1,1,0.66,0.6061,0.78,0.2239,19,431,450,381.84375,0.22274190758702062,0.9748774500441043,9.410747396316522
12220,2012-05-29,2,1,5,8,0,2,1,1,0.7,0.6667,0.74,0.194,46,588,634,381.875,0.6999831216728881,0.7141593865329214,9.410829232725586
12221,2012-05-29,2,1,5,9,0,2,1,1,0.72,0.6818,0.7,0.2537,26,231,257,381.90625,0.9791468970043007,0.20315352344187723,9.410911062438
12222,2012-05-29,2,1,5,10,0,2,1,1,0.74,0.697,0.7,0.2985,67,116,183,381.9375,0.35808753079722705,0.9336880208546884,9.410992885454862
12223,2012-05-29,2,1,5,11,0,2,1,1,0.76,0.7121,0.62,0.2985,50,147,197,381.96875,0.5921958598195601,0.8057940578166185,9.411074701777263
12224,2012-05-29,2,1,5,12,0,2,1,1,0.8,0.7576,0.55,0.3284,56,181,237,382.0,0.998017107969375,0.06294324586836025,9.411156511406302
12225,2012-05-29,2,1,5,13,0,2,1,1,0.82,0.7727,0.52,0.3881,63,176,239,382.03125,0.4862660296438508,0.873810819579619,9.411238314343073
12226,2012-05-29,2,1,5,14,0,2,1,1,0.82,0.7727,0.52,0.4179,80,158,238,382.0625,0.47255579380553947,0.8813007555544341,9.41132011058867
12227,2012-05-29,2,1,5,15,0,2,1,1,0.82,0.7727,0.49,0.3881,71,185,256,382.09375,0.9969119997328151,0.07852684119916993,9.41140190014419
12228,2012-05-29,2,1,5,16,0,2,1,1,0.82,0.7727,0.49,0.4925,73,320,393,382.125,0.6047119106009771,0.7964442888095287,9.411483683010726
12229,2012-05-29,2,1,5,17,0,2,1,1,0.82,0.7576,0.46,0.4179,107,674,781,382.15625,0.3434575203655425,0.9391682126777678,9.41156545918937
12230,2012-05-29,2,1,5,18,0,2,1,1,0.8,0.7424,0.49,0.4925,78,632,710,382.1875,0.9758536910434895,0.21842521300618617,9.411647228681218
12231,2012-05-29,2,1,5,19,0,2,1,1,0.78,0.7121,0.52,0.3582,69,457,526,382.21875,0.7110544785559226,0.7031369201838039,9.411728991487363
12232,2012-05-29,2,1,5,20,0,2,1,3,0.7,0.6515,0.61,0.5224,36,168,204,382.25,0.20748494232022408,0.9782382116388488,9.411810747608898
12233,2012-05-29,2,1,5,21,0,2,1,3,0.6,0.5455,0.88,0.4478,3,68,71,382.28125,0.9352636640929927,0.35395180268978677,9.411892497046916
12234,2012-05-29,2,1,5,22,0,2,1,2,0.62,0.5606,0.88,0.0896,2,53,55,382.3125,0.8031652862880344,0.5957562613198957,9.411974239802511
12235,2012-05-29,2,1,5,23,0,2,1,3,0.62,0.5455,0.94,0,10,40,50,382.34375,0.06735955174365361,0.99772876614283,9.412055975876772
12236,2012-05-30,2,1,5,0,0,3,1,3,0.64,0.5758,0.89,0.1045,4,32,36,382.375,0.875954328546715,0.48239404463599433,9.412137705270794
12237,2012-05-30,2,1,5,1,0,3,1,3,0.64,0.5758,0.89,0.194,0,4,4,382.40625,0.8792007353542827,0.4764515368350579,9.412219427985669
12238,2012-05-30,2,1,5,2,0,3,1,3,0.62,0.5455,0.94,0.0896,1,4,5,382.4375,0.07411404071905103,0.9972497726087958,9.412301144022486
12239,2012-05-30,2,1,5,3,0,3,1,3,0.62,0.5606,0.88,0.1343,0,5,5,382.46875,0.7991127611588658,0.6011811664989628,9.412382853382338
12240,2012-05-30,2,1,5,4,0,3,1,2,0.62,0.5606,0.88,0.1343,0,6,6,382.5,0.9376389757246334,0.34761063160102057,9.412464556066316
12241,2012-05-30,2,1,5,5,0,3,1,2,0.62,0.5909,0.78,0.1343,1,40,41,382.53125,0.21410424015285442,0.9768108180955865,9.412546252075513
12242,2012-05-30,2,1,5,6,0,3,1,2,0.6,0.5758,0.78,0.1045,5,139,144,382.5625,0.706276946423167,0.7079356432269581,9.412627941411015
12243,2012-05-30,2,1,5,7,0,3,1,3,0.6,0.5758,0.78,0.194,14,469,483,382.59375,0.9773103656207458,0.2118122972120461,9.412709624073916
12244,2012-05-30,2,1,5,8,0,3,1,2,0.6,0.5909,0.73,0.1642,29,642,671,382.625,0.34980914176428035,0.9368209884167507,9.412791300065303
12245,2012-05-30,2,1,5,9,0,3,1,2,0.62,0.6061,0.69,0.194,23,282,305,382.65625,0.5993049938027545,0.8005207832424343,9.412872969386267
12246,2012-05-30,2,1,5,10,0,3,1,2,0.62,0.6061,0.69,0.2836,39,138,177,382.6875,0.9974208819041193,0.07177453825423769,9.4129546320379
12247,2012-05-30,2,1,5,11,0,3,1,2,0.66,0.6212,0.65,0.194,53,155,208,382.71875,0.47851261102490367,0.8780806802852055,9.413036288021287
12248,2012-05-30,2,1,5,12,0,3,1,1,0.7,0.6515,0.54,0,33,220,253,382.75,0.4803379476566399,0.8770834943384849,9.41311793733752
12249,2012-05-30,2,1,5,13,0,3,1,1,0.7,0.6515,0.51,0,53,236,289,382.78125,0.9975680124546084,0.06969978857473223,9.413199579987685
12250,2012-05-30,2,1,5,14,0,3,1,1,0.72,0.6515,0.42,0.1343,44,208,252,382.8125,0.5976386471224041,0.8017655813675856,9.413281215972873
12251,2012-05-30,2,1,5,15,0,3,1,1,0.72,0.6667,0.51,0.1343,54,221,275,382.84375,0.3517569342223075,0.9360913733319645,9.41336284529417
12252,2012-05-30,2,1,5,16,0,3,1,1,0.72,0.6667,0.51,0.1642,46,352,398,382.875,0.9777488124532447,0.20977907366148243,9.413444467952665
12253,2012-05-30,2,1,5,17,0,3,1,1,0.74,0.6667,0.48,0.0896,83,756,839,382.90625,0.7048029416343393,0.7094031388876019,9.413526083949446
12254,2012-05-30,2,1,5,18,0,3,1,1,0.74,0.6667,0.48,0.1642,50,746,796,382.9375,0.2161355033578819,0.9763633771236173,9.4136076932856
12255,2012-05-30,2,1,5,19,0,3,1,1,0.72,0.6667,0.54,0.1642,50,506,556,382.96875,0.9383599633228086,0.34565962916258725,9.413689295962213
12256,2012-05-30,2,1,5,20,0,3,1,2,0.54,0.5152,0.6,0.1343,57,374,431,383.0,0.7978606004774311,0.6028419877594734,9.413770891980372
12257,2012-05-30,2,1,5,21,0,3,1,1,0.68,0.6364,0.57,0.1045,41,263,304,383.03125,0.07618811892421941,0.99709346128374,9.413852481341165
12258,2012-05-30,2,1,5,22,0,3,1,1,0.66,0.6212,0.69,0.1045,26,191,217,383.0625,0.8801898331464547,0.47462180483582533,9.413934064045677
12259,2012-05-30,2,1,5,23,0,3,1,1,0.66,0.6212,0.65,0.1045,39,121,160,383.09375,0.8749490739772258,0.4842149501475507,9.414015640094995
12260,2012-05-31,2,1,5,0,0,4,1,1,0.64,0.6061,0.69,0.1343,13,48,61,383.125,0.06528417122772266,0.9978667130369213,9.414097209490203
12261,2012-05-31,2,1,5,1,0,4,1,1,0.64,0.6061,0.69,0.0896,4,22,26,383.15625,0.8044026974751678,0.5940844218582689,9.414178772232386
12262,2012-05-31,2,1,5,2,0,4,1,1,0.64,0.6061,0.65,0.0896,6,8,14,383.1875,0.9345254358124921,0.3558963470161945,9.414260328322634
12263,2012-05-31,2,1,5,3,0,4,1,1,0.62,0.6061,0.69,0.0896,0,8,8,383.21875,0.2054497982486677,0.978667655744064,9.414341877762027
12264,2012-05-31,2,1,5,4,0,4,1,1,0.62,0.6061,0.69,0,0,8,8,383.25,0.7125154363446937,0.7016564351379746,9.41442342055165
12265,2012-05-31,2,1,5,5,0,4,1,1,0.62,0.6061,0.69,0.2537,1,32,33,383.28125,0.9753972646960312,0.22045447607953106,9.41450495669259
12266,2012-05-31,2,1,5,6,0,4,1,1,0.6,0.5909,0.73,0.2239,7,171,178,383.3125,0.34150334616079003,0.9398805586674212,9.414586486185929
12267,2012-05-31,2,1,5,7,0,4,1,1,0.6,0.6061,0.64,0.2836,18,489,507,383.34375,0.6063671739113105,0.795184790097755,9.414668009032752
12268,2012-05-31,2,1,5,8,0,4,1,1,0.62,0.6212,0.57,0.2537,18,675,693,383.375,0.9967465106948467,0.08060020730524177,9.414749525234143
12269,2012-05-31,2,1,5,9,0,4,1,1,0.66,0.6212,0.47,0.2537,47,264,311,383.40625,0.47072170227758564,0.8822817458186993,9.414831034791183
12270,2012-05-31,2,1,5,10,0,4,1,1,0.7,0.6364,0.39,0.3881,65,155,220,383.4375,0.4880824683693357,0.8727975160771806,9.414912537704957
12271,2012-05-31,2,1,5,11,0,4,1,1,0.72,0.6515,0.37,0.2836,65,153,218,383.46875,0.9981458685051166,0.06086727516627153,9.414994033976548
